,AP_T05,AP_T07,AP_T0GE,BALD,BLAC,BORD,BUCK_I,BUCK_R,CAIR,COOM,COPE,HARE,KIMR,L4DV,L6DV,MJ,MMIN,NANS,PLU1,PLU2,RV,SCHU,STAR,VETO,WOOD,YOUN,AP_K2,AP_K3,AP_KRP,DODG_C,COND
COPE,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
HARE,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
KIMR,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
L4DV,0.0,16.666666,83.33333,16.666666,16.666666,16.666666,16.666666,16.666666,16.666666,16.666666,16.666666,16.666666,16.666666,0.0,8.333333,25.0,16.666666,16.666666,8.333333,16.666666,16.666666,16.666666,16.666666,41.666668,16.666666,16.666666,8.333333,25.0,16.666666,16.666666,69.44444
L6DV,8.333333,16.666666,83.33333,16.666666,16.666666,16.666666,16.666666,16.666666,16.666666,16.666666,16.666666,16.666666,16.666666,8.333333,0.0,25.0,16.666666,16.666666,8.333333,16.666666,16.666666,16.666666,16.666666,41.666668,16.666666,16.666666,16.666666,25.0,16.666666,16.666666,69.44444
MJ,25.0,25.0,83.33333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,25.0,25.0,0.0,8.333333,8.333333,16.666666,8.333333,8.333333,8.333333,8.333333,25.0,8.333333,8.333333,16.666666,16.666666,8.333333,8.333333,69.44444
MMIN,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
NANS,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
PLU1,8.333333,8.333333,83.33333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,16.666666,8.333333,8.333333,0.0,8.333333,8.333333,8.333333,8.333333,41.666668,8.333333,8.333333,16.666666,16.666666,8.333333,8.333333,69.44444
PLU2,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
RV,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
SCHU,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
STAR,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
VETO,41.666668,41.666668,83.33333,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,33.333332,41.666668,41.666668,25.0,33.333332,33.333332,41.666668,33.333332,33.333332,33.333332,33.333332,0.0,33.333332,33.333332,33.333332,25.0,33.333332,33.333332,69.44444
WOOD,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
YOUN,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
AP_K2,8.333333,25.0,83.33333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,16.666666,16.666666,8.333333,8.333333,16.666666,8.333333,8.333333,8.333333,8.333333,33.333332,8.333333,8.333333,0.0,16.666666,8.333333,8.333333,69.44444
AP_K3,25.0,25.0,83.33333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,8.333333,25.0,25.0,16.666666,8.333333,8.333333,16.666666,8.333333,8.333333,8.333333,8.333333,25.0,8.333333,8.333333,16.666666,0.0,8.333333,8.333333,69.44444
AP_KRP,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
DODG_C,16.666666,16.666666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666,16.666666,8.333333,0.0,0.0,8.333333,0.0,0.0,0.0,0.0,33.333332,0.0,0.0,8.333333,8.333333,0.0,0.0,69.44444
COND,69.44444,69.44444,13.888888,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,69.44444,0.0
