,AP_T05,AP_T07,AP_T0GE,BALD,BLAC,BORD,BUCK_I,BUCK_R,CAIR,COOM,COPE,HARE,KIMR,L4DV,L6DV,MJ,MMIN,NANS,PLU1,PLU2,RV,SCHU,STAR,VETO,WOOD,YOUN,AP_K2,AP_K3,AP_KRP,DODG_C,COND
AP_T05,0.0,9.090909,54.545456,58.44156,58.44156,58.44156,58.44156,58.44156,9.090909,58.44156,58.44156,40.25974,67.53247,18.181818,18.181818,18.181818,58.44156,58.44156,58.44156,40.25974,18.181818,58.44156,27.272728,85.71429,40.25974,50.64935,49.35065,58.44156,49.35065,27.272728,54.545456
AP_T07,9.090909,0.0,54.545456,49.35065,49.35065,49.35065,49.35065,49.35065,0.0,49.35065,49.35065,31.16883,58.44156,9.090909,9.090909,9.090909,49.35065,49.35065,49.35065,31.16883,9.090909,49.35065,18.181818,94.8052,31.16883,41.55844,40.25974,49.35065,40.25974,18.181818,54.545456
AP_T0GE,54.545456,54.545456,0.0,85.71429,85.71429,85.71429,85.71429,85.71429,54.545456,85.71429,85.71429,85.71429,85.71429,54.545456,54.545456,54.545456,85.71429,85.71429,85.71429,85.71429,54.545456,85.71429,54.545456,85.71429,85.71429,77.92208,85.71429,85.71429,85.71429,54.545456,0.0
BALD,58.44156,49.35065,85.71429,0.0,0.0,0.0,9.090909,27.272728,49.35065,9.090909,9.090909,27.272728,27.272728,49.35065,49.35065,40.25974,0.0,0.0,45.454544,27.272728,40.25974,0.0,31.16883,63.636364,27.272728,7.7922077,27.272728,18.181818,36.363636,31.16883,85.71429
BLAC,58.44156,49.35065,85.71429,0.0,0.0,0.0,9.090909,27.272728,49.35065,9.090909,9.090909,27.272728,27.272728,49.35065,49.35065,40.25974,0.0,0.0,45.454544,27.272728,40.25974,0.0,31.16883,63.636364,27.272728,7.7922077,27.272728,18.181818,36.363636,31.16883,85.71429
BORD,58.44156,49.35065,85.71429,0.0,0.0,0.0,9.090909,27.272728,49.35065,9.090909,9.090909,27.272728,27.272728,49.35065,49.35065,40.25974,0.0,0.0,45.454544,27.272728,40.25974,0.0,31.16883,63.636364,27.272728,7.7922077,27.272728,18.181818,36.363636,31.16883,85.71429
BUCK_I,58.44156,49.35065,85.71429,9.090909,9.090909,9.090909,0.0,27.272728,49.35065,18.181818,0.0,27.272728,27.272728,49.35065,49.35065,40.25974,9.090909,9.090909,45.454544,27.272728,40.25974,9.090909,31.16883,72.72727,27.272728,7.7922077,27.272728,18.181818,36.363636,31.16883,85.71429
BUCK_R,58.44156,49.35065,85.71429,27.272728,27.272728,27.272728,27.272728,0.0,49.35065,27.272728,27.272728,36.363636,27.272728,49.35065,49.35065,40.25974,27.272728,27.272728,45.454544,36.363636,40.25974,27.272728,31.16883,81.818184,36.363636,25.974026,45.454544,18.181818,45.454544,31.16883,85.71429
CAIR,9.090909,0.0,54.545456,49.35065,49.35065,49.35065,49.35065,49.35065,0.0,49.35065,49.35065,31.16883,58.44156,9.090909,9.090909,9.090909,49.35065,49.35065,49.35065,31.16883,9.090909,49.35065,18.181818,94.8052,31.16883,41.55844,40.25974,49.35065,40.25974,18.181818,54.545456
COOM,58.44156,49.35065,85.71429,9.090909,9.090909,9.090909,18.181818,27.272728,49.35065,0.0,18.181818,36.363636,27.272728,49.35065,49.35065,40.25974,9.090909,9.090909,54.545456,36.363636,40.25974,9.090909,31.16883,54.545456,36.363636,16.883118,36.363636,27.272728,45.454544,31.16883,85.71429
COPE,58.44156,49.35065,85.71429,9.090909,9.090909,9.090909,0.0,27.272728,49.35065,18.181818,0.0,27.272728,27.272728,49.35065,49.35065,40.25974,9.090909,9.090909,45.454544,27.272728,40.25974,9.090909,31.16883,72.72727,27.272728,7.7922077,27.272728,18.181818,36.363636,31.16883,85.71429
HARE,40.25974,31.16883,85.71429,27.272728,27.272728,27.272728,27.272728,36.363636,31.16883,36.363636,27.272728,0.0,45.454544,40.25974,40.25974,40.25974,27.272728,27.272728,27.272728,0.0,40.25974,27.272728,49.35065,81.818184,0.0,25.974026,18.181818,27.272728,27.272728,49.35065,85.71429
KIMR,67.53247,58.44156,85.71429,27.272728,27.272728,27.272728,27.272728,27.272728,58.44156,27.272728,27.272728,45.454544,0.0,58.44156,58.44156,49.35065,27.272728,27.272728,63.636364,45.454544,49.35065,27.272728,40.25974,63.636364,45.454544,25.974026,36.363636,36.363636,54.545456,40.25974,85.71429
L4DV,18.181818,9.090909,54.545456,49.35065,49.35065,49.35065,49.35065,49.35065,9.090909,49.35065,49.35065,40.25974,58.44156,0.0,0.0,18.181818,49.35065,49.35065,58.44156,40.25974,18.181818,49.35065,18.181818,85.71429,40.25974,41.55844,49.35065,49.35065,49.35065,18.181818,54.545456
L6DV,18.181818,9.090909,54.545456,49.35065,49.35065,49.35065,49.35065,49.35065,9.090909,49.35065,49.35065,40.25974,58.44156,0.0,0.0,18.181818,49.35065,49.35065,58.44156,40.25974,18.181818,49.35065,18.181818,85.71429,40.25974,41.55844,49.35065,49.35065,49.35065,18.181818,54.545456
MJ,18.181818,9.090909,54.545456,40.25974,40.25974,40.25974,40.25974,40.25974,9.090909,40.25974,40.25974,40.25974,49.35065,18.181818,18.181818,0.0,40.25974,40.25974,49.35065,40.25974,0.0,40.25974,9.090909,85.71429,40.25974,32.467533,40.25974,40.25974,40.25974,9.090909,54.545456
MMIN,58.44156,49.35065,85.71429,0.0,0.0,0.0,9.090909,27.272728,49.35065,9.090909,9.090909,27.272728,27.272728,49.35065,49.35065,40.25974,0.0,0.0,45.454544,27.272728,40.25974,0.0,31.16883,63.636364,27.272728,7.7922077,27.272728,18.181818,36.363636,31.16883,85.71429
NANS,58.44156,49.35065,85.71429,0.0,0.0,0.0,9.090909,27.272728,49.35065,9.090909,9.090909,27.272728,27.272728,49.35065,49.35065,40.25974,0.0,0.0,45.454544,27.272728,40.25974,0.0,31.16883,63.636364,27.272728,7.7922077,27.272728,18.181818,36.363636,31.16883,85.71429
PLU1,58.44156,49.35065,85.71429,45.454544,45.454544,45.454544,45.454544,45.454544,49.35065,54.545456,45.454544,27.272728,63.636364,58.44156,58.44156,49.35065,45.454544,45.454544,0.0,27.272728,49.35065,45.454544,58.44156,90.90909,27.272728,44.155846,27.272728,36.363636,27.272728,58.44156,85.71429
