"","cand_A","cand_B"
"59465",3,5
"59466",8,2
"59467",8,0
"59468",6,1
"59469",4,5
"59470",5,5
"59471",3,8
"59472",2,9
"59473",2,8
"59474",8,3
"59475",6,2
"59476",0,10
"59477",7,1
"59478",0,10
"59479",8,0
"59480",0,10
"59481",4,8
"59482",6,4
"59483",2,8
"59484",2,7
"59485",8,8
"59486",3,8
"59487",3,9
"59488",0,8
"59489",8,2
"59490",2,6
"59492",8,3
"59493",9,3
"59494",8,4
"59495",5,3
"59496",9,2
"59497",5,8
"59498",7,3
"59499",0,0
"59500",10,5
"59502",5,5
"59503",5,6
"59504",0,10
"59505",0,10
"59506",5,7
"59507",0,7
"59508",3,8
"59509",8,3
"59511",2,8
"59512",9,9
"59513",5,5
"59514",2,9
"59515",1,9
"59516",0,8
"59517",0,10
"59518",2,8
"59519",9,1
"59520",8,2
"59521",8,2
"59522",0,9
"59523",6,0
"59524",2,9
"59525",8,2
"59526",3,9
"59527",8,4
"59528",7,1
"59529",1,6
"59530",0,9
"59531",8,2
"59532",3,3
"59533",1,10
"59534",3,8
"59535",8,1
"59536",5,5
"59537",8,1
"59538",8,5
"59539",5,5
"59540",7,1
"59541",10,4
"59542",0,5
"59543",7,4
"59544",7,5
"59545",0,7
"59546",5,0
"59547",0,0
"59548",0,8
"59549",5,5
"59550",3,6
"59551",6,0
"59552",2,5
"59553",0,10
"59554",7,3
"59555",7,7
"59556",6,0
"59557",10,0
"59558",9,3
"59559",5,6
"59560",8,3
"59561",10,4
"59562",3,3
"59563",9,5
"59564",8,5
"59565",7,1
"59566",0,6
"59567",1,6
"59568",6,1
"59569",2,8
"59570",0,8
"59571",3,8
"59572",10,0
"59573",2,7
"59574",8,0
"59575",4,8
"59576",4,8
"59577",9,0
"59578",1,6
"59579",0,10
"59580",6,1
"59581",4,6
"59582",4,6
"59583",1,10
"59584",2,6
"59585",5,6
"59586",1,7
"59587",8,1
"59588",8,5
"59589",2,3
"59590",2,3
"59591",2,8
"59592",10,1
"59593",1,6
"59594",10,0
"59595",10,0
"59596",0,0
"59597",8,6
"59598",5,6
"59599",10,0
"59600",8,2
"59601",8,2
"59602",8,5
"59603",10,0
"59605",4,5
"59606",9,2
"59607",10,0
"59608",0,9
"59609",0,9
"59611",5,5
"59612",3,2
"59613",9,0
"59614",0,3
"59615",8,0
"59616",4,8
"59617",8,1
"59619",8,0
"59620",3,9
"59621",4,5
"59622",2,9
"59623",10,7
"59624",2,10
"59625",3,3
"59626",6,6
"59627",2,5
"59628",7,4
"59629",0,8
"59630",9,2
"59631",3,7
"59632",4,4
"59633",0,8
"59634",10,0
"59635",10,2
"59636",0,8
"59637",6,6
"59638",10,0
"59639",6,4
"59640",2,8
"59641",8,0
"59642",6,4
"59643",10,0
"59644",0,9
"59645",5,5
"59646",8,5
"59647",8,3
"59648",6,2
"59649",0,7
"59650",10,0
"59651",5,5
"59652",6,4
"59653",5,0
"59654",0,10
"59655",2,8
"59656",0,10
"59657",8,0
"59658",5,5
"59659",8,5
"59660",8,3
"59661",10,0
"59662",8,4
"59663",4,8
"59664",7,1
"59665",5,10
"59666",6,4
"59667",0,10
"59668",7,4
"59669",1,8
"59670",8,2
"59671",5,8
"59672",9,2
"59673",8,8
"59674",3,3
"59675",5,5
"59676",0,9
"59677",7,5
"59678",0,10
"59679",4,5
"59680",10,0
"59681",8,0
"59682",0,8
"59683",2,8
"59684",7,3
"59685",9,5
"59686",9,2
"59687",8,4
"59688",8,5
"59689",5,4
"59690",7,7
"59691",9,0
"59692",8,2
"59693",4,8
"59694",5,5
"59695",7,0
"59696",5,5
"59697",3,8
"59698",9,5
"59699",0,0
"59700",2,8
"59701",8,1
"59702",8,3
"59703",3,9
"59704",5,5
"59705",9,1
"59706",5,5
"59707",5,5
"59708",1,9
"59709",2,7
"59710",6,0
"59711",8,3
"59712",2,8
"59714",7,3
"59715",1,8
"59716",8,0
"59717",8,2
"59718",7,2
"59719",5,5
"59720",10,0
"59721",6,4
"59722",4,7
"59723",0,0
"59724",8,3
"59725",10,10
"59726",8,0
"59727",2,8
"59728",0,10
"59729",7,3
"59730",10,0
"59731",8,1
"59732",10,2
"59733",4,5
"59734",5,5
"59735",2,8
"59736",8,4
"59737",6,1
"59738",5,5
"59739",10,0
"59740",7,4
"59741",3,8
"59742",6,7
"59743",10,2
"59744",9,2
"59745",10,10
"59746",5,5
"59747",8,3
"59748",5,2
"59749",8,2
"59750",5,1
"59751",6,4
"59752",3,7
"59753",3,8
"59754",5,8
"59755",5,5
"59756",5,5
"59757",9,4
"59758",2,8
"59759",2,7
"59760",3,4
"59761",7,2
"59762",6,5
"59763",5,5
"59764",8,2
"59765",1,9
"59766",2,7
"59767",8,2
"59768",3,10
"59769",6,2
"59770",0,8
"59771",7,4
"59772",4,6
"59773",10,4
"59774",9,3
"59775",8,4
"59776",3,4
"59777",10,5
"59778",2,4
"59779",10,0
"59780",6,4
"59781",8,3
"59782",5,4
"59783",7,2
"59784",9,0
"59785",8,5
"59786",1,1
"59787",0,7
"59788",3,9
"59789",9,1
"59790",9,0
"59791",10,1
"59792",5,6
"59793",0,8
"59794",10,2
"59795",5,5
"59796",2,8
"59797",0,10
"59798",5,5
"59799",5,10
"59800",10,0
"59801",6,4
"59802",3,10
"59803",9,1
"59804",5,8
"59805",5,5
"59806",5,5
"59807",0,8
"59808",4,6
"59809",1,9
"59810",10,3
"59811",6,6
"59812",0,8
"59813",5,2
"59814",5,5
"59815",5,8
"59816",1,9
"59817",2,5
"59818",5,10
"59819",9,1
"59820",8,1
"59821",3,5
"59822",5,1
"59823",2,10
"59824",10,9
"59825",8,0
"59826",0,0
"59827",1,10
"59828",0,8
"59829",9,1
"59830",10,0
"59831",6,8
"59832",6,4
"59833",3,4
"59834",8,4
"59835",4,6
"59836",4,0
"59837",0,5
"59838",8,0
"59839",5,5
"59840",5,4
"59841",7,4
"59843",5,5
"59844",8,2
"59845",3,6
"59846",9,2
"59847",2,7
"59848",8,1
"59849",6,4
"59850",10,4
"59851",4,7
"59852",9,2
"59853",5,7
"59854",10,4
"59855",3,7
"59856",0,0
"59857",8,3
"59858",5,4
"59859",5,3
"59860",7,8
"59861",5,5
"59862",2,9
"59863",10,1
"59864",10,0
"59865",10,2
"59866",1,7
"59867",7,4
"59868",9,3
"59869",2,8
"59870",3,8
"59871",0,9
"59872",7,1
"59873",8,3
"59874",9,1
"59875",7,3
"59876",5,5
"59877",8,3
"59878",5,5
"59879",8,0
"59880",0,2
"59881",0,10
"59882",9,1
"59883",8,0
"59884",8,0
"59885",8,0
"59886",5,5
"59887",9,2
"59888",2,7
"59889",2,9
"59890",1,7
"59891",3,6
"59892",5,8
"59893",6,6
"59894",10,2
"59895",7,6
"59896",8,7
"59897",2,8
"59898",1,3
"59899",4,5
"59900",8,6
"59901",8,1
"59902",10,1
"59903",8,0
"59904",10,3
"59905",1,10
"59906",5,5
"59907",5,5
"59908",5,7
"59909",0,5
"59910",8,3
"59912",7,1
"59913",10,3
"59914",5,5
"59915",5,8
"59916",1,1
"59917",10,0
"59918",8,1
"59919",8,2
"59920",5,5
"59921",1,7
"59922",2,8
"59923",5,9
"59924",3,6
"59925",7,4
"59926",5,5
"59927",3,6
"59928",5,5
"59929",3,7
"59930",5,5
"59931",9,0
"59932",9,1
"59933",7,4
"59934",4,6
"59935",5,5
"59936",3,7
"59937",0,2
"59938",2,8
"59939",10,0
"59940",10,0
"59941",4,6
"59942",5,5
"59944",6,2
"59945",6,0
"59946",5,5
"59947",4,9
"59948",5,5
"59949",4,8
"59950",5,6
"59951",10,2
"59952",0,7
"59953",6,2
"59954",3,7
"59955",10,0
"59956",5,5
"59957",3,4
"59958",9,0
"59959",9,3
"59960",6,4
"59961",6,2
"59962",8,2
"59963",5,5
"59964",5,6
"59965",8,5
"59966",7,4
"59967",9,1
"59968",4,7
"59969",0,5
"59970",8,1
"59971",10,1
"59972",3,8
"59973",8,4
"59974",5,5
"59975",0,10
"59976",10,0
"59977",6,4
"59978",7,5
"59979",5,5
"59980",0,8
"59981",2,9
"59982",0,9
"59983",5,7
"59984",8,3
"59985",0,9
"59986",7,4
"59988",9,5
"59989",3,8
"59990",10,0
"59991",3,10
"59992",5,9
"59993",2,9
"59994",4,7
"59995",6,5
"59996",6,0
"59997",2,8
"59998",3,6
"59999",8,5
"60000",5,8
"60001",5,8
"60002",8,2
"60003",3,8
"60004",3,9
"60005",3,9
"60006",2,0
"60007",1,7
"60008",5,5
"60009",4,5
"60010",8,5
"60012",6,6
"60013",8,5
"60014",7,5
"60015",0,9
"60016",4,5
"60017",9,4
"60018",7,4
"60019",5,5
"60020",1,9
"60021",8,4
"60022",8,3
"60023",4,10
"60024",5,0
"60025",0,5
"60026",4,5
"60029",9,5
"60030",5,3
"60031",7,4
"60032",8,1
"60033",10,0
"60034",5,5
"60035",0,10
"60036",5,2
"60037",4,5
"60038",4,7
"60039",8,1
"60040",2,5
"60041",0,10
"60042",8,2
"60043",2,8
"60044",4,5
"60045",4,8
"60046",3,9
"60047",3,8
"60048",0,6
"60049",2,8
"60050",0,1
"60051",1,6
"60052",3,7
"60053",5,7
"60054",5,6
"60055",1,8
"60056",8,1
"60057",5,3
"60058",2,7
"60059",2,8
"60060",7,3
"60061",10,3
"60062",7,3
"60063",8,0
"60064",7,0
"60065",0,6
"60066",10,0
"60067",7,3
"60068",4,6
"60069",4,8
"60070",10,0
"60071",4,5
"60072",5,5
"60073",7,3
"60074",0,2
"60076",3,6
"60077",10,0
"60078",8,3
"60079",7,3
"60080",8,2
"60081",3,1
"60082",5,5
"60083",9,3
"60084",10,10
"60085",2,8
"60086",3,8
"60087",0,0
"60088",2,9
"60089",4,4
"60091",6,4
"60092",1,9
"60093",3,8
"60094",8,2
"60095",4,4
"60097",5,10
"60098",10,0
"60099",0,9
"60100",7,3
"60101",4,0
"60102",5,5
"60103",8,8
"60104",10,3
"60105",5,6
"60107",8,7
"60108",10,0
"60109",9,0
"60111",3,7
"60112",10,0
"60113",5,5
"60114",3,8
"60115",0,10
"60116",4,8
"60117",5,0
"60118",9,0
"60119",5,5
"60121",1,8
"60122",3,7
"60123",8,0
"60124",7,2
"60125",0,10
"60126",5,6
"60127",5,5
"60128",5,7
"60129",5,5
"60130",0,8
"60131",7,6
"60132",3,6
"60133",0,7
"60134",1,7
"60135",5,7
"60136",5,5
"60137",2,7
"60138",0,10
"60139",5,5
"60140",7,0
"60141",7,1
"60142",1,5
"60143",0,7
"60144",9,6
"60145",9,3
"60146",9,0
"60147",6,3
"60148",5,5
"60149",6,5
"60150",10,1
"60151",3,2
"60152",5,5
"60153",7,7
"60154",8,0
"60155",6,5
"60156",2,8
"60157",5,2
"60158",6,7
"60159",1,10
"60160",10,0
"60161",2,6
"60162",5,10
"60163",5,5
"60164",8,1
"60165",8,2
"60166",6,6
"60167",2,1
"60168",8,2
"60169",10,0
"60170",5,0
"60171",7,5
"60172",4,8
"60173",9,8
"60174",4,8
"60175",7,8
"60176",6,4
"60177",2,7
"60178",2,0
"60179",6,4
"60180",6,4
"60181",7,1
"60182",6,4
"60183",0,8
"60184",0,0
"60185",5,0
"60186",9,3
"60187",1,5
"60188",7,5
"60189",2,8
"60190",5,5
"60191",2,8
"60192",10,2
"60194",8,0
"60195",3,9
"60196",3,7
"60197",7,6
"60199",4,7
"60200",7,5
"60201",5,5
"60202",6,0
"60203",5,5
"60204",4,6
"60205",3,7
"60206",3,8
"60207",10,10
"60208",8,2
"60209",1,9
"60210",5,9
"60211",9,1
"60212",0,7
"60213",8,7
"60214",10,1
"60215",8,2
"60216",6,4
"60217",6,1
"60218",6,4
"60219",2,9
"60220",0,7
"60221",9,8
"60222",5,5
"60223",8,1
"60224",9,1
"60225",5,5
"60226",7,5
"60227",8,4
"60228",0,1
"60229",7,3
"60230",3,8
"60231",10,0
"60232",7,3
"60233",0,8
"60234",8,0
"60235",6,4
"60236",6,8
"60237",8,0
"60238",0,7
"60239",6,2
"60240",10,3
"60241",2,9
"60242",5,2
"60243",4,6
"60244",8,1
"60245",8,8
"60246",8,5
"60247",6,3
"60248",5,5
"60249",5,5
"60250",10,0
"60251",8,2
"60252",6,6
"60253",6,5
"60254",3,7
"60255",0,10
"60256",9,3
"60257",10,4
"60258",0,9
"60259",5,3
"60260",2,7
"60261",10,10
"60262",5,5
"60263",0,0
"60264",5,5
"60265",1,8
"60266",4,8
"60267",8,1
"60268",2,9
"60269",5,5
"60270",2,2
"60271",3,9
"60272",0,10
"60273",6,4
"60274",8,1
"60275",0,8
"60276",7,0
"60277",5,7
"60278",7,4
"60279",6,6
"60280",6,0
"60281",4,9
"60282",2,6
"60283",5,5
"60284",5,5
"60285",7,4
"60286",5,6
"60287",10,0
"60288",3,4
"60289",9,3
"60290",8,2
"60291",10,0
"60292",2,7
"60293",9,2
"60294",0,7
"60295",5,5
"60296",7,3
"60297",1,8
"60298",5,4
"60299",5,3
"60300",0,7
"60301",8,3
"60302",0,8
"60303",2,7
"60304",3,10
"60305",7,1
"60306",5,8
"60307",7,2
"60308",9,3
"60309",7,2
"60310",6,5
"60311",7,5
"60312",8,2
"60313",5,5
"60314",3,7
"60315",6,3
"60316",2,2
"60317",6,4
"60318",1,8
"60319",9,5
"60320",5,2
"60321",3,6
"60322",9,1
"60323",10,4
"60324",6,7
"60325",2,9
"60326",1,9
"60327",8,4
"60328",5,5
"60329",8,3
"60330",5,1
"60331",3,8
"60332",5,6
"60333",0,10
"60334",8,2
"60335",8,2
"60336",8,1
"60337",10,0
"60338",2,10
"60339",10,0
"60340",10,2
"60341",2,5
"60342",8,3
"60343",3,9
"60345",7,6
"60346",9,0
"60348",8,1
"60349",5,5
"60350",4,7
"60351",5,5
"60352",9,3
"60353",5,5
"60354",1,9
"60355",6,6
"60356",2,9
"60357",2,8
"60358",0,0
"60359",10,5
"60360",6,5
"60361",1,9
"60362",2,8
"60363",8,3
"60364",3,9
"60365",4,8
"60366",1,9
"60367",4,8
"60368",5,6
"60369",3,7
"60370",7,0
"60371",6,2
"60372",9,4
"60373",3,8
"60374",5,5
"60375",8,3
"60376",5,5
"60377",0,0
"60378",9,0
"60380",5,6
"60381",9,0
"60382",3,6
"60383",0,6
"60384",7,4
"60385",0,0
"60386",0,10
"60387",0,6
"60388",6,1
"60389",8,6
"60390",4,5
"60391",9,1
"60392",1,7
"60393",8,5
"60394",5,5
"60395",4,6
"60396",5,5
"60397",3,8
"60398",4,7
"60399",7,4
"60400",4,4
"60401",8,2
"60402",5,5
"60403",0,10
"60404",0,6
"60405",0,10
"60406",8,4
"60407",4,5
"60408",0,2
"60409",10,0
"60411",9,1
"60412",2,7
"60413",5,0
"60414",0,10
"60415",7,2
"60416",0,8
"60417",0,10
"60418",3,3
"60419",2,8
"60420",1,5
"60421",7,1
"60422",5,5
"60423",3,8
"60424",8,3
"60425",8,4
"60426",9,1
"60427",8,5
"60428",0,10
"60429",5,6
"60430",1,8
"60431",0,0
"60432",3,8
"60433",8,0
"60434",0,8
"60435",7,2
"60436",10,0
"60437",4,3
"60438",3,5
"60439",6,5
"60440",0,10
"60441",7,1
"60442",10,10
"60443",5,5
"60444",7,2
"60445",2,0
"60446",5,5
"60447",10,0
"60448",10,0
"60449",5,5
"60450",0,7
"60451",3,7
"60452",10,2
"60453",10,0
"60454",5,5
"60455",3,8
"60456",4,6
"60457",7,1
"60458",8,0
"60460",5,4
"60461",9,7
"60462",5,5
"60463",10,10
"60464",1,10
"60465",5,3
"60466",8,2
"60467",6,8
"60468",7,4
"60469",7,2
"60470",1,7
"60471",5,6
"60472",2,3
"60473",1,9
"60474",10,0
"60475",7,3
"60476",10,0
"60477",5,4
"60478",8,2
"60479",1,8
"60480",10,10
"60481",6,3
"60482",0,8
"60483",7,4
"60484",3,6
"60485",10,1
"60486",2,7
"60487",7,0
"60488",6,6
"60489",10,4
"60490",1,10
"60491",4,3
"60492",9,0
"60493",4,6
"60494",4,4
"60495",10,0
"60496",6,5
"60497",1,9
"60498",10,0
"60499",4,6
"60500",6,5
"60501",1,0
"60502",0,10
"60503",3,7
"60504",0,6
"60505",1,9
"60506",2,7
"60507",5,6
"60508",9,0
"60509",3,2
"60510",2,4
"60511",8,0
"60512",1,10
"60513",9,1
"60514",10,0
"60515",8,4
"60516",3,1
"60517",0,5
"60518",7,3
"60519",1,5
"60520",1,7
"60521",10,4
"60522",9,3
"60523",2,4
"60524",5,5
"60525",5,8
"60526",5,3
"60527",9,0
"60528",7,4
"60530",0,6
"60531",2,4
"60532",10,5
"60533",4,7
"60534",2,0
"60535",3,8
"60536",5,7
"60537",1,9
"60538",10,0
"60539",8,1
"60540",7,4
"60541",5,5
"60542",5,5
"60543",0,10
"60544",7,5
"60545",1,10
"60546",9,0
"60547",5,2
"60548",1,9
"60549",5,5
"60550",8,4
"60551",0,10
"60552",9,3
"60553",4,8
"60554",10,0
"60555",0,6
"60556",6,1
"60557",3,5
"60558",2,5
"60559",7,3
"60560",1,9
"60561",5,2
"60562",8,3
"60563",5,5
"60564",5,5
"60565",5,5
"60566",2,4
"60567",5,2
"60568",0,8
"60569",8,2
"60570",8,0
"60571",8,1
"60572",5,5
"60573",5,8
"60574",6,5
"60575",6,5
"60576",6,6
"60577",0,8
"60578",8,3
"60579",2,4
"60580",1,1
"60581",5,5
"60582",6,3
"60583",0,0
"60584",8,8
"60585",8,3
"60586",5,6
"60587",9,0
"60588",0,0
"60589",9,1
"60590",8,7
"60591",6,8
"60592",1,6
"60593",4,7
"60594",6,4
"60595",5,5
"60596",2,9
"60597",8,2
"60598",8,1
"60599",0,3
"60600",7,2
"60601",8,0
"60602",0,10
"60603",7,4
"60604",2,8
"60605",5,7
"60606",0,9
"60607",6,7
"60608",10,0
"60609",6,7
"60610",10,2
"60611",7,1
"60612",9,0
"60613",5,5
"60614",0,10
"60615",6,2
"60616",5,5
"60617",9,2
"60618",7,0
"60619",5,6
"60620",10,1
"60621",1,8
"60622",2,8
"60623",2,0
"60624",5,5
"60625",9,2
"60626",3,9
"60627",7,3
"60628",8,0
"60629",0,6
"60630",0,8
"60631",7,2
"60632",8,0
"60633",7,6
"60634",3,5
"60635",9,3
"60636",4,4
"60637",9,0
"60639",3,7
"60640",7,5
"60641",0,10
"60642",1,10
"60643",5,6
"60644",2,8
"60645",7,3
"60646",3,7
"60647",3,4
"60648",8,2
"60649",6,7
"60650",5,5
"60651",6,5
"60652",1,1
"60653",7,2
"60654",1,7
"60655",7,3
"60656",7,6
"60657",10,1
"60658",10,0
"60659",7,1
"60660",6,4
"60661",3,8
"60662",0,5
"60663",6,4
"60664",10,1
"60665",6,1
"60666",7,4
"60667",0,5
"60668",6,3
"60669",6,6
"60670",5,5
"60671",3,4
"60672",10,6
"60673",3,5
"60674",9,1
"60675",9,1
"60676",3,7
"60677",2,9
"60678",10,0
"60679",2,7
"60680",1,8
"60681",8,4
"60683",0,10
"60684",10,7
"60685",6,0
"60686",7,7
"60687",4,6
"60688",3,8
"60689",8,0
"60690",6,5
"60691",5,5
"60692",4,8
"60693",8,4
"60694",1,7
"60695",4,6
"60696",6,2
"60697",7,6
"60698",6,3
"60699",10,0
"60700",10,5
"60701",2,6
"60702",8,4
"60703",7,3
"60704",2,8
"60705",9,1
"60706",8,1
"60707",10,0
"60708",5,8
"60710",7,3
"60711",3,6
"60712",10,1
"60713",8,3
"60714",7,4
"60715",1,9
"60716",5,5
"60717",0,10
"60718",9,0
"60719",6,2
"60720",5,9
"60721",8,3
"60722",8,0
"60723",5,2
"60724",4,5
"60725",5,5
"60726",0,10
"60727",8,3
"60728",8,0
"60729",3,7
"60730",8,6
"60731",1,10
"60732",2,0
"60733",0,5
"60734",0,6
"60735",8,4
"60736",2,5
"60737",5,5
"60738",10,0
"60739",10,0
"60740",2,7
"60741",0,10
"60742",6,4
"60743",10,3
"60744",5,5
"60745",4,4
"60746",5,5
"60747",3,2
"60748",0,0
"60749",5,5
"60750",6,1
"60751",7,3
"60752",0,7
"60753",7,5
"60754",7,0
"60755",6,2
"60756",3,3
"60757",7,8
"60758",0,8
"60759",3,7
"60760",8,5
"60761",0,6
"60762",2,8
"60763",5,7
"60764",3,8
"60765",10,10
"60766",5,5
"60767",1,9
"60768",9,0
"60769",4,4
"60770",2,9
"60771",7,4
"60772",3,10
"60773",3,6
"60774",8,3
"60775",0,0
"60776",2,7
"60777",3,8
"60778",4,6
"60779",5,10
"60780",6,5
"60781",4,6
"60782",6,2
"60783",3,7
"60784",7,8
"60785",5,5
"60786",5,5
"60787",1,9
"60788",10,0
"60789",5,5
"60790",8,1
"60791",7,6
"60792",8,0
"60793",5,3
"60794",5,5
"60795",2,0
"60796",4,4
"60797",0,10
"60798",7,5
"60799",3,5
"60800",8,3
"60801",2,9
"60802",4,7
"60803",7,6
"60804",5,6
"60805",10,2
"60806",9,10
"60807",8,1
"60808",5,2
"60809",10,0
"60810",0,9
"60811",8,2
"60812",9,5
"60813",5,5
"60814",7,3
"60815",5,5
"60816",0,5
"60817",5,5
"60818",5,5
"60819",4,8
"60820",5,5
"60821",8,4
"60822",2,4
"60823",8,3
"60824",0,7
"60825",3,3
"60826",8,1
"60827",10,0
"60828",9,0
"60829",6,6
"60830",9,7
"60831",2,6
"60832",4,4
"60833",5,5
"60834",6,2
"60835",5,5
"60836",2,9
"60837",3,5
"60838",5,8
"60839",0,2
"60840",4,8
"60841",2,8
"60842",6,4
"60843",9,3
"60844",6,4
"60845",4,8
"60846",1,1
"60847",2,9
"60848",2,5
"60849",10,0
"60850",4,7
"60851",5,5
"60852",2,9
"60853",7,8
"60854",5,5
"60855",8,3
"60856",10,0
"60857",6,4
"60858",8,1
"60859",0,10
"60860",8,9
"60861",8,5
"60862",9,2
"60863",3,1
"60864",5,5
"60865",7,4
"60866",2,6
"60867",8,1
"60868",8,2
"60869",10,7
"60870",3,6
"60871",5,0
"60872",5,3
"60873",0,0
"60874",9,5
"60875",0,10
"60876",5,5
"60877",1,9
"60878",9,2
"60879",8,2
"60880",8,0
"60881",0,9
"60882",9,1
"60883",8,4
"60884",3,2
"60885",10,2
"60886",5,8
"60887",6,7
"60888",2,1
"60889",0,10
"60890",2,8
"60891",3,0
"60892",1,9
"60893",4,7
"60894",5,5
"60895",5,5
"60896",4,6
"60897",3,8
"60898",5,5
"60899",0,10
"60900",0,9
"60901",3,7
"60902",10,0
"60903",1,10
"60904",0,9
"60905",4,5
"60906",0,7
"60907",9,2
"60908",10,0
"60909",0,9
"60910",0,10
"60911",8,2
"60912",5,8
"60913",2,0
"60914",8,8
"60915",6,9
"60916",1,5
"60917",0,10
"60918",3,6
"60919",5,6
"60920",7,5
"60921",3,7
"60922",0,10
"60923",7,4
"60924",7,4
"60925",7,3
"60926",2,4
"60927",7,5
"60928",8,2
"60929",7,9
"60930",2,7
"60931",8,4
"60932",4,4
"60933",10,0
"60934",5,5
"60935",6,6
"60936",10,0
"60937",8,2
"60938",6,7
"60939",5,5
"60940",3,9
"60941",5,7
"60942",7,7
"60943",5,5
"60944",9,3
"60945",10,0
"60946",10,0
"60947",6,4
"60948",8,3
"60949",5,5
"60950",5,4
"60951",10,0
"60952",6,7
"60953",7,3
"60954",1,5
"60955",1,6
"60956",8,1
"60957",7,2
"60958",0,10
"60959",1,6
"60960",0,4
"60961",3,10
"60962",4,5
"60963",7,5
"60964",1,10
"60965",10,4
"60966",6,1
"60967",10,0
"60968",6,6
"60969",7,2
"60970",5,5
"60971",0,10
"60972",10,4
"60973",6,0
"60974",8,2
"60975",7,2
"60977",0,7
"60978",4,0
"60979",5,5
"60980",3,7
"60981",5,8
"60982",1,5
"60983",4,5
"60984",1,9
"60986",3,8
"60987",1,8
"60988",0,7
"60989",2,2
"60990",10,7
"60991",2,8
"60993",5,5
"60994",5,10
"60995",5,5
"60996",7,5
"60997",10,0
"60999",5,5
"61000",10,0
"61001",3,8
"61002",10,0
"61003",6,1
"61004",10,6
"61005",5,5
"61006",4,8
"61007",9,3
"61008",10,0
"61009",9,1
"61010",8,3
"61011",9,2
"61012",0,10
"61013",7,4
"61014",5,5
"61015",5,5
"61016",0,7
"61017",1,8
"61018",1,9
"61019",6,4
"61020",10,1
"61021",10,0
"61022",10,5
"61023",4,5
"61024",5,0
"61025",9,2
"61026",2,7
"61027",10,0
"61028",3,1
"61029",8,2
"61030",2,7
"61031",3,8
"61032",8,1
"61033",7,7
"61034",4,2
"61035",4,5
"61036",5,5
"61037",2,8
"61038",5,5
"61039",0,10
"61040",0,0
"61041",10,0
"61042",5,5
"61043",5,5
"61044",5,6
"61045",7,2
"61046",2,8
"61047",0,0
"61048",7,4
"61049",0,5
"61050",2,5
"61051",4,4
"61052",8,2
"61053",5,5
"61054",0,10
"61055",9,1
"61056",8,4
"61057",3,7
"61058",7,6
"61059",6,1
"61060",7,2
"61061",3,8
"61062",7,5
"61063",10,2
"61065",10,0
"61066",10,0
"61067",8,1
"61068",1,10
"61069",6,5
"61070",0,7
"61071",9,1
"61072",5,9
"61073",3,10
"61074",6,2
"61075",3,8
"61076",5,5
"61077",3,8
"61078",5,5
"61079",2,9
"61080",8,5
"61081",8,2
"61082",5,5
"61083",2,8
"61084",2,9
"61085",0,10
"61086",3,5
"61087",8,0
"61088",7,7
"61089",9,0
"61090",9,9
"61091",2,9
"61092",10,3
"61093",0,10
"61094",8,3
"61095",8,4
"61096",7,7
"61097",8,0
"61098",10,0
"61099",8,2
"61100",2,7
"61101",3,9
"61102",2,7
"61103",7,8
"61104",9,0
"61105",8,4
"61106",0,0
"61107",7,1
"61108",6,7
"61109",3,9
"61110",6,4
"61111",7,3
"61112",5,8
"61113",5,5
"61114",6,4
"61115",8,1
"61116",4,4
"61117",1,10
"61118",9,3
"61119",1,9
"61120",10,0
"61121",9,3
"61122",5,6
"61123",0,8
"61124",5,6
"61125",2,6
"61126",5,5
"61127",10,2
"61128",5,5
"61129",2,3
"61130",0,10
"61131",7,3
"61132",0,10
"61133",6,3
"61134",7,2
"61135",5,8
"61136",10,3
"61137",9,0
"61138",2,8
"61139",8,5
"61140",5,8
"61141",0,8
"61142",2,8
"61143",7,2
"61144",8,4
"61145",2,2
"61146",8,1
"61147",10,0
"61148",9,2
"61149",10,0
"61150",10,1
"61151",3,7
"61152",3,8
"61153",8,1
"61154",7,5
"61155",5,5
"61156",5,6
"61157",3,8
"61158",10,0
"61159",9,1
"61160",0,10
"61161",4,1
"61162",2,2
"61163",5,5
"61164",6,0
"61165",5,5
"61166",3,7
"61167",5,5
"61168",3,7
"61169",5,5
"61170",7,1
"61171",10,1
"61172",9,0
"61173",8,3
"61174",5,7
"61175",4,4
"61176",7,5
"61177",7,7
"61178",1,10
"61179",3,8
"61180",2,9
"61181",4,9
"61182",5,6
"61183",8,0
"61184",7,7
"61185",4,8
"61186",3,8
"61187",2,6
"61188",0,3
"61189",10,3
"61190",7,6
"61191",9,0
"61192",8,8
"61193",5,5
"61194",0,10
"61195",7,1
"61196",6,6
"61197",6,4
"61198",0,10
"61199",2,2
"61200",8,0
"61201",10,2
"61202",3,10
"61203",3,6
"61205",8,6
"61206",5,2
"61207",5,8
"61208",2,8
"61209",1,10
"61210",0,8
"61211",8,5
"61212",9,6
"61213",10,0
"61214",1,7
"61215",10,10
"61216",9,5
"61217",4,6
"61218",5,5
"61219",1,8
"61220",6,3
"61221",0,9
"61222",7,8
"61223",9,0
"61224",10,3
"61225",2,8
"61226",4,5
"61227",5,5
"61228",1,8
"61229",8,4
"61230",9,2
"61231",0,8
"61232",7,7
"61233",8,1
"61234",1,10
"61235",8,2
"61236",7,0
"61237",5,4
"61238",2,6
"61239",4,9
"61240",4,4
"61241",3,1
"61242",0,10
"61243",9,1
"61244",5,7
"61245",5,5
"61246",5,2
"61247",8,0
"61248",5,5
"61249",2,9
