"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G"
"36311",5,5,2,4,4,8,7
"36312",5,0,0,0,5,4,5
"36313",5,2,2,2,7,7,7
"36314",10,1,1,3,7,3,9
"36315",10,2,2,4,4,6,2
"36316",8,3,3,3,3,3,9
"36317",10,3,2,1,1,1,2
"36318",0,1,0,0,0,0,0
"36319",10,0,0,0,0,10,0
"36320",10,0,0,2,2,2,0
"36321",10,1,1,1,1,1,1
"36322",10,0,0,0,5,3,0
"36323",0,7,10,8,7,1,3
"36324",6,2,1,3,3,4,3
"36325",8,2,2,2,5,3,1
"36326",8,8,0,0,0,0,0
"36327",7,0,0,0,4,0,0
"36328",4,0,0,4,2,1,1
"36329",10,0,0,0,0,6,0
"36330",9,0,0,0,0,5,2
"36331",0,10,0,9,8,0,0
"36332",0,8,3,3,5,0,1
"36334",10,0,0,5,0,9,0
"36335",2,5,5,5,1,3,2
"36337",9,1,1,1,1,1,1
"36338",10,2,1,1,2,1,1
"36342",3,8,5,3,3,1,1
"36344",3,8,8,1,1,4,1
"36345",10,0,0,0,7,5,0
"36346",0,6,2,2,3,6,5
"36347",6,0,0,0,0,0,0
"36348",0,0,0,0,0,0,0
"36349",0,4,0,0,0,0,0
"36350",0,0,0,0,0,0,0
"36351",4,0,0,0,0,0,0
"36352",8,0,0,0,5,5,5
"36354",8,0,1,3,3,4,5
"36355",8,0,0,0,0,0,5
"36356",0,0,0,0,0,0,0
"36357",5,0,0,1,2,2,2
"36358",3,3,8,9,10,2,7
"36359",9,2,2,1,7,6,8
