"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H","cand_I"
"11036",5,5,5,5,5,5,5,5,5
"11039",0,0,0,0,0,0,2,0,0
"11040",9,6,2,0,2,0,0,6,0
"11041",0,0,1,4,1,2,2,0,2
"11042",5,5,5,5,5,5,1,5,5
"11044",6,6,3,3,3,3,0,6,3
"11045",3,2,4,6,5,4,2,1,6
"11046",1,2,1,1,1,2,2,1,2
"11047",1,1,1,1,1,1,1,1,1
"11050",5,5,0,0,0,0,0,0,0
"11051",1,1,4,3,3,1,1,1,7
"11053",0,0,0,10,0,0,0,0,0
"11054",0,0,0,5,0,0,5,0,5
"11056",0,1,5,10,0,0,0,0,0
"11059",1,2,3,3,3,3,3,2,3
"11060",1,1,1,1,1,1,1,1,1
"11064",5,3,5,10,6,5,6,3,4
"11065",0,1,2,2,2,2,2,4,2
"11068",4,9,3,3,3,3,2,1,2
"11069",0,0,4,4,4,0,3,0,3
"11071",5,6,0,0,0,1,1,2,2
"11072",0,0,3,3,4,4,1,0,2
"11074",2,2,6,2,4,3,1,1,3
"11075",2,2,5,3,3,4,1,2,2
"11076",5,5,3,5,4,2,1,0,1
"11078",0,0,6,3,5,7,5,1,7
"11079",0,0,0,0,0,0,0,0,0
"11080",6,5,4,4,4,4,4,5,4
"11081",5,5,4,4,3,3,3,4,3
"11082",5,4,5,8,5,5,7,5,5
"11083",7,5,5,2,5,4,1,6,4
"11084",1,2,5,8,5,5,7,2,6
"11085",7,7,5,2,5,3,1,8,3
"11086",6,5,3,2,3,3,1,6,3
"11087",8,6,5,3,5,4,2,8,2
"11088",4,3,4,4,4,4,4,4,3
"11089",6,6,5,3,3,4,3,9,3
"11090",6,5,4,4,3,4,3,8,3
"11093",0,0,0,0,0,0,0,0,0
"11100",0,0,0,0,0,0,0,0,0
"11101",0,0,0,0,0,0,0,0,0
"11102",0,0,0,0,0,0,0,0,0
"11104",2,4,6,4,5,3,4,3,4
"11105",3,5,5,4,6,3,2,4,3
"11106",4,5,4,6,5,4,4,3,4
"11107",0,0,0,0,0,0,0,0,0
"11108",0,0,0,0,0,0,0,0,0
"11109",5,1,1,1,1,1,0,1,1
"11110",10,10,5,0,0,0,0,10,0
"11111",3,3,3,3,3,3,3,3,3
"11112",0,0,0,0,0,0,0,0,0
"11113",3,4,4,3,3,3,3,3,3
"11115",1,1,1,1,1,1,1,1,1
"11118",1,2,1,1,1,1,1,1,1
"11121",3,2,2,1,1,2,4,2,4
"11122",1,1,2,2,2,1,2,2,2
"11123",10,10,2,1,2,1,1,10,1
"11126",1,1,1,1,1,1,1,1,1
"11127",1,1,1,1,1,1,1,1,1
"11129",1,1,1,1,1,1,1,1,1
"11138",1,1,1,1,1,1,1,1,1
"11140",2,2,2,2,2,2,2,4,2
"11141",1,1,1,1,1,1,1,1,1
"11142",1,2,4,5,4,6,4,3,5
"11147",0,0,0,0,0,0,0,0,0
"11148",5,4,4,7,6,6,4,3,4
"11149",8,5,9,6,7,5,4,8,4
"11150",7,6,5,5,4,6,4,6,5
"11151",6,6,4,4,3,5,4,4,4
"11152",6,7,6,5,4,6,8,5,7
"11153",8,3,5,4,4,3,5,6,5
"11154",5,7,5,5,4,5,6,6,4
"11155",5,4,7,3,4,3,4,6,4
"11156",3,4,5,7,8,6,5,4,5
"11157",0,1,0,1,1,1,1,0,1
"11158",0,0,0,0,0,0,0,0,0
"11159",0,0,3,2,2,3,3,0,3
"11160",7,2,2,3,2,3,0,2,0
"11161",0,0,0,1,1,0,0,0,0
"11162",4,2,1,2,1,1,1,1,1
"11163",2,3,4,2,3,1,1,3,1
"11164",0,4,0,0,0,0,0,0,0
"11165",2,3,5,3,4,3,3,2,3
"11166",4,2,3,3,3,2,2,3,1
"11167",1,2,5,4,4,4,2,2,2
"11168",5,5,6,7,5,2,0,0,0
"11169",2,3,9,9,3,3,0,1,0
"11170",8,3,2,1,1,1,1,2,1
"11172",1,0,3,1,1,1,1,1,1
"11174",0,0,0,0,0,0,0,0,0
"11175",0,0,0,4,0,5,9,0,0
"11177",0,0,0,0,0,0,0,0,0
"11179",0,0,0,0,0,0,0,0,0
"11180",0,0,0,0,0,0,0,0,0
"11181",4,4,4,4,4,4,4,4,4
"11182",0,0,0,0,0,0,0,0,0
"11184",0,0,0,3,3,5,4,0,4
"11185",0,0,5,6,6,5,6,0,5
"11186",0,0,4,6,6,6,3,0,4
"11187",0,0,0,0,1,5,0,0,0
"11188",0,0,1,2,2,0,0,0,1
"11189",0,0,4,5,4,5,5,0,5
"11190",0,0,0,5,5,3,3,0,7
"11191",0,0,0,0,0,0,0,0,0
"11192",0,5,0,0,0,0,0,0,0
"11193",0,0,0,0,0,2,2,0,1
"11194",0,0,0,0,0,0,0,0,0
"11195",5,4,3,6,5,4,3,6,5
"11197",2,0,3,0,0,0,0,0,0
"11201",2,5,1,3,10,5,5,1,5
"11212",5,5,4,2,5,4,5,6,3
"11213",10,10,6,6,5,6,5,10,5
"11214",0,0,0,0,0,0,0,0,0
"11215",0,0,1,8,7,7,8,0,6
"11216",0,0,0,0,0,0,0,0,0
"11217",10,10,7,0,4,6,6,10,6
"11218",4,6,5,2,5,5,3,5,7
"11219",10,8,5,0,5,5,0,10,5
"11221",0,0,8,0,0,0,0,0,0
"11222",1,1,1,1,1,1,1,1,1
"11223",0,0,0,2,0,2,2,0,2
"11224",0,0,0,10,2,0,6,0,5
"11225",0,0,0,5,0,0,4,0,0
"11226",0,0,0,0,0,0,0,0,0
"11231",8,6,4,2,4,3,0,8,2
"11232",0,0,3,10,10,10,9,0,5
"11233",0,0,0,0,0,0,0,0,0
"11234",0,0,0,0,0,0,0,0,0
"11235",0,0,0,0,0,0,0,0,0
"11236",2,0,0,0,0,6,2,2,3
"11237",0,0,3,3,3,1,4,0,5
"11238",0,0,0,0,0,1,0,0,0
"11239",0,0,0,0,0,0,0,0,0
"11240",2,2,0,6,3,6,4,2,6
"11241",0,0,0,2,0,2,2,0,2
"11251",0,0,0,3,2,3,7,2,5
"11259",0,0,4,7,6,0,6,0,10
"11262",1,1,7,9,7,5,1,1,2
"11263",5,0,6,2,6,1,0,7,2
"11264",2,1,4,4,3,3,3,3,2
"11265",1,1,1,3,1,1,1,1,1
"11266",1,1,2,2,1,2,1,2,1
"11267",1,1,0,1,0,1,0,1,0
"11269",4,5,6,3,4,6,3,6,4
"11271",4,5,6,5,4,6,5,6,5
"11272",8,9,8,1,8,8,10,6,5
"11273",6,6,8,9,8,8,8,6,8
"11274",5,5,5,6,4,5,4,5,5
"11275",0,0,0,8,3,5,2,0,4
"11276",1,0,1,1,0,1,0,1,1
"11277",3,2,1,0,1,1,1,0,1
"11278",0,1,2,2,4,5,5,1,5
"11279",5,4,3,4,4,5,7,6,5
"11280",1,1,4,10,2,5,6,6,5
"11282",5,5,5,5,5,5,3,5,3
"11283",6,4,4,3,4,4,2,5,2
"11284",9,10,5,1,5,3,1,7,1
"11285",5,5,5,5,5,5,5,5,5
"11286",8,10,6,4,5,3,3,8,3
"11287",7,8,5,0,5,5,0,5,6
"11288",7,7,5,2,5,5,2,6,5
"11289",2,1,5,1,5,5,1,2,5
"11290",4,3,5,4,5,5,4,5,5
"11291",7,7,6,5,6,4,5,5,5
"11292",7,7,4,6,6,4,5,5,5
"11294",6,6,5,5,5,5,5,5,5
"11295",0,0,0,4,5,4,10,0,5
"11296",1,0,6,5,5,3,5,2,4
"11298",5,5,6,5,5,5,2,4,5
"11299",3,4,2,3,10,4,5,2,5
"11300",6,4,4,5,6,3,5,5,5
"11303",5,6,3,5,5,5,5,3,5
"11304",4,4,3,4,3,5,6,3,5
"11306",5,4,4,5,5,4,2,5,5
"11307",7,7,4,2,3,2,2,5,1
"11308",4,2,5,3,5,4,4,3,3
"11309",1,3,4,6,6,6,7,5,7
"11310",5,5,7,5,7,5,2,5,5
"11311",5,6,5,5,5,7,5,4,5
"11312",10,10,1,1,1,4,1,2,1
"11313",6,4,4,4,3,2,0,5,4
"11315",6,6,4,4,4,3,4,6,4
"11316",1,2,5,7,5,4,7,2,5
"11318",5,6,2,7,7,5,9,3,6
"11320",0,0,0,0,0,0,0,0,0
"11327",0,0,1,3,2,4,1,0,4
"11333",1,1,1,1,1,1,1,1,1
"11334",0,0,1,5,1,5,1,0,5
"11335",0,0,10,4,0,10,10,0,10
"11336",0,0,0,0,0,0,0,0,0
"11337",0,0,0,0,0,0,0,0,0
"11338",0,2,0,1,1,1,1,0,0
"11340",0,10,1,0,0,0,0,0,0
"11341",8,5,8,5,9,2,5,2,9
"11342",2,3,5,5,6,3,2,1,1
"11343",0,0,3,0,0,0,0,0,0
"11346",0,0,2,7,4,3,4,0,0
"11348",0,0,5,8,0,3,8,0,3
"11349",0,0,0,10,10,7,5,0,5
"11350",0,0,0,0,0,0,0,0,0
"11351",0,0,4,6,8,7,8,0,8
"11352",0,0,0,10,0,0,0,0,0
"11353",0,0,0,5,0,0,0,0,0
"11356",9,0,0,3,5,0,0,0,2
"11357",5,5,5,2,5,5,2,5,5
"11359",9,0,0,3,5,0,0,0,2
"11360",7,7,0,0,0,1,0,1,0
"11361",9,8,0,0,0,0,0,6,0
"11362",10,8,0,1,1,1,0,6,0
"11363",9,8,1,0,1,0,0,6,0
"11364",0,0,6,8,5,7,5,2,5
"11365",8,8,0,0,0,0,0,5,0
"11366",8,8,0,1,0,1,0,5,0
"11367",8,8,1,0,0,0,0,5,0
"11368",9,8,1,1,0,1,0,6,0
"11369",9,8,1,0,1,0,0,4,0
"11372",2,3,4,5,5,4,1,3,5
"11378",0,0,0,0,0,0,0,4,0
"11381",1,0,3,4,3,5,3,0,2
"11383",0,0,0,0,0,0,0,0,0
"11391",0,0,0,2,0,1,1,0,1
"11393",2,1,2,2,2,1,1,2,1
"11394",2,2,2,0,2,0,0,2,0
"11395",1,1,4,4,4,3,3,1,3
"11398",2,2,2,2,2,2,2,2,2
"11399",9,7,4,4,4,3,1,9,3
"11400",0,0,2,4,4,2,3,1,3
"11401",2,0,4,4,4,3,2,2,2
"11403",2,2,2,2,2,5,1,2,1
"11404",9,7,2,2,2,2,2,7,2
"11407",1,1,1,2,2,2,2,1,2
"11408",2,2,2,2,2,2,2,2,2
"11409",8,8,3,2,3,2,1,10,3
"11412",1,1,0,6,4,5,4,0,3
"11413",0,0,2,3,3,5,2,0,3
"11415",1,1,6,5,3,0,0,0,1
"11417",10,10,10,4,5,6,2,10,5
"11419",0,0,0,0,0,0,0,0,0
"11420",0,0,0,0,0,0,0,0,0
"11422",0,0,0,0,0,0,0,0,0
"11423",2,2,2,2,2,2,2,2,2
"11424",1,1,1,3,2,4,3,1,2
"11425",2,2,4,4,4,4,1,3,3
"11426",1,1,1,2,1,2,2,1,1
"11427",4,4,4,1,1,1,1,4,1
"11428",9,9,3,1,1,1,1,9,1
"11430",5,5,5,2,2,2,1,5,3
"11431",1,1,1,3,4,6,3,1,3
"11432",1,1,3,3,4,3,1,1,3
"11433",5,4,5,2,2,1,1,5,3
"11434",4,1,6,1,4,1,1,1,1
"11435",10,8,2,2,2,1,1,6,3
"11436",1,1,6,7,6,8,7,3,7
"11437",4,4,4,3,4,3,3,3,3
"11439",0,0,0,0,0,0,0,0,0
"11440",9,8,6,6,5,4,1,9,1
"11442",0,0,0,0,0,0,0,0,0
"11443",1,1,1,3,2,7,4,1,2
"11444",0,0,1,9,5,9,9,0,6
"11446",0,0,0,0,4,0,0,0,4
"11447",8,7,1,1,1,1,1,7,1
"11448",8,8,2,2,2,2,2,7,2
"11449",7,4,1,1,1,1,1,5,1
"11451",8,6,0,0,0,0,0,6,0
"11452",2,2,2,2,2,1,2,2,2
"11453",1,1,5,9,5,5,8,4,6
"11454",1,1,6,9,6,6,8,6,6
"11455",3,3,4,4,4,5,3,5,4
"11456",2,2,5,5,5,5,5,4,5
"11458",1,7,1,1,1,1,1,1,1
"11460",2,5,2,2,2,2,2,2,2
"11461",0,0,0,0,0,0,0,0,0
"11462",5,5,3,1,1,0,1,0,0
"11463",0,0,0,0,0,0,0,0,0
"11464",0,0,0,0,0,0,0,0,0
"11465",1,1,0,3,0,0,0,0,0
"11466",0,0,4,0,0,0,0,0,0
"11467",0,0,0,0,0,0,0,0,0
"11468",0,6,0,0,0,0,0,0,0
"11469",1,3,1,1,1,1,1,1,1
"11470",0,0,0,0,0,0,0,0,0
"11471",2,2,2,2,2,2,2,2,2
"11472",0,10,0,0,0,0,0,0,0
"11473",5,4,5,7,6,5,5,1,3
"11475",0,5,0,0,0,0,0,0,0
"11476",0,0,0,0,0,0,0,0,0
"11477",0,0,0,0,0,0,2,0,0
"11478",0,0,0,0,0,0,0,0,0
"11479",0,0,0,0,0,0,0,0,0
"11480",0,10,0,0,0,0,0,0,0
"11481",1,1,0,10,3,0,1,1,0
"11482",0,0,0,0,0,0,2,0,0
"11483",0,8,0,0,0,0,0,0,0
"11484",0,10,0,0,0,0,0,0,0
"11485",0,6,0,0,0,0,0,0,0
"11486",0,0,0,0,0,0,0,0,0
"11487",0,6,0,0,0,0,0,0,0
"11488",0,0,5,0,0,0,0,0,0
"11489",0,2,2,0,1,0,0,0,0
"11490",0,4,3,0,0,0,0,0,0
"11491",6,5,7,0,4,0,0,0,0
"11492",6,7,7,0,2,0,0,0,0
"11493",2,2,0,0,0,0,0,0,0
"11494",0,0,5,5,5,4,0,0,4
"11496",9,9,8,5,5,5,0,9,0
"11497",0,6,4,6,4,6,0,0,0
"11498",0,0,0,0,0,0,0,0,0
"11499",4,2,5,4,5,4,5,5,5
"11500",1,1,1,1,1,1,1,1,1
"11502",0,0,0,0,0,0,0,0,0
"11503",0,0,0,1,0,0,0,0,0
"11504",0,0,0,0,0,0,0,0,0
"11505",0,0,0,0,0,0,0,0,0
"11506",0,0,0,0,0,0,0,0,0
"11507",0,0,0,0,0,0,0,0,0
"11508",0,0,0,0,0,0,0,0,0
"11514",1,1,1,1,1,1,1,1,1
"11517",10,10,1,0,1,0,0,8,0
"11518",5,5,5,3,5,2,0,5,3
"11519",1,1,1,1,1,1,1,1,5
"11521",0,0,0,4,4,8,6,4,6
"11522",0,0,0,0,0,0,0,0,0
"11523",0,0,0,5,0,0,5,0,0
"11524",5,5,5,4,4,3,2,6,4
"11525",0,0,1,1,1,5,1,1,0
"11526",0,0,5,9,4,4,5,0,4
"11528",7,6,4,1,2,0,0,8,0
"11529",10,9,0,0,0,0,0,5,0
"11530",4,4,2,1,2,2,1,4,1
"11532",0,0,2,5,2,2,4,0,2
"11533",0,0,0,0,0,0,0,0,0
"11534",3,5,3,5,2,4,5,2,4
"11535",3,5,0,6,3,7,3,3,7
"11537",4,3,4,4,4,4,4,4,4
"11538",6,6,3,3,3,3,2,6,3
"11539",2,2,4,5,6,5,5,3,5
"11541",4,4,4,4,4,4,4,4,4
"11542",3,3,4,5,4,5,6,3,4
"11543",5,6,2,3,3,3,3,2,3
"11544",5,6,2,1,2,3,3,3,3
"11546",4,6,3,4,5,4,2,0,4
"11548",4,4,4,4,4,4,4,4,4
"11550",4,4,4,4,4,4,4,4,4
"11552",5,4,5,4,4,4,3,4,3
"11553",5,7,4,2,4,2,3,4,3
"11557",4,4,4,4,4,4,4,4,4
"11560",0,1,0,0,0,0,0,0,0
"11561",2,1,3,4,4,3,4,2,5
"11562",6,8,3,4,3,5,5,3,5
"11563",0,0,0,0,0,0,0,0,0
"11565",2,1,3,4,4,4,5,3,5
"11566",4,4,4,4,4,4,4,4,4
"11567",4,4,4,4,4,4,4,4,4
"11568",0,0,0,0,0,0,0,0,0
"11569",3,7,3,3,3,2,0,3,0
"11570",0,0,0,0,0,0,1,0,0
"11572",0,0,0,0,0,0,0,0,0
"11573",0,0,0,0,0,0,0,0,0
"11575",0,0,0,5,0,0,0,0,0
"11577",3,2,2,4,2,4,5,1,3
"11578",0,0,0,0,0,0,0,0,0
"11579",0,0,0,10,0,0,0,1,0
"11580",1,1,1,1,1,1,1,1,1
"11582",5,1,6,5,9,5,1,1,5
"11584",1,7,7,7,7,3,3,1,3
"11587",2,1,0,0,1,1,1,1,1
"11588",5,2,8,5,9,2,0,2,5
"11589",0,0,0,0,0,0,0,0,0
"11592",3,2,3,2,3,3,2,2,3
"11593",1,1,1,1,1,1,1,1,1
"11594",5,5,5,5,5,5,5,5,5
"11595",4,5,4,5,5,5,6,0,4
"11596",0,0,0,0,0,0,0,0,0
"11597",0,0,0,0,0,5,0,0,0
"11598",0,0,0,0,0,0,0,0,0
"11599",1,1,1,1,1,1,1,1,1
"11600",5,5,5,5,5,5,5,5,5
"11601",5,7,5,7,5,5,6,3,6
"11602",5,3,2,2,2,2,2,3,2
"11603",8,5,5,4,5,4,4,4,4
"11604",0,0,0,0,0,0,0,0,0
"11605",3,5,5,2,8,5,6,0,4
"11606",0,0,0,0,0,0,0,0,0
"11607",8,5,5,5,5,5,5,5,5
"11608",5,5,5,5,5,5,5,5,5
"11609",1,1,1,1,1,1,1,1,1
"11610",0,0,6,6,6,6,6,0,6
"11611",0,0,5,10,0,1,5,0,2
"11612",0,0,10,7,0,0,0,0,7
"11614",5,5,3,3,3,3,3,5,3
"11615",0,0,0,0,0,0,0,0,0
"11619",5,5,4,4,4,4,4,5,4
"11620",0,0,0,0,0,0,0,0,0
"11621",8,0,5,0,5,5,5,0,5
"11622",0,0,0,6,0,10,10,0,7
"11623",0,0,1,10,10,5,10,0,2
"11624",1,1,5,5,5,5,5,1,5
"11625",5,5,5,5,5,5,5,5,5
"11626",0,0,0,0,0,0,0,0,0
"11627",2,0,5,4,5,3,4,3,4
"11628",0,0,0,0,0,0,0,0,0
"11629",4,8,6,9,9,7,0,3,0
"11630",0,0,0,0,0,0,0,0,0
"11632",0,0,0,0,0,0,0,0,0
"11634",4,4,3,7,3,4,3,3,4
"11635",2,2,2,1,2,1,2,1,1
"11637",1,1,1,1,1,1,1,1,1
"11638",0,0,0,5,5,5,10,0,6
"11639",0,0,0,0,0,5,0,0,0
"11640",3,3,5,7,5,4,6,2,6
"11641",0,0,0,0,0,0,0,0,0
"11643",5,5,4,5,5,4,4,5,5
"11645",2,2,6,6,8,5,5,4,4
"11646",3,2,5,4,5,5,3,2,9
"11649",0,0,0,3,1,2,3,0,8
"11655",2,1,10,3,4,3,3,0,4
"11656",2,0,0,0,0,5,0,5,0
"11657",0,5,0,0,0,0,0,0,0
"11658",9,8,3,0,2,0,0,10,0
"11659",0,0,0,0,0,5,10,0,0
"11661",10,1,1,1,1,1,1,0,1
"11662",0,0,5,5,5,0,0,0,0
"11666",0,0,2,8,8,0,8,0,0
"11668",0,0,0,0,0,0,0,0,0
"11671",0,5,0,0,0,0,0,0,0
"11674",5,5,0,0,0,0,1,0,1
"11675",5,10,3,2,2,2,2,10,1
"11676",5,5,6,6,6,5,5,5,5
"11677",0,0,0,0,0,0,0,0,0
"11678",0,0,10,10,10,10,0,0,0
"11680",0,0,0,0,0,0,0,0,0
"11682",0,0,0,0,0,0,0,0,0
"11683",5,6,4,3,3,5,3,4,5
"11684",0,0,1,1,1,1,1,1,1
"11685",0,0,0,0,0,0,0,0,0
"11686",0,0,0,0,0,0,0,0,0
"11687",0,0,0,0,0,0,0,0,0
"11688",0,0,0,0,0,0,0,0,0
"11689",0,0,2,2,2,2,2,0,2
"11690",0,0,0,0,0,0,0,0,0
"11691",0,0,0,0,0,0,0,0,0
"11692",0,0,0,0,0,0,0,0,0
"11693",0,0,0,0,0,2,0,0,0
"11694",10,8,1,2,2,0,0,4,0
"11695",0,0,0,0,0,0,0,0,0
"11696",0,0,0,0,0,0,0,0,0
"11697",0,0,0,0,0,0,0,0,0
"11698",0,0,0,0,0,0,0,0,0
"11699",0,0,0,0,0,0,0,0,0
"11700",0,0,0,0,0,0,0,0,0
"11701",0,0,0,0,0,0,0,0,0
"11702",0,0,0,0,0,0,0,0,0
"11705",5,6,3,1,2,1,1,3,1
"11708",0,0,3,5,4,10,5,0,6
"11709",0,0,4,4,5,10,1,0,4
"11710",4,4,4,3,3,4,1,10,1
"11711",10,10,1,1,1,1,1,10,1
"11712",8,8,6,10,6,6,6,6,6
"11713",0,0,0,0,0,4,1,0,1
"11714",5,5,5,5,5,5,5,5,5
"11715",5,5,6,4,6,5,2,5,4
"11716",0,0,4,4,4,5,2,0,4
"11717",5,5,5,5,5,5,5,5,5
"11718",0,0,5,5,5,5,0,0,4
"11719",10,1,1,1,1,1,1,1,1
"11720",10,0,2,2,2,2,2,2,2
"11721",0,0,0,8,5,6,9,1,8
"11722",0,0,8,8,10,7,5,0,6
"11723",0,0,0,0,0,0,0,0,0
"11724",8,8,6,2,6,5,1,4,8
"11725",10,10,0,0,0,0,0,10,0
"11726",10,10,0,0,0,0,0,10,0
"11731",0,0,0,0,0,0,0,0,0
"11734",0,0,0,0,0,0,0,0,0
"11737",8,10,7,3,1,1,0,9,1
"11738",9,8,1,0,0,0,0,9,0
"11739",1,0,5,5,5,1,0,0,5
"11740",1,0,5,5,5,1,0,0,5
"11742",0,0,0,0,0,0,0,0,0
"11743",10,9,2,1,2,2,0,9,3
"11745",10,10,0,0,0,0,0,10,0
"11746",9,8,5,3,4,3,0,9,0
"11747",0,0,0,0,0,0,0,0,0
"11748",1,1,1,1,1,1,1,1,1
"11750",0,0,5,5,3,3,4,0,3
"11751",0,0,7,5,3,2,5,0,4
"11752",9,8,4,1,1,1,1,5,1
"11753",0,0,7,5,4,2,5,0,4
"11755",6,4,5,6,5,5,7,5,8
"11756",1,1,1,2,1,2,1,2,1
"11757",4,7,6,5,4,4,3,5,5
"11758",5,5,4,4,4,3,3,6,3
"11759",0,0,4,5,5,2,2,3,2
"11761",0,0,7,10,7,7,7,0,7
"11762",0,0,0,0,0,4,0,5,0
"11764",9,9,4,1,1,4,1,4,1
"11765",1,1,7,10,8,8,7,1,7
"11766",5,5,5,5,5,5,5,5,5
"11767",8,8,3,2,2,1,1,6,2
"11768",8,8,3,3,2,1,0,8,0
"11769",0,0,2,2,1,2,0,1,1
"11770",5,3,4,2,1,0,0,2,0
"11771",0,0,4,5,3,4,3,0,3
"11773",3,4,2,1,1,0,0,5,0
"11774",4,5,6,5,5,6,5,4,4
"11775",1,2,1,0,0,1,2,0,1
"11777",3,3,6,10,4,5,5,3,5
"11778",0,0,2,2,1,2,0,1,1
