"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H"
"21554",2,0,0,0,0,0,2,0
"21555",1,6,3,1,0,0,2,5
"21556",0,0,0,0,0,0,0,0
"21557",0,6,8,0,0,0,0,8
"21558",6,4,0,2,0,1,2,6
"21559",5,0,0,0,0,0,6,2
"21560",1,8,0,6,4,6,1,6
"21561",3,6,0,7,4,7,0,4
"21562",7,4,0,4,4,4,2,4
"21563",0,8,0,6,1,8,0,6
"21564",0,8,0,5,0,7,0,5
"21565",5,0,0,0,0,0,0,0
"21567",2,1,0,1,3,7,0,4
"21568",6,5,0,8,2,7,0,0
"21569",10,0,0,2,2,0,1,0
"21570",10,1,0,1,6,1,9,3
"21571",7,0,0,0,10,0,7,5
"21572",5,2,0,0,3,1,3,2
"21573",9,5,0,2,1,3,5,6
"21575",6,4,0,4,5,4,5,5
"21576",8,0,0,0,2,0,7,0
"21577",1,2,0,0,3,2,1,3
"21578",4,3,0,3,3,2,0,2
"21579",0,0,0,0,2,0,0,0
"21580",1,0,3,0,0,0,1,3
"21581",2,6,0,2,0,7,0,2
"21582",1,8,1,3,4,9,1,3
"21583",2,5,0,4,2,2,1,1
"21584",1,2,0,2,1,1,1,1
"21586",2,0,0,0,1,0,1,1
"21587",1,6,0,1,2,2,2,5
"21588",0,1,0,0,0,10,1,9
"21589",0,0,0,2,10,1,0,0
"21590",0,9,0,4,2,8,4,4
"21591",0,2,0,2,2,2,0,1
"21592",6,4,0,1,1,1,1,0
"21593",3,2,0,2,5,2,3,1
"21594",0,0,0,0,0,0,0,0
"21595",0,5,0,2,0,2,0,7
"21596",5,6,0,6,6,6,5,7
"21597",4,0,0,0,3,0,4,0
"21598",8,7,0,4,3,3,9,5
"21599",0,0,0,0,0,0,0,0
"21600",4,5,0,3,2,3,4,4
"21601",8,6,0,2,1,3,1,2
"21602",9,2,0,2,3,1,2,2
"21603",7,1,0,1,5,2,3,3
"21604",3,3,0,5,1,3,1,1
"21605",0,10,1,0,0,0,0,0
"21606",0,0,0,0,6,0,0,0
"21607",0,6,0,6,1,6,0,2
"21608",4,8,8,2,0,1,4,6
"21609",0,8,0,3,0,3,0,5
"21610",10,2,0,1,2,0,2,0
"21611",1,2,1,2,0,0,0,2
"21612",0,6,0,4,3,5,0,3
"21613",5,9,5,5,5,6,7,9
"21614",0,8,6,4,0,5,0,0
"21615",0,10,1,6,0,7,3,3
"21616",1,6,0,1,0,6,0,0
"21617",1,2,0,2,2,5,0,0
"21618",0,6,0,0,2,3,0,2
"21619",0,3,0,3,1,4,0,1
"21620",0,5,5,0,5,0,3,2
"21621",0,9,0,6,1,2,0,1
"21622",10,1,0,1,4,1,9,2
"21623",1,1,1,1,1,1,1,1
"21624",2,2,1,2,5,2,1,1
"21625",0,0,0,0,2,1,0,4
"21626",0,5,0,5,0,5,0,4
"21628",1,8,0,4,5,5,1,5
"21629",2,6,1,6,4,5,2,7
"21630",5,7,0,0,5,0,0,5
"21631",7,1,0,1,0,0,2,0
"21632",0,5,0,0,0,5,1,5
"21633",3,1,0,1,3,0,1,2
"21634",0,0,0,0,0,0,0,0
"21635",5,1,0,1,3,1,1,2
"21636",5,4,0,0,6,4,3,10
"21637",8,3,0,4,5,5,1,3
"21638",0,7,0,1,1,1,0,1
"21639",5,4,1,2,5,5,6,3
"21640",0,0,0,0,0,0,0,0
"21641",7,3,0,1,4,0,6,3
"21642",5,2,0,0,2,0,4,4
"21643",6,1,0,0,1,1,4,2
"21644",0,2,0,2,2,0,2,3
"21645",2,2,0,3,4,2,0,4
"21646",2,6,0,1,2,2,2,2
"21647",5,2,0,2,2,0,4,2
"21648",5,6,0,10,4,9,4,5
"21649",3,6,0,3,2,7,1,4
"21650",3,8,0,10,0,3,0,0
"21651",6,3,0,3,3,7,4,4
"21652",6,3,0,3,6,2,4,4
"21653",0,0,0,0,7,1,1,1
"21654",5,5,5,5,5,5,5,5
"21655",6,1,0,0,0,0,6,0
"21656",8,3,0,3,5,4,4,3
"21657",5,6,0,5,5,6,5,6
"21658",8,1,1,1,8,6,8,8
"21659",7,4,0,4,7,3,4,6
"21660",3,0,0,0,0,0,0,0
"21661",5,0,0,0,0,0,5,0
"21662",6,6,4,3,3,3,2,1
"21664",10,2,0,1,8,7,1,1
"21665",1,1,0,1,7,0,1,0
"21666",4,7,4,1,1,1,8,1
"21667",2,2,0,2,2,2,2,5
"21668",3,5,0,5,7,4,1,3
"21669",1,1,1,0,0,5,2,2
"21670",2,0,0,2,2,0,0,0
"21671",4,3,0,1,9,1,3,4
"21672",5,3,0,1,1,0,7,1
"21673",5,0,0,0,5,0,2,5
"21674",8,0,0,2,4,0,7,1
"21675",1,7,0,4,1,6,1,5
"21676",0,4,0,0,4,2,0,4
"21677",3,5,1,1,4,1,2,1
"21678",6,4,0,2,7,1,7,6
"21679",0,6,0,0,0,8,0,5
"21680",6,1,0,4,0,1,0,1
"21681",0,0,0,0,7,0,0,0
"21682",5,5,3,5,5,5,5,5
"21683",0,10,0,6,6,5,0,4
"21684",7,6,0,0,10,0,0,0
"21685",0,2,0,1,0,2,0,4
"21686",1,1,0,1,2,0,0,0
"21687",3,0,0,0,2,0,2,0
"21688",3,6,0,1,3,5,4,6
"21689",2,0,0,1,8,1,0,0
"21690",3,2,0,2,0,1,1,3
"21691",7,4,0,0,0,1,7,6
"21693",1,1,0,0,0,0,1,1
"21694",0,8,0,5,0,10,0,2
"21696",0,6,1,3,0,4,1,3
"21697",9,2,0,2,4,2,2,2
"21698",0,8,0,7,1,10,0,0
"21699",0,9,0,7,2,6,0,1
"21700",1,0,0,0,0,0,0,0
"21701",6,0,0,0,0,0,0,0
"21702",6,6,0,1,1,0,1,6
"21704",1,7,0,2,5,10,0,1
"21705",7,4,0,5,1,1,7,7
"21706",1,7,0,5,6,6,3,5
"21707",1,0,0,0,3,0,0,0
"21708",7,5,4,0,0,2,6,4
"21709",8,1,0,5,0,0,0,0
"21710",8,3,0,3,2,2,2,2
"21711",1,5,0,5,3,3,1,5
"21712",4,2,0,5,3,2,1,2
"21713",4,5,4,6,4,4,2,3
"21714",0,0,0,0,2,2,0,0
"21715",0,0,0,0,4,0,1,0
"21717",0,2,0,0,0,0,0,5
"21718",3,8,0,5,5,6,0,6
"21719",0,7,8,4,0,2,2,4
"21720",10,0,0,0,5,0,5,0
"21721",1,1,1,1,1,1,1,4
"21723",3,6,0,1,7,0,1,3
"21724",0,0,0,0,0,0,0,0
"21725",0,2,0,1,0,1,0,0
"21726",1,0,1,0,0,0,0,0
"21727",1,5,0,6,5,5,1,1
"21728",0,9,5,0,0,1,1,0
"21729",8,2,0,5,2,1,1,3
"21731",3,2,0,4,3,2,0,3
"21732",8,5,0,0,5,2,5,5
"21733",5,4,0,5,4,4,2,3
"21734",3,4,1,0,5,0,0,5
"21735",0,0,0,0,0,0,0,0
"21737",0,0,0,0,0,0,0,0
"21738",3,3,0,9,3,6,0,0
"21739",6,4,0,4,2,2,2,2
"21740",5,1,1,0,0,0,5,5
"21741",1,4,0,5,2,6,0,2
"21742",3,6,0,5,1,7,0,4
"21743",3,3,1,1,5,1,1,5
"21744",1,0,0,0,4,0,0,0
"21745",5,5,2,1,2,0,5,1
"21746",2,1,0,1,0,0,1,3
"21747",0,0,3,0,0,0,2,4
"21748",2,3,0,2,1,1,1,4
"21749",0,10,9,5,0,0,0,5
"21750",4,5,3,1,3,4,5,7
"21752",0,0,0,0,7,0,0,0
"21753",4,2,0,7,1,0,0,0
"21754",8,5,0,2,1,7,7,5
"21755",0,6,0,1,2,3,1,4
"21756",9,0,0,0,0,0,0,0
"21758",6,2,0,5,4,5,0,3
"21759",6,2,0,0,0,0,0,9
"21760",5,6,0,5,0,5,5,5
"21761",7,0,0,0,1,0,2,1
"21762",1,1,0,1,1,1,1,1
"21764",2,2,0,0,0,0,2,1
"21765",4,6,0,4,5,4,1,6
"21766",6,4,0,4,2,4,1,4
"21767",0,0,0,0,0,0,0,0
"21768",1,2,0,9,5,7,0,2
"21769",2,2,0,7,5,4,0,5
"21770",1,1,1,1,1,1,1,1
"21771",1,0,0,0,1,0,0,0
"21772",4,4,0,3,1,1,3,4
"21773",0,0,0,0,10,0,0,0
"21774",1,5,0,0,0,0,0,4
"21775",2,5,0,3,2,2,1,3
"21776",0,5,0,8,5,7,0,7
"21777",3,4,0,6,1,2,1,1
"21778",0,5,0,5,1,10,0,5
"21779",1,10,0,6,5,6,0,0
"21781",1,7,0,1,3,6,0,0
"21782",0,7,1,5,0,9,0,9
"21783",0,0,0,0,2,0,0,2
"21784",0,6,2,0,0,8,0,3
"21785",8,0,0,1,0,1,7,1
"21786",0,0,7,0,2,1,1,1
"21787",5,1,0,0,0,0,0,0
"21788",5,5,2,2,1,1,3,1
"21789",0,5,0,2,0,5,0,10
"21790",1,1,0,1,1,1,1,1
"21791",0,0,0,0,0,0,0,0
"21792",7,7,3,0,0,1,5,1
"21793",0,4,0,4,0,7,0,7
"21794",0,5,0,10,2,5,0,1
"21795",5,10,9,10,8,10,5,5
"21796",2,10,0,4,3,5,1,1
"21797",0,1,9,1,0,0,2,2
"21798",0,6,0,5,3,8,3,8
"21799",0,0,0,0,0,0,0,0
"21800",0,10,6,0,0,0,0,0
"21801",2,4,0,3,2,7,0,7
"21802",0,5,0,1,0,2,1,4
"21803",1,6,0,0,7,2,0,6
"21804",5,5,0,4,2,0,6,5
"21805",5,5,1,5,3,3,4,3
"21806",8,5,0,3,2,5,6,8
"21807",1,5,5,2,2,1,2,2
"21808",2,3,0,0,3,2,1,3
"21809",0,0,0,0,0,0,0,0
"21810",3,5,0,0,5,2,1,5
"21811",4,0,0,1,7,1,1,0
"21812",4,4,0,4,3,5,2,6
"21813",5,4,0,4,3,5,4,2
"21814",0,8,1,3,1,7,0,3
"21815",4,6,0,1,2,2,4,5
"21816",9,0,0,0,9,0,4,0
"21817",6,2,0,4,5,1,5,2
"21818",2,5,0,4,1,5,1,3
"21819",8,6,0,3,1,1,2,1
"21820",6,4,0,0,0,7,0,8
"21822",3,2,0,2,2,1,2,1
"21823",10,1,0,2,7,0,4,0
"21825",6,0,0,0,8,0,0,0
"21827",2,6,1,4,1,4,3,6
"21828",1,0,0,0,0,0,0,0
"21829",3,9,0,6,2,8,0,2
"21830",4,0,2,0,2,2,4,6
