"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F"
"30109",6,5,0,0,1,5
"30110",0,7,1,3,4,0
"30111",6,4,6,5,6,0
"30112",5,10,0,0,0,0
"30113",0,8,0,0,2,10
"30114",0,0,0,0,0,0
"30115",5,5,5,5,4,2
"30116",1,2,9,5,7,2
"30118",6,5,2,2,2,6
"30119",2,9,2,3,3,9
"30120",0,10,5,0,0,0
"30121",5,4,3,5,4,5
"30122",7,5,3,3,6,4
"30123",1,4,0,0,0,1
"30124",2,4,2,0,0,0
"30125",4,6,7,3,0,7
"30126",6,6,4,4,5,4
"30127",5,5,0,0,0,7
"30128",5,5,5,5,5,5
"30129",6,6,5,6,6,5
"30130",3,0,5,6,3,3
"30131",8,2,2,3,3,4
"30133",6,0,0,0,0,8
"30134",8,5,6,0,0,0
"30135",7,0,5,0,0,0
"30137",5,0,5,5,0,0
"30138",7,0,9,7,7,0
"30139",10,5,2,1,0,5
"30140",3,0,5,10,10,0
"30141",0,0,8,0,0,10
"30142",7,5,6,4,6,5
"30143",8,5,10,1,1,3
"30144",7,4,0,3,0,5
"30145",8,3,6,0,0,0
"30146",1,4,0,0,0,0
"30147",10,4,7,6,5,5
"30148",3,4,3,3,3,3
"30149",5,8,0,0,0,5
"30150",0,5,0,0,0,10
"30151",7,5,8,5,4,4
"30152",0,0,0,0,0,0
"30153",0,0,0,0,0,0
"30154",2,0,3,7,10,1
"30155",2,3,2,2,1,1
"30156",2,8,7,7,6,5
"30157",8,0,0,0,0,0
"30159",10,5,7,0,4,4
"30160",10,2,2,0,0,2
"30161",0,0,0,0,0,0
"30162",5,6,4,6,6,5
"30163",0,10,0,0,0,0
"30164",3,2,0,0,0,2
"30165",10,0,5,0,3,0
"30166",3,0,0,0,0,0
"30167",0,10,0,2,2,2
"30168",9,2,9,3,5,2
"30169",4,5,2,6,5,3
"30170",7,0,8,10,8,0
"30171",10,2,4,3,1,1
"30172",7,5,5,0,7,4
"30174",0,10,0,0,0,0
"30175",0,7,0,1,2,8
"30176",0,0,6,6,5,0
"30177",5,8,4,5,5,4
"30178",7,4,9,4,6,4
"30179",0,4,0,0,0,5
"30180",6,5,0,0,0,0
"30181",6,6,0,0,0,8
"30182",5,0,10,7,6,3
"30183",9,0,9,5,9,0
"30184",2,6,5,8,5,1
"30185",5,5,5,5,5,5
"30186",3,6,5,9,9,5
"30187",0,7,0,0,0,3
"30188",8,5,6,4,6,5
"30189",10,3,5,3,3,3
"30190",7,0,10,8,9,3
"30191",6,6,5,4,2,4
"30192",10,0,7,0,5,8
"30193",5,3,10,7,10,2
"30194",10,5,5,0,5,2
"30195",8,6,6,5,4,6
"30196",5,2,5,9,4,3
"30197",10,0,7,3,6,2
"30198",0,0,10,7,10,0
"30199",6,6,9,7,7,5
"30202",4,6,3,2,5,4
"30203",0,0,0,0,0,0
"30204",6,7,6,4,0,0
"30205",0,0,0,0,0,0
"30207",5,2,3,5,3,5
"30208",9,3,7,3,1,1
"30209",0,1,0,1,1,0
"30210",7,5,4,0,5,5
"30211",6,5,5,4,4,4
"30212",6,5,2,0,3,1
"30213",5,7,3,5,0,3
"30214",7,0,4,1,5,5
"30215",5,7,6,7,6,6
"30216",7,5,7,7,5,4
"30217",3,7,2,2,0,7
"30218",10,0,0,0,0,0
"30219",2,8,0,2,2,10
"30221",5,7,0,0,0,0
"30222",10,0,8,0,0,3
"30223",0,0,0,0,0,0
"30225",5,4,8,6,6,0
"30226",6,5,0,1,2,5
"30227",10,5,2,5,5,4
"30228",0,0,0,0,0,0
"30229",5,7,0,0,0,6
"30230",5,0,8,6,3,3
"30231",4,0,8,6,6,5
"30232",10,10,10,10,10,10
"30233",6,4,6,5,4,4
"30234",0,0,0,0,0,0
"30235",0,5,0,0,0,0
"30237",3,5,0,3,5,10
"30238",7,6,7,7,7,6
"30240",5,0,0,0,0,0
"30241",6,0,0,0,0,0
"30242",10,0,2,6,2,5
"30243",5,10,0,0,0,4
"30244",3,5,1,4,4,4
"30245",5,5,0,0,2,4
"30246",6,8,3,3,6,6
"30247",0,0,0,0,0,0
"30248",1,6,0,0,0,0
"30249",10,0,0,0,0,0
"30250",3,3,1,3,1,6
"30251",0,5,4,5,4,0
"30252",2,3,7,9,6,0
"30253",10,0,0,0,0,0
"30254",1,5,3,5,2,3
"30255",7,10,2,5,5,6
"30256",1,1,1,1,1,1
"30258",0,0,1,0,0,0
"30259",10,2,8,5,2,5
"30260",5,5,5,5,5,0
"30261",0,0,0,10,0,0
"30262",4,2,0,0,0,4
"30263",3,4,8,5,7,0
"30264",10,0,0,0,0,0
"30265",10,0,8,0,7,5
"30266",2,3,0,0,0,7
"30267",3,10,0,0,0,3
"30268",0,8,10,10,10,0
"30269",4,3,9,6,7,5
"30270",5,0,10,8,9,0
"30271",0,2,0,0,0,0
"30273",7,5,7,6,7,5
"30274",0,8,0,0,0,0
"30275",6,4,6,4,6,4
"30277",6,1,1,0,0,0
"30280",4,4,8,5,6,0
"30281",7,4,6,0,2,4
"30282",6,8,6,3,5,0
"30283",8,5,2,7,6,8
"30284",0,10,0,0,0,7
"30286",2,2,0,4,5,3
"30287",7,8,0,0,5,7
"30288",8,5,2,0,3,3
"30291",5,5,5,5,5,5
"30292",3,7,2,0,2,0
"30293",0,5,0,0,0,0
"30294",5,3,2,5,3,2
"30295",0,0,0,7,0,5
"30296",8,7,3,0,0,8
"30297",10,0,0,0,0,10
"30299",5,6,3,0,0,6
"30301",5,10,5,0,0,0
"30302",1,4,4,5,2,2
"30304",0,6,0,0,0,10
"30306",5,4,6,1,2,0
"30307",6,0,7,0,0,0
"30308",9,0,6,6,4,5
"30309",10,3,0,0,3,5
"30310",8,5,5,4,6,3
"30313",8,10,0,0,5,3
"30314",10,0,0,0,0,0
"30315",10,5,1,2,0,4
"30316",10,0,0,0,0,0
"30317",7,1,6,6,6,1
"30318",5,7,3,3,5,5
"30319",10,5,7,4,5,1
"30320",5,4,9,6,5,0
"30321",4,2,0,1,0,4
"30322",2,4,5,6,5,4
"30323",0,0,0,5,0,0
"30325",8,5,8,6,8,0
"30326",4,5,0,4,5,4
"30327",0,7,6,8,5,5
"30329",5,0,5,0,0,0
"30330",5,0,2,10,5,3
"30331",5,1,5,8,7,1
"30332",3,3,0,0,0,5
"30333",3,3,3,3,3,3
"30336",10,0,0,5,5,10
"30337",5,5,5,5,5,5
"30338",8,0,0,0,2,0
"30339",3,4,2,0,0,0
"30341",5,8,0,0,3,6
"30342",10,2,2,0,2,2
"30344",0,10,0,5,0,5
"30345",10,5,7,8,0,0
"30346",3,3,6,9,6,0
"30347",8,6,0,2,0,5
"30348",7,0,8,10,7,0
"30349",0,10,0,0,0,0
"30350",9,5,0,0,3,8
"30351",8,2,1,0,3,5
"30352",1,5,0,0,0,6
"30353",1,6,0,0,0,0
"30354",5,5,0,0,0,6
"30355",0,10,0,6,2,2
"30358",2,7,0,2,2,6
"30359",0,6,7,2,6,0
"30360",10,3,0,2,2,2
"30361",4,0,0,4,3,0
"30362",5,0,0,2,7,0
"30364",6,6,6,8,8,9
"30366",5,4,6,8,7,4
"30367",2,8,0,2,0,2
"30368",4,4,10,8,9,8
"30369",0,8,0,0,0,0
"30370",6,6,7,7,5,2
"30372",5,9,7,7,7,5
"30373",0,0,0,0,0,0
"30374",1,2,0,0,1,0
"30375",6,8,6,5,0,0
"30376",7,3,0,0,0,3
"30378",5,4,0,8,10,1
"30379",6,0,8,6,8,0
"30380",10,2,7,4,6,6
"30381",8,8,4,6,6,6
"30382",10,10,10,8,5,5
"30383",2,6,0,1,1,1
"30384",0,0,10,7,0,0
"30385",3,4,7,8,6,3
"30386",0,8,0,2,0,4
"30387",8,9,7,5,6,10
"30388",7,5,7,5,5,8
"30389",4,7,0,0,4,6
"30391",5,10,0,5,5,5
"30392",0,7,0,0,0,1
"30395",5,3,8,6,0,0
"30396",0,1,6,1,1,0
"30398",10,2,9,6,5,5
"30399",3,8,2,0,0,2
"30400",10,2,0,0,0,4
"30401",0,0,9,10,5,2
"30402",6,5,0,5,5,0
"30403",10,7,2,7,2,9
"30404",10,0,3,0,2,2
"30405",6,5,4,4,3,3
"30407",0,10,0,0,0,0
"30409",9,5,4,0,3,5
"30412",8,2,0,0,0,5
"30413",6,0,10,5,5,1
"30414",2,5,0,0,0,2
"30415",9,4,8,5,5,5
"30416",3,6,5,9,8,4
"30417",3,8,1,3,3,7
"30420",8,5,6,0,2,2
"30421",3,3,7,7,0,0
"30424",0,0,2,9,7,0
"30425",4,2,4,3,3,3
"30426",8,5,1,0,0,6
"30427",1,0,10,9,1,8
"30428",2,6,2,2,2,2
"30429",0,10,10,10,10,0
"30430",4,5,6,7,6,0
"30431",1,0,10,10,10,0
"30432",8,3,8,5,8,0
"30433",8,3,10,6,7,5
"30434",8,0,0,0,0,1
"30435",2,7,2,3,3,0
"30436",9,0,2,1,0,0
"30437",5,3,5,3,2,2
"30439",0,8,3,4,2,4
"30440",10,5,0,7,4,4
"30441",0,0,10,6,5,0
"30442",7,0,5,0,0,4
"30443",5,0,4,1,2,2
"30444",2,3,7,7,7,2
"30445",10,0,3,5,0,0
"30446",1,2,0,0,0,0
"30447",7,3,3,0,0,0
"30448",5,8,8,1,0,0
"30449",4,2,3,0,1,3
"30450",4,5,9,6,7,6
"30451",10,2,0,1,2,2
"30452",3,7,0,0,0,5
"30454",6,3,8,3,4,7
"30455",6,3,4,0,1,3
"30456",8,6,5,3,4,3
"30457",6,6,0,0,0,6
"30458",2,5,8,2,0,0
"30459",9,0,0,0,0,0
"30460",6,3,8,7,8,5
"30461",3,5,8,8,7,2
"30462",7,2,3,0,2,4
"30463",8,4,3,2,3,3
"30464",3,4,0,0,0,7
"30465",5,0,0,0,0,5
"30466",6,6,5,4,5,8
"30467",0,8,0,2,2,6
"30468",4,1,4,3,3,0
"30469",1,1,1,0,0,0
"30470",8,5,0,0,0,9
"30471",7,6,0,0,0,6
"30472",10,3,2,3,0,4
"30473",5,0,5,2,0,0
"30474",4,6,3,4,4,6
"30475",6,5,4,1,0,7
"30476",4,0,2,5,0,0
"30477",5,3,8,9,10,0
"30478",10,0,10,0,0,0
"30479",8,4,4,0,0,4
"30480",0,7,0,5,5,0
"30482",2,5,7,7,7,4
"30483",8,5,6,3,2,0
"30484",0,2,8,7,9,0
"30485",0,0,5,0,0,0
"30486",4,6,0,0,0,5
"30487",5,0,2,0,2,3
"30488",2,6,5,8,8,1
"30489",2,6,2,5,1,3
"30490",5,10,6,8,6,5
"30491",6,0,7,0,2,2
"30492",5,5,10,6,6,6
"30493",4,8,0,2,0,1
"30494",5,4,5,5,5,5
"30495",5,2,7,4,6,4
"30497",0,5,0,3,3,0
"30498",7,2,9,7,7,4
"30499",0,6,1,0,1,5
"30500",1,3,0,0,0,3
"30502",0,0,0,0,0,0
"30504",8,5,10,10,10,10
"30505",6,0,6,6,6,0
"30506",7,3,6,0,5,4
"30507",8,0,8,10,0,0
"30508",10,0,0,0,0,0
"30509",0,2,0,0,0,0
"30510",7,4,4,4,4,4
"30511",5,7,0,0,0,7
"30512",5,2,2,2,3,5
"30513",8,0,0,5,4,5
"30514",6,3,10,5,3,2
"30515",5,7,1,1,5,1
"30516",7,1,3,2,5,0
"30517",5,2,5,2,2,2
"30518",5,4,7,6,6,3
"30519",5,5,5,5,5,5
"30520",5,2,5,3,3,2
"30521",4,6,6,7,4,4
"30522",0,4,0,2,1,4
"30523",5,5,1,1,1,1
"30524",0,8,2,0,0,3
"30525",0,0,7,9,8,0
"30526",10,0,3,0,0,0
"30527",3,3,0,0,0,6
"30528",4,6,7,7,4,0
"30529",3,3,0,0,0,7
"30530",5,5,7,6,6,6
"30531",10,0,6,0,0,2
"30533",9,1,1,2,1,1
"30534",5,5,0,0,0,6
"30535",0,5,0,0,0,0
"30536",2,7,0,0,2,4
"30537",2,8,1,1,2,2
"30538",0,0,0,0,0,0
"30539",9,4,7,4,4,4
"30540",9,4,3,3,5,6
"30542",0,0,10,8,10,0
"30543",3,8,2,8,2,2
"30544",0,0,10,10,1,0
"30545",10,0,10,10,10,0
"30547",0,2,9,7,8,0
"30550",0,3,2,3,2,0
"30551",5,5,5,5,5,5
"30552",7,4,5,2,0,2
"30553",5,8,4,4,5,0
"30554",1,3,3,10,5,5
"30555",7,2,5,5,3,2
"30556",4,8,0,0,0,0
"30557",7,4,1,0,3,5
"30558",4,4,10,6,6,0
"30559",9,2,0,0,0,7
"30560",6,2,10,5,8,2
"30561",9,0,0,6,4,0
"30562",10,0,1,0,0,0
"30563",5,6,0,0,0,5
"30564",0,8,0,0,0,5
"30565",6,10,5,4,4,8
"30566",7,7,5,5,3,4
"30567",0,6,10,0,2,0
"30568",0,8,0,0,0,0
"30572",3,0,9,9,9,0
"30573",8,0,8,0,0,0
"30576",0,10,3,5,0,0
"30577",7,0,5,0,3,7
"30578",3,0,8,0,6,2
"30579",4,6,0,3,0,0
"30580",9,5,2,2,2,2
"30581",0,8,5,5,3,3
"30582",5,5,4,5,4,4
"30583",8,1,6,6,6,1
"30584",2,0,9,9,9,1
"30585",0,0,10,7,3,0
"30586",5,1,0,0,0,6
"30587",0,10,0,0,0,0
"30588",2,2,2,2,2,2
"30589",7,5,2,4,5,4
"30590",10,3,3,3,3,2
"30591",10,0,3,8,3,0
"30592",0,10,0,0,0,5
"30594",10,4,10,6,9,0
"30595",0,0,0,0,1,1
"30596",1,7,1,3,4,1
"30597",10,0,5,0,3,5
"30598",5,9,6,3,7,5
"30599",10,1,0,0,1,1
"30600",8,2,2,0,1,5
"30601",5,3,5,0,4,5
"30602",5,0,5,0,0,0
"30603",10,6,8,6,7,5
"30604",1,6,8,5,6,3
"30605",5,10,0,2,0,5
"30606",0,4,5,8,2,4
"30607",0,5,0,0,0,0
"30608",7,7,3,1,1,4
"30609",7,3,5,3,0,0
"30610",6,4,7,3,4,5
"30611",10,0,9,3,4,1
"30612",5,7,6,8,8,7
"30613",6,0,2,2,0,4
"30614",3,2,3,2,3,2
"30615",5,0,8,6,8,0
"30616",8,6,5,1,1,1
"30617",5,6,4,4,4,5
"30618",10,1,6,0,3,1
"30620",0,0,10,5,10,2
"30621",3,5,5,6,6,4
"30622",5,4,3,2,2,6
"30624",5,5,2,2,2,4
"30625",10,2,6,7,2,0
"30626",0,7,0,3,0,1
"30627",0,7,0,0,5,8
"30628",7,0,0,0,0,10
"30629",7,0,2,6,9,0
"30630",5,6,3,0,0,5
"30631",0,10,0,4,0,0
"30632",4,4,4,4,4,4
"30633",10,5,8,2,7,5
"30635",3,0,0,0,0,0
"30636",6,4,2,4,2,7
"30638",1,2,0,0,0,4
"30639",4,6,4,4,3,4
"30640",7,1,5,3,4,3
"30641",9,5,5,0,0,0
"30642",3,3,7,9,6,5
"30643",8,5,6,5,9,6
"30644",5,1,5,3,2,1
"30645",6,5,8,6,7,3
"30646",9,4,7,2,4,4
"30647",5,4,8,4,6,3
"30648",0,10,0,0,0,0
"30649",1,7,0,0,1,1
"30650",5,7,6,5,1,2
"30651",10,4,4,3,3,6
"30652",8,4,6,8,8,5
"30653",5,4,0,1,0,8
"30654",2,2,2,2,2,2
"30655",4,0,9,9,9,0
"30656",1,1,5,3,4,3
"30657",5,2,6,1,0,2
"30658",6,7,3,4,3,8
"30659",10,4,8,10,10,0
"30661",0,0,0,0,0,0
"30662",7,2,3,5,3,0
"30664",10,5,4,8,4,5
"30665",10,0,3,0,0,2
"30666",0,0,5,0,0,0
"30667",6,6,5,3,2,7
"30668",7,2,9,2,3,3
"30669",2,3,8,4,6,4
"30670",6,4,6,4,6,0
"30671",5,4,7,7,7,5
"30672",5,6,0,2,0,6
"30674",2,9,3,0,0,2
"30675",8,5,6,5,5,5
"30677",3,4,1,5,3,6
"30678",0,0,5,0,2,0
"30679",6,4,5,1,2,5
"30680",5,7,0,5,6,6
"30681",3,6,0,0,0,6
"30682",5,0,10,0,0,0
"30683",1,7,1,4,5,3
"30684",0,8,5,5,2,3
"30685",5,1,1,1,1,1
"30686",10,6,0,0,0,0
"30687",0,0,9,8,5,0
"30688",5,4,8,6,6,3
"30689",0,3,6,5,6,1
"30690",0,5,7,4,3,0
"30691",5,5,5,4,4,5
"30692",3,6,4,2,2,4
"30694",7,2,6,10,7,2
"30695",0,9,0,0,0,0
"30696",5,2,2,2,2,2
"30697",2,0,3,0,0,7
"30698",7,0,3,3,4,0
"30699",0,5,0,2,5,0
"30700",3,6,3,1,3,3
"30701",10,0,0,0,0,0
"30702",5,5,5,5,5,5
"30703",5,7,1,4,3,10
"30704",10,4,0,0,0,5
"30705",5,4,0,0,0,3
"30707",0,2,1,0,0,0
"30708",0,10,0,0,0,0
"30709",1,10,1,6,1,3
"30710",4,6,5,4,3,2
"30711",3,7,4,3,5,5
"30712",5,7,5,4,4,5
"30713",6,4,5,3,4,0
"30714",2,7,2,0,3,0
"30715",7,8,9,9,0,0
"30716",5,9,0,2,0,3
"30717",0,6,0,1,2,1
"30718",8,0,8,4,7,1
"30719",3,3,3,3,3,3
"30720",6,0,7,8,5,0
"30721",0,8,0,0,0,0
"30722",5,7,4,4,5,2
"30723",8,4,0,0,0,1
"30724",0,10,0,0,0,8
"30725",0,2,8,8,9,0
"30726",2,1,0,0,0,0
"30727",5,7,2,4,1,6
"30728",0,0,10,10,8,0
"30731",5,3,9,7,8,4
"30732",0,5,0,0,0,0
"30733",5,5,5,5,5,5
"30734",0,2,5,0,3,0
"30735",4,6,4,3,4,9
"30736",6,6,1,4,1,7
"30737",6,5,2,5,0,0
"30739",6,0,6,5,0,0
"30740",0,8,2,1,2,6
"30741",0,0,0,0,0,0
"30742",4,5,1,2,2,0
"30743",5,5,5,1,0,0
"30744",4,6,4,5,4,7
"30745",3,8,1,2,2,5
"30746",4,6,4,4,5,7
"30747",8,6,7,7,2,6
"30748",5,6,0,0,0,0
"30749",5,10,1,2,2,7
"30750",8,5,6,3,4,4
"30751",7,5,5,2,3,3
"30752",10,4,8,6,6,6
"30753",5,5,5,5,5,5
"30754",6,8,0,3,0,8
"30755",0,0,10,0,8,0
"30756",5,2,7,3,7,0
"30757",1,3,6,1,1,1
"30758",0,0,10,7,8,0
"30759",5,0,0,0,0,1
"30760",7,4,2,4,3,6
"30761",5,6,5,5,5,3
"30762",0,10,0,0,0,0
"30763",1,6,0,0,0,0
"30764",5,10,4,4,5,5
"30765",7,3,5,6,8,4
"30766",0,0,5,10,7,0
"30767",8,0,3,1,1,1
"30768",10,0,7,0,4,0
"30769",5,7,0,3,0,6
"30770",6,5,2,1,3,5
"30771",2,8,2,2,4,4
"30773",9,3,0,0,0,7
"30774",6,2,1,1,3,4
"30775",7,5,3,3,3,6
"30776",0,8,0,4,0,2
"30777",0,6,0,0,0,0
"30778",8,5,0,0,0,10
"30779",10,5,4,3,0,2
"30780",1,8,5,0,1,1
"30781",7,1,0,0,0,0
"30782",0,7,0,2,0,2
"30783",4,7,0,0,0,7
"30784",0,1,0,0,0,3
"30785",8,6,8,7,8,6
"30786",10,1,5,1,1,1
"30787",6,5,7,2,1,5
"30788",2,10,0,0,0,3
"30789",0,5,2,5,2,2
"30790",6,6,5,1,1,1
"30791",3,1,8,8,6,1
"30792",0,4,0,0,0,1
"30793",6,2,7,5,2,1
"30794",7,7,0,0,2,0
"30795",0,4,0,0,0,4
"30797",2,4,0,0,0,2
"30798",7,5,5,0,4,6
"30799",0,5,0,0,0,8
"30800",5,2,8,6,5,2
"30801",0,5,1,2,2,0
"30802",3,7,4,6,6,4
"30803",0,0,5,7,7,1
"30804",5,7,2,2,1,6
"30805",5,5,8,8,6,2
"30806",0,2,0,0,0,6
"30808",0,10,0,4,0,0
"30809",2,8,2,0,2,0
"30810",8,6,0,0,2,0
"30811",6,6,6,2,2,1
"30812",6,6,6,5,5,0
"30813",3,4,10,6,8,0
"30814",0,10,0,0,0,0
"30815",0,7,0,0,0,3
"30816",3,4,4,1,4,0
"30817",6,6,8,7,8,4
"30818",8,0,8,0,8,0
"30819",0,0,0,0,0,0
"30820",0,0,0,0,0,0
"30821",5,5,4,4,5,5
"30822",3,6,2,2,1,4
"30823",0,8,2,2,2,4
"30824",0,8,0,0,0,0
"30826",2,6,2,4,4,2
"30827",10,0,8,10,5,7
"30828",4,4,7,7,6,5
"30829",5,0,10,7,0,0
"30830",2,5,10,10,10,3
"30832",10,4,2,0,2,9
"30833",8,0,0,0,0,0
"30835",4,3,0,0,0,6
"30836",0,8,0,0,3,6
"30837",6,10,2,2,1,7
"30838",8,10,0,0,5,5
"30840",2,2,5,2,7,0
"30841",5,2,5,2,4,2
"30842",4,3,5,5,5,4
"30843",8,5,8,5,5,5
"30844",2,5,0,0,6,3
"30845",4,8,0,0,2,8
"30846",10,0,3,0,0,1
"30848",5,7,0,0,0,7
"30849",7,7,5,0,4,8
"30850",0,0,1,0,0,0
"30851",10,5,5,0,3,5
"30852",10,0,0,0,0,0
"30853",9,6,7,4,6,7
"30854",6,9,10,8,8,7
"30855",5,5,5,5,5,5
"30856",1,0,0,0,0,0
"30858",8,0,10,10,9,0
"30859",7,5,5,0,1,3
"30860",7,1,1,1,1,5
"30863",5,5,8,7,9,5
"30864",3,3,0,0,0,3
"30865",2,2,2,8,7,2
"30866",7,5,2,4,2,0
"30867",1,3,0,0,0,4
"30868",8,3,0,0,0,5
"30869",0,7,0,0,0,7
"30870",6,3,7,4,5,5
"30871",2,5,0,2,3,4
"30873",8,2,3,3,2,2
"30874",10,0,5,5,5,4
"30875",1,5,0,0,0,6
"30876",0,0,0,0,0,0
"30877",8,3,6,0,0,0
"30878",5,5,10,10,10,5
"30879",5,5,5,5,5,5
"30880",10,3,8,4,6,5
"30881",8,8,0,0,0,0
"30882",7,4,6,6,4,4
"30883",0,6,0,0,0,5
"30884",5,6,4,4,2,3
"30885",6,5,6,6,8,5
"30886",7,5,1,1,1,4
"30887",2,5,2,2,3,5
"30888",3,6,0,0,4,6
"30889",1,8,1,5,2,5
"30890",5,4,7,6,7,3
"30891",4,7,1,0,1,5
"30892",3,7,7,4,3,5
"30893",8,5,7,5,7,5
"30895",9,0,8,0,1,3
"30896",9,4,0,0,0,8
"30897",6,8,4,3,3,4
"30898",7,2,4,0,4,6
"30900",0,6,0,0,0,0
"30901",0,6,2,1,2,1
"30902",0,7,0,0,0,5
"30903",10,5,0,0,0,0
"30904",4,6,4,5,4,5
"30906",0,6,2,3,0,0
"30907",0,6,0,0,0,5
"30908",10,0,9,1,6,1
"30909",5,5,10,0,3,0
"30910",4,1,7,8,6,4
"30911",8,1,7,1,1,1
"30912",3,10,0,1,1,0
"30913",5,3,7,3,5,3
"30914",8,3,6,0,2,6
"30916",10,1,4,0,0,2
"30917",4,6,2,3,1,3
"30918",5,6,2,2,2,4
"30919",10,5,2,0,0,2
"30920",8,5,6,3,5,6
"30921",3,5,9,7,8,5
"30922",4,0,3,4,3,2
"30923",10,0,7,0,5,5
"30924",10,1,8,0,5,5
"30925",7,2,5,0,5,5
"30927",2,8,4,3,3,4
"30929",0,0,0,10,0,0
"30931",2,5,0,0,0,10
"30932",4,3,0,0,0,6
"30933",8,6,9,8,9,7
"30934",0,3,0,0,0,6
"30935",10,0,0,0,0,10
"30937",0,6,1,2,2,4
"30938",2,0,0,0,0,0
"30939",8,0,8,3,8,0
"30940",5,10,4,2,0,6
"30941",0,7,8,6,7,5
"30942",3,8,0,0,0,6
"30943",4,4,7,4,5,3
"30944",5,7,3,5,5,6
"30945",6,6,5,0,0,0
"30946",10,0,4,0,0,0
"30947",1,7,4,5,5,4
"30948",0,3,3,1,0,3
"30949",0,8,0,0,0,8
"30950",0,2,8,5,9,2
"30952",10,0,2,0,3,6
"30953",5,10,0,0,0,8
"30955",5,7,0,0,0,3
"30956",5,5,0,0,0,6
"30957",7,7,1,1,1,5
"30958",8,3,2,0,2,5
"30959",3,6,2,2,4,4
"30960",9,3,9,9,3,3
"30961",8,5,2,5,2,2
"30962",3,6,0,0,0,6
"30963",0,6,2,3,1,0
"30964",8,1,1,1,1,1
"30965",5,5,5,5,5,5
"30967",3,5,6,1,4,2
"30968",5,6,5,5,6,5
"30969",2,7,0,2,0,1
"30970",0,6,7,0,2,0
"30971",1,8,2,4,2,1
"30973",5,0,4,0,1,0
"30974",10,0,3,0,0,0
"30975",10,5,5,5,5,5
"30976",0,3,0,0,0,0
"30977",4,6,4,5,2,2
"30978",10,0,6,0,0,0
"30979",6,9,1,0,1,3
"30980",7,0,5,5,0,2
"30981",0,1,7,7,6,0
"30982",5,5,0,0,3,8
"30984",10,0,7,0,5,0
"30985",4,5,5,5,5,4
"30986",3,7,5,1,1,5
"30987",6,5,6,5,4,2
"30988",0,0,10,2,5,0
"30990",2,5,2,2,5,0
"30991",0,8,0,0,0,4
"30993",5,5,5,5,5,5
"30994",10,8,3,3,3,8
"30995",2,10,0,0,0,0
"30996",7,1,5,1,0,5
"30997",5,0,2,0,2,1
"30998",3,1,3,3,3,1
"30999",5,5,6,4,4,4
"31000",0,10,0,0,0,0
"31001",5,5,8,6,5,5
"31002",10,5,6,0,5,6
"31003",1,6,0,1,0,1
"31004",0,1,0,0,0,1
"31005",5,5,5,5,5,5
"31006",5,6,0,0,0,4
"31007",8,0,0,0,0,6
"31008",0,0,0,10,0,0
"31009",0,8,0,1,0,2
"31010",0,0,0,8,6,0
"31011",0,6,7,5,0,0
"31012",7,3,0,0,0,0
"31013",0,9,0,1,0,7
"31014",4,5,6,6,5,5
"31015",0,0,0,0,0,0
"31017",0,7,0,0,0,5
"31018",3,0,4,0,2,0
"31019",8,5,8,8,8,5
"31020",0,5,0,1,0,0
