"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F"
"2938",8,4,5,5,2,3
"2939",8,5,2,7,2,4
"2940",4,7,0,5,5,6
"2941",4,7,1,5,5,5
"2942",5,10,0,4,4,7
"2943",7,4,3,6,2,2
"2944",5,5,2,7,3,4
"2945",3,9,1,4,3,6
"2946",5,5,3,3,2,2
"2947",7,5,3,6,2,4
"2948",3,8,2,4,4,6
"2949",5,5,1,10,3,5
"2950",4,9,2,4,3,4
"2951",7,0,2,0,0,0
"2952",7,4,5,4,2,1
"2953",4,7,5,4,3,3
"2954",7,4,3,6,2,4
"2955",4,7,1,5,5,5
"2956",4,5,3,4,3,3
"2957",7,3,3,6,3,4
"2958",4,8,2,5,3,4
"2959",4,5,5,1,1,2
"2960",6,3,5,2,1,1
"2962",5,3,3,3,1,1
"2963",5,7,2,5,4,5
"2964",3,5,5,3,3,2
"2965",7,3,6,5,1,2
"2966",4,8,3,3,3,3
"2968",8,4,4,7,2,3
"2969",7,5,6,2,1,5
"2970",7,3,6,4,2,2
"2971",7,5,4,6,7,3
"2973",5,5,0,8,2,4
"2974",3,6,3,4,4,4
"2976",4,8,2,5,3,4
"2977",7,1,3,7,1,1
"2978",3,6,2,4,3,4
"2979",5,9,4,5,2,4
"2982",6,1,1,6,5,6
"2983",4,5,1,7,3,3
"2984",5,4,3,7,3,3
"2985",2,4,2,4,7,4
"2986",5,5,5,5,5,1
"2987",5,8,1,6,1,6
"2988",8,6,4,7,3,5
"2989",6,5,2,7,4,4
"2990",7,2,6,6,3,3
"2991",8,3,6,3,9,1
"2992",7,5,7,6,5,2
"2994",9,3,6,6,2,3
"2995",2,8,2,4,6,5
"2996",9,4,4,5,7,5
"2997",8,5,3,8,6,5
"2998",9,6,0,2,2,3
"3000",8,4,4,5,3,2
"3001",8,3,6,6,3,3
"3002",8,2,2,5,0,3
"3003",7,3,3,5,3,4
"3004",7,3,5,5,2,2
"3005",5,5,8,2,3,1
"3006",9,3,6,4,2,2
"3007",5,5,3,8,3,4
"3008",5,5,2,8,4,5
"3009",5,5,3,5,4,4
"3010",7,4,3,6,3,3
"3011",7,4,5,5,1,2
"3012",8,3,4,6,3,1
"3013",7,4,9,6,4,4
"3014",7,5,3,6,3,4
"3015",7,3,5,4,1,2
"3016",8,2,6,5,2,2
"3017",7,3,5,5,2,2
"3018",7,3,5,5,3,3
"3019",8,6,3,6,4,4
"3020",7,3,2,6,3,3
"3021",7,5,4,6,4,4
"3022",7,3,5,3,1,0
"3023",6,5,2,8,4,4
"3024",5,5,3,8,3,4
"3025",8,3,3,6,3,3
"3026",8,3,6,3,3,2
"3027",7,4,3,5,1,4
"3028",8,5,3,6,3,4
"3029",5,4,1,8,4,4
"3030",7,5,3,5,2,1
"3031",7,6,4,6,3,3
"3032",7,4,3,5,3,3
"3033",7,3,5,3,1,2
"3034",7,5,4,5,3,3
"3035",5,3,7,3,2,2
"3036",7,4,0,7,3,4
"3037",8,4,6,5,3,4
"3038",9,4,5,7,8,0
"3039",8,4,4,5,2,2
"3040",7,4,4,7,3,3
"3041",6,3,4,4,2,3
"3042",7,3,5,5,2,2
"3043",9,5,5,7,2,4
"3044",7,4,3,9,1,5
"3045",7,4,5,4,2,2
"3046",6,2,6,6,5,2
"3047",9,3,0,5,4,4
"3048",7,3,5,5,2,2
"3049",8,3,3,3,6,3
"3050",5,5,3,6,4,4
"3051",5,2,7,3,2,2
"3052",6,3,7,4,2,2
"3053",7,3,5,6,2,2
"3055",6,2,5,4,2,1
"3056",7,4,5,5,3,3
"3057",7,3,5,4,2,2
"3058",6,5,3,5,3,5
"3059",9,3,3,3,1,9
"3060",9,4,5,6,2,1
"3061",6,4,5,8,3,2
"3062",10,2,0,8,0,0
"3063",9,2,6,7,3,1
"3064",10,4,6,5,2,2
"3065",10,3,6,7,2,3
"3066",9,4,1,2,2,3
"3067",9,5,6,4,4,2
"3069",5,0,8,0,5,0
"3070",10,6,7,6,5,3
"3071",7,4,6,5,1,5
"3072",7,2,5,3,1,1
"3075",7,3,3,5,3,2
"3076",10,5,6,7,3,2
"3077",9,6,0,7,3,4
"3078",8,3,6,3,2,1
"3079",9,3,6,3,2,1
"3080",3,10,3,2,0,0
"3081",10,4,1,6,3,2
"3082",9,2,6,3,0,1
"3083",8,6,5,7,0,5
"3084",6,3,5,9,2,2
"3085",9,3,4,7,3,2
"3086",10,6,3,5,2,3
"3087",9,2,8,6,0,0
"3088",9,7,7,5,3,3
"3089",9,3,7,7,1,0
"3090",10,2,9,2,1,1
"3091",10,2,9,5,0,0
"3092",5,10,0,2,6,10
"3093",3,9,1,3,9,9
"3094",7,3,8,3,9,1
"3095",7,3,7,5,4,3
"3098",4,5,4,4,6,4
"3099",2,5,0,0,4,7
"3100",3,8,0,0,6,7
"3103",5,2,2,8,5,3
"3106",5,7,4,4,5,2
"3107",5,2,9,2,1,1
"3110",4,3,2,1,4,3
"3111",0,7,0,0,5,6
"3112",3,8,0,0,5,5
"3113",3,8,3,3,1,8
"3115",1,7,0,1,2,10
"3116",4,8,2,5,5,5
"3117",2,6,0,4,10,3
"3118",4,5,2,1,5,4
"3119",0,8,0,0,3,5
"3120",0,10,0,0,4,8
"3121",3,9,0,3,3,6
"3122",5,7,5,7,2,2
"3124",5,5,0,5,2,5
"3125",6,7,3,6,7,2
"3127",4,3,2,0,1,0
"3129",10,5,0,5,5,5
"3131",3,7,5,3,2,3
"3132",2,6,0,0,9,5
"3133",3,7,6,1,2,1
"3135",9,8,6,3,0,5
"3137",7,5,4,4,0,3
"3139",10,1,1,8,5,3
"3140",3,8,3,3,7,4
"3141",6,3,6,6,1,1
"3142",10,5,3,7,7,5
"3144",2,8,0,0,6,6
"3146",10,1,7,6,2,3
"3147",7,4,2,5,4,4
"3148",10,3,7,5,2,2
"3149",8,2,8,6,4,2
"3151",9,1,6,5,1,1
"3152",4,8,1,5,8,6
"3153",9,6,6,3,3,4
"3154",8,4,0,4,3,5
"3155",9,3,8,7,2,3
"3157",7,4,3,10,2,2
"3159",9,1,10,3,1,1
"3163",5,5,5,5,5,5
"3169",9,4,1,6,7,4
