"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H"
"28867",10,4,0,2,6,0,1,9
"28869",8,10,3,0,0,7,2,3
"28871",9,0,0,5,5,0,0,5
"28872",0,8,5,0,0,5,4,2
"28873",8,0,0,5,5,0,1,7
"28874",2,2,1,1,1,2,3,1
"28875",2,2,8,2,2,1,5,4
"28876",0,0,6,0,0,10,7,3
"28879",9,8,5,5,5,6,9,9
"28880",0,0,0,2,0,5,5,5
"28881",0,5,1,1,1,1,1,1
"28882",6,4,0,4,4,5,6,5
"28883",0,8,6,4,2,5,3,2
"28884",0,0,10,3,0,3,0,0
"28885",0,3,10,7,0,6,0,0
"28886",10,0,0,10,8,0,0,0
"28887",10,3,0,7,10,1,2,7
"28888",8,5,0,6,6,1,4,8
"28889",2,0,0,0,0,0,10,0
"28891",4,4,1,3,2,3,2,4
"28892",8,4,1,0,0,0,3,3
"28893",5,0,0,0,3,0,3,6
"28894",2,0,3,0,0,2,4,5
"28896",0,0,0,0,0,0,0,0
"28899",7,5,1,5,5,3,3,10
"28900",8,4,1,3,2,6,3,5
"28901",4,4,4,2,2,6,3,2
"28902",10,0,0,0,0,0,0,10
"28904",9,0,0,8,8,0,0,3
"28905",7,7,0,0,0,0,9,8
"28906",8,0,0,0,0,0,0,0
"28907",7,1,0,9,9,1,0,2
"28909",7,6,0,1,3,7,6,6
"28910",8,3,0,10,10,1,1,10
"28911",3,5,5,2,3,4,7,3
"28913",8,5,2,6,7,2,1,10
"28914",5,0,0,0,0,0,0,0
"28915",5,5,5,5,5,4,4,4
"28916",1,3,1,3,2,1,6,5
"28917",0,1,0,1,0,0,1,1
"28918",3,5,0,4,4,4,6,5
"28919",2,4,4,0,0,2,4,7
"28920",0,0,10,0,0,0,0,0
"28921",3,6,4,3,1,3,5,3
"28922",6,0,0,2,2,4,2,5
"28924",0,7,6,0,0,8,0,0
"28925",5,8,0,0,0,0,5,4
"28926",10,10,0,10,10,9,9,9
"28928",5,3,0,1,1,7,10,6
"28929",5,2,0,9,10,2,0,5
"28931",10,0,0,3,3,3,5,3
"28932",10,7,0,7,5,0,0,10
"28933",0,0,0,0,0,0,0,0
"28934",5,4,0,1,1,2,3,4
"28935",0,0,0,0,0,0,0,0
"28936",10,0,0,10,7,4,0,10
"28937",0,10,0,0,0,8,0,0
"28938",3,2,0,1,0,2,3,5
"28939",8,5,0,7,7,0,5,5
"28940",0,3,5,0,0,5,1,0
"28941",7,0,0,0,0,0,0,5
"28942",9,1,0,6,6,0,0,3
"28943",10,0,0,0,0,0,0,0
"28944",1,1,0,4,4,1,0,8
"28945",5,3,0,5,5,0,0,7
"28946",8,0,6,6,6,5,6,7
"28947",8,5,2,5,6,3,5,10
"28948",10,3,0,0,0,0,5,4
"28949",7,4,3,10,10,3,0,7
"28950",3,3,4,2,2,2,6,5
"28951",0,3,0,0,0,5,3,0
"28952",10,0,0,5,5,3,3,7
"28953",0,0,8,0,0,5,2,0
"28954",0,5,2,0,0,2,5,2
"28955",5,5,0,0,0,0,0,3
"28956",7,7,0,1,1,5,6,6
"28957",8,5,0,10,10,0,0,0
"28958",5,3,0,2,2,5,7,4
"28959",0,0,5,0,0,0,0,0
"28960",0,8,0,0,0,0,5,0
"28961",2,0,0,0,0,3,3,0
"28962",2,7,2,1,1,7,3,3
"28964",0,0,3,0,0,0,0,0
"28965",0,8,5,0,0,9,7,2
"28966",8,5,0,6,6,0,0,6
"28967",5,2,7,5,0,0,8,7
"28969",7,0,0,5,0,0,5,5
"28970",0,5,0,0,0,5,0,0
"28972",3,7,0,0,0,0,3,0
"28973",2,5,3,1,1,3,3,2
"28974",0,0,3,5,0,1,0,0
"28975",5,4,0,9,10,3,1,6
"28976",0,2,5,0,0,8,3,0
"28977",5,3,5,7,7,0,3,5
"28978",0,0,4,0,0,2,0,0
"28979",5,2,0,8,7,5,0,8
"28980",0,0,0,2,2,7,0,3
"28981",5,10,10,7,0,2,0,0
"28982",7,6,0,8,7,5,0,7
"28983",7,5,0,4,2,3,0,7
"28984",0,0,0,0,0,0,0,0
"28985",2,6,3,0,0,3,4,4
"28987",0,10,5,5,0,5,0,0
"28988",2,2,5,2,2,3,2,1
"28989",10,0,0,10,10,0,0,5
"28990",6,0,0,3,5,0,0,9
"28991",0,0,0,0,0,0,0,0
"28992",5,6,2,3,3,2,4,5
"28994",3,5,3,2,1,8,4,4
"28995",2,0,0,0,0,0,0,10
"28996",6,8,10,8,2,6,0,0
"28997",5,3,0,6,5,3,2,6
"28998",0,0,0,0,0,0,0,0
"28999",0,2,6,0,0,7,0,0
"29000",0,0,10,0,0,0,0,0
"29003",8,4,0,4,4,1,7,8
"29004",8,6,9,5,5,1,2,9
"29005",0,1,2,0,0,0,0,0
"29006",2,1,7,0,0,5,0,0
"29007",0,3,5,1,0,5,5,4
"29008",10,5,0,2,2,0,0,8
"29010",8,5,0,3,6,3,6,5
"29011",5,3,0,10,10,2,0,5
"29012",5,5,0,5,7,5,0,3
"29013",8,6,0,5,5,5,5,7
"29014",10,3,0,8,10,0,0,7
"29015",8,0,0,0,0,0,0,7
"29016",5,5,3,2,0,1,5,5
"29017",4,3,0,0,0,0,1,1
"29018",9,0,0,7,7,0,0,5
"29019",0,8,1,0,0,7,4,0
"29020",10,6,0,6,4,2,5,7
"29021",6,4,1,2,2,8,4,6
"29022",5,5,3,2,2,9,4,3
"29023",3,3,4,3,3,0,5,7
"29025",5,3,1,3,3,1,2,5
"29026",6,4,1,3,3,2,5,4
"29027",10,0,0,10,10,0,0,10
"29028",7,4,0,0,0,0,2,4
"29029",4,6,1,2,2,1,0,9
"29030",10,6,0,7,10,5,2,8
"29031",0,1,9,3,0,8,0,0
"29032",1,3,2,0,0,6,0,6
"29033",2,6,1,1,2,1,4,4
"29034",8,4,0,6,5,4,4,8
"29035",0,0,5,0,0,3,0,0
"29036",2,5,5,7,9,1,0,5
"29037",6,5,1,2,2,4,5,3
"29038",0,4,8,0,0,8,0,0
"29039",7,2,5,3,1,1,10,4
"29040",8,6,2,3,2,4,6,5
"29041",7,8,3,2,3,4,5,5
"29042",2,8,1,3,0,5,5,6
"29043",2,4,4,0,0,4,4,2
"29044",0,0,5,2,0,4,4,4
"29046",3,5,0,0,0,0,0,2
"29047",5,6,5,3,4,5,2,4
"29049",8,6,0,7,7,5,0,10
"29050",6,8,2,7,3,5,4,2
"29051",5,6,0,1,0,1,0,2
"29052",5,7,1,6,6,4,1,9
"29053",5,5,5,0,0,5,5,5
"29054",6,2,0,2,2,0,0,7
"29055",5,7,0,0,0,6,4,3
"29058",0,5,2,0,0,1,8,8
"29059",3,5,6,4,3,0,8,6
"29060",0,5,9,4,0,9,0,0
"29062",3,4,2,0,0,6,5,3
"29063",0,5,9,0,0,7,0,0
"29064",6,7,7,3,3,5,1,3
"29065",4,2,0,2,1,0,2,5
"29067",8,3,0,10,10,0,0,8
"29068",5,5,0,0,0,5,4,3
"29070",5,4,0,3,3,0,0,7
"29071",6,6,6,6,6,6,6,6
"29073",10,5,0,10,10,0,0,8
"29075",1,0,0,10,10,0,0,0
"29076",10,8,0,10,7,2,1,10
"29077",0,0,0,10,10,0,0,0
"29079",0,0,0,0,0,0,0,0
"29080",0,5,10,0,0,7,0,0
"29082",0,10,0,0,0,10,0,0
"29083",0,0,5,0,0,0,0,0
"29084",8,0,0,10,10,0,0,0
"29085",8,0,0,5,5,0,0,9
"29086",8,1,0,9,8,0,2,4
"29088",8,5,1,3,3,3,3,8
"29089",8,5,3,9,9,4,0,6
"29090",0,3,10,0,0,0,0,0
"29092",10,5,0,5,5,2,0,0
"29093",5,0,0,1,2,0,0,6
"29094",0,5,0,10,10,3,3,3
"29096",0,0,0,0,0,0,0,0
"29097",1,1,3,1,1,4,1,1
"29100",10,0,0,0,0,0,0,0
"29101",0,0,10,0,0,5,0,0
"29102",0,0,10,0,0,0,0,0
"29103",8,4,0,4,6,0,2,6
"29104",5,1,0,10,10,0,0,5
"29105",6,4,0,3,3,2,2,8
"29106",6,3,1,5,4,1,1,8
"29107",0,8,10,0,0,9,0,0
"29108",0,0,3,4,0,0,0,0
"29111",7,10,0,10,9,6,10,10
"29113",0,5,0,5,0,5,0,0
"29114",0,0,0,0,0,5,0,0
"29115",1,0,0,0,0,0,0,0
"29116",4,4,0,0,0,4,4,0
"29117",0,10,10,5,2,5,5,3
"29118",0,0,0,0,0,10,0,0
"29120",10,10,8,10,10,7,3,10
"29121",5,5,7,5,1,7,1,5
"29122",0,6,8,3,2,6,2,0
"29123",0,0,0,0,0,0,0,0
"29124",0,5,0,6,0,5,8,2
"29125",8,6,4,5,4,6,5,7
"29126",0,0,8,0,0,5,0,0
"29127",2,4,5,2,1,7,4,4
"29129",0,4,7,0,0,3,3,1
"29130",0,0,0,0,0,0,0,0
"29131",0,0,5,3,0,7,0,0
"29132",2,1,5,3,4,3,2,1
"29135",0,0,4,0,0,0,0,0
