"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H"
"34831",2,5,8,6,1,0,0,0
"34832",0,4,0,1,4,0,0,0
"34833",2,8,7,7,3,0,0,0
"34834",0,5,4,5,2,3,1,3
"34835",0,7,8,7,4,0,5,3
"34836",0,3,7,6,0,3,5,6
"34838",0,4,0,3,5,5,0,0
"34839",3,2,6,5,1,0,1,2
"34840",0,5,3,6,4,0,0,0
"34841",0,7,0,2,6,6,1,2
"34843",0,5,3,2,5,4,4,3
"34844",1,3,8,7,1,0,0,0
"34845",0,5,3,3,7,1,6,7
"34846",0,3,2,6,5,1,0,0
"34847",0,5,0,0,4,6,3,5
"34848",5,6,4,3,6,1,3,2
"34853",1,6,1,1,5,1,1,1
"34861",6,5,2,7,2,2,1,1
"34863",3,3,3,8,5,0,5,0
"34864",6,3,0,5,2,0,0,0
"34867",4,6,0,2,3,0,0,0
"34868",9,8,0,7,0,0,0,0
"34872",8,2,1,5,1,1,0,0
"34876",5,5,5,5,4,3,2,2
"34877",7,6,6,7,1,6,4,10
"34878",7,8,9,7,6,3,5,3
"34879",7,6,6,7,6,3,4,1
"34880",5,5,5,5,5,5,3,1
"34881",7,6,6,8,2,10,4,8
"34882",6,8,7,6,7,0,3,1
"34883",8,10,9,8,7,1,0,0
"34884",8,9,7,8,7,4,6,4
"34885",6,9,7,6,5,4,3,3
"34886",10,7,6,8,4,2,4,1
"34887",5,5,5,5,5,5,5,5
"34888",4,6,6,4,6,10,7,8
"34889",6,6,6,6,6,6,6,6
"34890",7,8,7,6,4,4,4,4
"34891",4,6,6,6,6,10,4,7
"34892",4,5,6,5,5,7,9,9
"34893",5,5,4,4,4,7,8,9
"34894",6,7,7,6,7,5,7,8
"34895",5,6,6,7,5,7,8,8
"34896",6,6,6,5,6,5,6,6
"34897",5,5,5,5,5,4,4,6
"34898",6,6,6,8,7,6,5,2
"34899",5,5,5,5,5,5,5,5
"34900",6,6,6,7,6,7,8,8
"34902",6,5,7,6,7,6,7,8
"34903",5,5,5,3,6,5,5,5
"34904",3,5,3,3,2,2,1,1
"34905",5,7,4,3,4,4,0,2
"34906",6,5,4,3,5,3,1,1
"34909",4,8,3,8,7,5,4,4
"34910",5,6,4,3,4,5,3,1
"34911",7,7,3,4,6,5,2,2
"34912",8,6,4,5,5,2,2,2
"34914",5,5,3,5,4,4,1,1
"34915",5,5,5,5,5,5,4,3
"34916",4,7,5,3,5,2,2,2
"34917",3,6,3,3,3,3,3,2
"34918",4,4,4,4,4,2,2,2
"34919",4,6,3,2,3,4,2,1
"34920",5,8,4,6,4,2,3,2
"34921",6,7,3,3,4,4,1,1
"34922",3,7,4,5,3,3,4,8
"34924",3,5,2,1,5,3,1,1
"34925",7,4,3,3,6,5,1,1
"34926",5,5,5,5,5,5,4,5
"34927",8,5,1,5,5,1,1,1
"34928",4,6,3,2,1,1,1,3
"34931",0,3,1,1,1,1,1,1
"34936",3,7,5,4,4,4,3,3
"34937",8,3,3,6,6,1,4,2
"34938",2,4,2,2,2,1,2,2
"34939",3,8,4,3,3,1,3,3
"34940",6,3,2,4,5,1,1,1
"34941",1,3,1,2,1,1,1,1
"34942",1,7,1,2,1,1,1,1
"34943",4,5,4,4,4,1,3,3
"34944",4,6,3,4,3,2,2,4
"34945",5,5,3,3,3,3,2,2
"34948",6,5,3,3,4,1,1,1
"34949",6,4,3,5,5,1,1,1
"34950",2,4,1,3,2,1,1,1
"34951",4,5,3,5,5,1,1,1
"34952",3,5,3,3,3,3,3,3
"34953",7,4,5,4,4,3,2,1
"34956",2,6,4,4,3,1,1,1
"34957",1,6,2,2,2,1,3,1
"34959",4,5,3,2,4,4,2,1
"34960",5,5,5,4,5,1,1,1
"34961",8,6,3,2,4,3,0,0
"34962",2,6,2,4,5,2,3,2
"34967",0,0,0,0,10,0,0,0
"34968",5,5,4,6,5,5,3,1
"34974",2,6,7,3,5,2,2,3
"34975",6,6,6,6,3,1,0,0
"34977",3,7,3,3,3,1,1,1
"34978",8,5,3,5,6,2,0,0
"34980",7,5,2,3,4,1,1,1
"34981",4,8,3,3,3,2,2,2
"34985",1,7,2,1,2,1,2,3
"34986",0,5,0,0,0,0,0,0
"34987",4,8,4,7,5,3,4,3
"34988",2,6,5,6,2,2,3,1
"34989",6,9,7,9,4,1,5,3
"34990",3,5,9,7,3,1,3,2
"34991",6,8,7,8,5,2,5,4
"34992",2,4,4,5,1,1,2,1
"34993",2,10,5,8,2,1,5,2
"34994",9,2,5,4,2,1,3,1
"34995",3,8,5,3,4,2,4,2
"34996",9,3,2,5,4,1,1,1
"34997",2,7,3,2,3,1,2,3
"34999",3,5,3,4,4,2,4,3
"35002",3,8,4,3,2,1,5,5
"35003",6,7,6,6,6,1,5,5
"35005",5,6,4,6,6,2,3,4
"35006",0,7,6,3,0,0,9,5
"35007",0,10,6,0,0,0,4,4
"35008",0,7,7,0,0,0,7,6
"35009",0,8,8,4,1,2,10,7
"35010",5,5,5,5,5,5,5,5
"35011",0,10,7,0,0,0,7,4
"35012",0,7,8,0,0,1,6,5
"35013",1,5,8,0,0,0,10,5
"35014",0,4,10,1,0,0,5,5
"35015",0,5,9,2,0,1,5,5
"35016",6,6,5,6,6,2,3,1
"35017",4,4,5,4,6,9,8,8
"35018",5,5,5,5,5,5,5,5
"35019",4,9,6,3,3,1,2,1
"35020",3,6,5,4,1,10,8,9
"35021",7,8,6,7,8,0,2,0
"35022",6,4,6,4,4,9,6,8
"35023",5,5,5,5,5,5,5,5
"35024",4,4,4,4,4,4,6,9
"35025",7,6,10,6,9,3,2,1
"35031",1,1,4,3,2,0,3,2
"35032",3,7,9,2,0,0,3,1
"35033",9,6,2,2,0,2,3,3
"35035",5,8,7,4,0,2,2,2
"35037",4,8,7,3,0,2,4,2
"35038",9,6,3,3,2,4,5,2
"35040",5,7,8,4,1,0,4,2
"35042",4,6,4,6,5,5,4,3
"35043",3,6,2,2,2,2,2,2
"35044",3,5,2,3,2,2,3,3
"35045",6,4,2,5,4,3,1,1
"35046",4,10,8,6,5,4,4,4
"35047",10,3,6,5,4,4,5,5
"35048",1,10,8,2,2,4,3,2
"35049",9,5,5,4,3,4,5,6
"35050",9,6,6,5,4,4,3,4
"35052",3,5,8,4,4,3,3,3
"35053",5,10,4,5,5,6,6,5
"35054",10,4,4,3,3,3,3,3
"35055",5,4,10,4,5,6,6,6
"35056",5,3,9,5,5,5,5,5
"35057",4,6,4,5,3,4,2,2
"35058",3,6,3,5,7,5,6,4
"35059",5,6,4,5,4,2,3,3
"35060",3,7,4,5,6,3,3,3
"35061",6,5,4,4,4,2,1,1
"35063",0,5,5,4,9,5,3,2
"35068",4,5,5,4,3,2,3,0
"35069",7,7,7,5,3,1,6,4
"35070",5,3,3,4,0,0,1,0
"35071",5,8,6,5,4,2,1,1
"35072",5,8,8,5,2,1,4,0
"35073",9,4,5,4,2,4,1,0
"35074",0,7,6,4,0,0,3,0
"35075",5,7,5,5,5,1,3,1
"35077",0,3,0,0,4,0,0,0
"35084",7,5,6,8,5,1,1,0
"35091",6,7,8,7,4,4,4,2
"35092",1,6,7,5,5,2,9,7
"35094",2,5,8,8,5,5,5,5
"35095",1,2,7,5,5,4,6,6
"35097",1,2,3,8,3,0,1,3
"35098",3,4,5,7,7,3,3,5
"35099",3,5,9,6,5,0,0,0
"35101",3,10,2,3,2,3,2,2
"35102",2,3,3,4,3,3,8,5
"35103",5,6,6,1,1,3,3,2
"35104",1,10,1,2,1,2,1,1
"35105",1,1,1,1,1,1,1,1
"35106",1,2,10,2,1,2,1,2
"35107",0,0,1,0,0,0,0,0
"35108",4,5,4,4,5,4,4,3
"35109",1,10,2,0,2,2,1,2
"35110",4,4,3,4,4,10,3,4
"35111",3,4,4,3,3,3,3,3
"35112",7,3,4,9,4,4,4,1
"35113",3,3,4,3,2,4,3,8
"35114",5,10,4,5,4,5,4,5
"35115",4,6,10,5,5,4,5,5
"35116",0,9,10,7,7,6,5,5
"35117",6,6,6,9,6,6,6,6
"35118",4,8,7,8,7,6,5,5
"35119",8,8,5,9,5,5,5,5
"35120",4,9,5,5,5,4,5,5
"35121",2,3,10,4,4,3,3,3
"35122",3,3,5,3,3,2,2,2
"35123",1,2,2,3,2,1,1,2
"35124",8,8,8,7,8,7,6,6
"35125",0,10,9,1,1,1,1,1
"35126",5,10,5,5,1,1,1,1
"35127",4,4,3,4,4,10,5,4
"35128",8,9,7,8,9,8,7,8
"35129",9,1,1,2,1,3,2,2
"35130",4,4,8,4,4,4,4,4
"35133",5,9,4,2,6,2,4,3
"35135",3,6,4,3,9,2,2,2
"35138",2,5,7,6,6,1,0,1
"35140",7,9,8,8,3,0,2,2
"35141",7,7,7,7,0,0,0,0
"35142",7,7,5,6,0,0,0,0
"35143",6,6,6,6,0,0,0,0
"35144",9,6,5,7,1,0,1,1
"35145",5,3,3,5,0,0,3,3
"35146",8,2,5,9,0,0,0,0
"35147",6,4,1,6,1,1,3,0
"35148",7,2,4,8,0,2,1,0
"35149",7,3,4,7,0,0,0,0
"35150",7,5,6,7,0,0,0,0
"35151",9,3,3,9,0,0,1,0
"35152",8,6,5,9,0,0,0,0
"35153",8,6,6,8,0,0,0,0
"35154",8,8,7,7,1,0,0,1
"35155",5,5,0,9,10,2,5,9
"35156",8,10,1,10,10,10,10,10
"35157",6,7,3,10,9,1,5,10
"35158",1,5,9,6,1,3,4,5
"35160",0,9,8,7,1,4,4,5
"35161",7,3,3,4,4,2,3,3
"35162",6,10,2,3,9,2,3,3
"35163",8,5,2,4,3,1,0,1
"35164",6,3,8,8,5,0,0,0
"35165",8,10,6,6,6,4,3,2
"35166",7,6,6,7,4,3,3,5
"35167",7,6,4,6,7,0,3,5
"35168",5,5,5,5,5,5,5,5
"35170",6,9,6,6,0,0,0,0
"35171",7,7,6,7,6,4,5,3
"35172",5,10,6,7,3,1,1,1
"35173",3,3,1,1,1,1,1,1
"35174",1,1,1,1,1,1,1,1
"35175",5,4,2,4,1,1,2,1
"35176",4,3,1,3,0,0,1,0
"35178",5,4,2,7,9,3,7,10
"35182",5,7,4,5,3,1,3,2
"35183",4,5,8,7,4,1,4,2
"35184",4,7,4,4,4,4,4,1
"35185",6,8,5,5,5,5,5,4
"35186",5,6,8,5,5,5,5,5
"35187",4,4,4,4,4,4,4,0
"35188",3,3,3,3,3,3,3,3
"35189",3,7,5,1,7,1,3,1
"35191",3,6,6,0,8,2,5,0
"35192",5,5,8,0,8,0,5,2
"35194",2,5,6,3,1,1,6,1
"35195",2,8,9,1,8,1,1,1
"35196",2,6,6,1,6,1,6,1
"35197",5,8,5,0,5,0,8,0
"35199",6,5,7,8,2,0,2,1
"35200",2,3,6,4,6,1,3,4
"35201",5,5,8,6,3,2,3,2
"35202",5,7,4,5,4,2,2,2
"35203",5,7,7,8,4,2,5,1
"35204",3,7,5,6,1,1,1,0
"35206",0,5,5,10,0,0,9,0
"35207",1,5,5,5,5,1,9,6
"35208",5,5,5,5,5,5,5,5
"35209",4,5,6,7,2,0,2,3
"35210",0,10,5,0,5,0,0,0
"35211",1,8,5,5,8,3,4,4
"35214",0,8,4,3,3,5,2,0
"35218",0,9,8,4,8,3,0,0
"35220",8,6,7,9,1,3,0,0
"35229",8,7,7,9,1,3,0,0
"35232",2,7,6,5,5,0,2,2
"35234",5,9,6,9,5,1,6,1
"35235",5,8,5,5,5,4,5,5
"35236",4,6,6,1,4,4,1,0
"35237",4,5,1,2,2,1,1,1
"35238",2,2,8,2,2,2,2,2
"35239",4,6,5,4,3,2,2,2
"35240",4,5,8,4,2,2,3,4
"35241",4,5,6,4,4,4,4,4
"35242",5,5,5,5,5,5,5,5
"35243",8,4,2,3,3,3,3,3
"35244",5,5,5,5,5,5,5,5
"35245",6,7,7,6,6,6,6,6
"35246",4,7,5,4,3,3,3,3
"35247",3,3,6,2,2,2,3,3
"35248",1,5,5,2,5,2,2,5
"35249",0,6,5,5,5,0,0,8
"35252",5,7,5,5,5,2,3,5
"35253",5,5,5,5,5,0,0,0
"35254",8,8,8,6,6,5,4,4
"35255",3,3,3,4,5,2,8,2
"35256",3,5,3,3,3,1,0,7
"35258",5,5,5,3,3,1,1,1
"35259",2,2,2,2,2,2,2,2
"35260",3,6,5,5,5,1,1,5
"35261",5,5,5,5,5,5,5,5
"35263",3,7,5,5,4,3,3,2
"35264",5,5,5,5,5,5,5,5
"35265",10,2,0,5,4,3,2,1
"35266",4,8,5,3,3,3,2,5
"35267",7,8,8,5,3,2,4,5
"35268",5,8,6,4,6,4,4,4
"35269",4,5,7,4,3,2,1,0
"35270",5,7,7,3,3,2,3,3
"35271",5,5,5,5,5,5,5,5
"35272",9,6,7,3,4,2,2,2
"35273",5,5,5,5,5,5,5,5
"35274",4,5,5,4,5,4,5,4
"35275",1,5,8,5,4,4,3,2
