"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F"
"52737",10,0,0,10,1,1
"52738",9,1,0,9,1,1
"52739",10,0,0,3,0,0
"52740",2,8,0,4,5,4
"52741",5,5,0,5,5,2
"52742",10,1,0,6,2,2
"52743",2,1,0,3,8,2
"52744",8,0,0,6,2,1
"52745",0,2,0,0,9,2
"52746",6,2,0,6,6,3
"52747",0,10,3,3,5,5
"52748",1,8,1,1,1,1
"52749",1,8,1,1,1,0
"52750",6,6,6,6,6,6
"52751",0,9,4,0,6,2
"52752",1,10,5,1,1,1
"52753",10,1,0,7,2,5
"52754",10,1,2,4,1,0
"52755",0,8,0,0,0,0
"52756",1,8,7,1,1,0
"52757",10,2,1,1,2,2
"52758",0,2,0,5,1,0
"52759",10,1,2,4,0,0
"52760",0,1,1,3,0,0
"52761",1,10,0,2,5,3
"52762",0,0,0,3,10,1
"52763",2,9,2,1,5,5
"52764",1,9,3,4,7,5
"52765",10,0,0,7,2,4
"52766",9,1,0,9,1,1
"52767",5,5,0,5,5,0
"52768",5,5,5,5,5,5
"52769",8,1,1,3,1,1
"52770",6,1,1,5,0,0
"52773",10,2,0,1,0,0
"52774",1,8,0,0,6,1
"52775",0,0,0,1,1,0
"52777",8,6,0,7,3,3
"52778",2,3,0,4,2,0
"52779",5,5,5,6,5,5
"52780",8,0,0,2,0,0
"52781",0,0,0,0,0,0
"52782",8,0,0,7,5,5
"52783",6,5,0,8,0,0
"52784",10,0,0,8,5,5
"52785",10,2,1,9,2,1
"52787",0,10,3,0,4,2
"52788",1,1,0,0,3,8
"52789",0,0,10,0,3,2
"52790",1,1,1,1,5,1
"52791",10,0,5,5,0,5
"52792",6,0,0,1,0,0
"52793",10,0,0,0,8,0
"52794",2,0,0,5,1,0
"52797",1,1,10,0,0,3
"52798",10,1,0,8,1,1
"52799",10,5,0,1,1,1
"52800",7,4,0,4,1,1
"52801",5,5,5,5,5,5
"52802",10,5,0,9,7,1
"52803",1,5,0,0,8,2
"52804",10,1,0,7,0,0
