"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F"
"52274",0,0,0,0,0,0
"52276",0,0,0,0,0,0
"52280",0,5,10,5,5,3
"52281",0,1,0,0,0,1
"52282",0,0,0,0,0,0
"52283",1,1,0,2,3,1
"52284",7,4,0,2,6,2
"52285",0,2,1,1,2,3
"52286",1,0,0,0,10,0
"52287",9,5,1,5,6,5
"52288",8,6,4,5,8,7
"52289",2,1,1,2,3,2
"52290",0,3,8,5,0,10
"52296",6,0,0,2,0,8
"52297",0,10,10,0,0,0
"52298",4,10,5,4,10,9
"52299",1,3,0,0,0,0
"52301",0,10,0,0,10,0
"52304",0,6,2,8,3,7
"52306",0,0,0,0,0,0
"52307",0,1,9,3,4,8
"52308",9,8,0,2,10,0
"52309",7,6,0,4,8,4
"52311",0,0,0,0,2,0
"52312",0,4,0,6,6,8
"52314",2,0,0,0,0,0
"52315",1,1,1,1,1,2
"52316",6,0,0,1,6,0
"52317",10,0,0,0,0,0
"52318",10,4,0,0,9,0
"52322",0,1,5,3,2,4
