"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H","cand_I"
"38549",10,5,1,8,6,5,5,0,5
"38550",4,2,0,3,9,3,3,6,8
"38551",5,10,6,1,2,8,3,4,0
"38552",9,5,2,7,5,1,2,5,5
"38553",0,6,6,6,0,1,0,0,1
"38554",10,3,0,6,4,3,3,2,6
"38555",5,2,2,8,4,5,1,0,0
"38556",1,4,4,5,4,2,4,0,2
"38557",3,7,7,6,1,5,3,0,0
"38558",5,4,4,10,3,4,5,1,1
"38559",7,5,1,5,4,7,2,5,4
"38560",4,7,5,2,2,3,7,1,0
"38561",1,6,10,2,1,1,2,0,0
"38562",5,4,0,7,4,4,10,3,1
"38563",8,9,3,5,1,7,8,0,0
"38564",5,7,1,5,4,3,10,5,2
"38565",5,5,5,5,5,5,5,0,5
"38566",6,4,2,4,6,7,5,6,5
"38567",8,6,3,7,7,6,5,3,5
"38568",7,2,0,5,9,3,4,5,8
"38569",6,3,0,6,8,3,4,5,8
"38570",4,9,6,6,3,3,0,5,3
"38571",4,5,4,5,1,1,1,0,0
"38572",8,5,8,7,3,7,6,7,5
"38573",4,8,8,2,1,5,4,2,0
"38574",6,2,0,10,8,5,2,1,9
"38575",7,3,0,3,6,3,0,0,4
"38576",0,0,0,4,0,0,0,0,0
"38577",7,8,6,3,2,6,7,0,0
"38578",6,9,7,5,3,5,6,6,3
"38579",4,3,0,5,10,3,6,8,8
"38580",8,5,0,7,1,0,5,0,0
"38581",0,8,10,5,0,5,7,0,0
"38582",8,7,5,2,2,5,3,0,0
"38583",5,8,10,8,5,5,7,2,3
"38584",6,5,1,6,2,3,4,5,2
"38585",0,9,9,1,1,3,0,0,0
"38586",2,8,9,2,4,3,2,0,0
"38587",9,9,3,1,2,2,5,0,1
"38588",6,5,2,9,7,5,1,7,7
"38589",9,4,2,7,8,6,5,7,7
"38590",2,10,7,4,4,3,3,0,0
"38591",0,7,7,7,0,0,2,0,0
"38592",2,10,5,7,3,4,5,3,2
"38593",0,8,10,0,0,3,3,0,0
"38594",7,3,1,4,8,4,4,7,5
"38595",8,4,0,6,7,2,5,2,4
"38596",3,3,3,3,3,3,3,2,3
"38597",6,4,0,6,10,4,3,5,7
"38598",9,2,0,2,9,2,2,5,2
"38599",5,6,5,6,5,6,5,6,5
"38600",3,4,7,4,3,0,0,0,1
"38601",6,5,0,10,6,5,6,5,5
"38602",7,3,2,4,0,1,3,0,0
"38603",3,6,4,3,3,6,3,3,5
"38604",4,5,2,5,5,5,1,5,2
"38605",2,8,10,4,0,4,5,0,0
"38606",7,3,0,3,9,4,3,8,9
"38607",1,10,7,2,0,3,2,0,0
"38608",4,2,0,4,8,6,6,8,9
"38609",5,10,7,4,3,5,4,3,2
"38610",4,10,10,8,4,5,4,6,4
"38611",5,5,0,5,5,5,2,5,5
"38612",3,8,7,2,2,4,2,0,0
"38613",7,8,4,1,3,9,3,8,2
"38614",8,5,0,5,3,0,4,5,0
"38615",9,3,0,6,7,1,2,0,8
"38616",6,4,4,3,3,4,5,4,2
"38617",6,2,1,4,8,3,6,7,6
"38618",6,9,6,5,6,5,5,4,3
"38619",0,6,3,3,2,2,3,0,2
"38620",7,8,5,5,4,6,5,5,3
"38621",10,4,0,5,3,2,4,0,1
"38622",0,10,9,3,3,3,10,0,0
"38623",2,8,9,3,3,4,4,1,1
"38624",6,6,4,5,6,7,3,7,4
"38625",6,7,6,5,6,8,3,5,2
"38626",3,2,3,6,3,2,3,0,2
"38627",8,5,3,10,3,3,6,0,3
"38628",5,7,0,1,8,8,2,8,6
"38629",8,7,3,6,6,4,3,5,2
"38630",5,4,0,5,7,4,1,9,5
"38631",4,7,7,8,0,0,5,0,0
"38632",0,10,10,1,5,2,10,4,2
"38633",9,9,1,3,3,5,2,2,1
"38634",5,1,0,4,9,5,5,10,4
"38635",8,4,0,5,6,2,5,0,4
"38636",4,9,9,8,6,4,8,0,6
"38637",8,2,0,7,7,3,3,3,3
"38638",10,2,0,0,8,1,3,3,0
"38639",6,7,2,4,6,8,3,4,2
"38640",0,8,7,0,0,2,2,1,0
"38641",5,9,3,5,4,3,6,0,4
"38642",7,5,1,5,6,6,5,6,7
"38643",7,9,0,3,0,4,4,0,1
"38644",6,7,7,6,0,4,2,0,1
"38645",4,3,1,4,8,5,4,9,8
"38646",5,8,8,5,2,6,6,0,1
"38647",8,2,2,8,5,3,1,0,3
"38648",5,6,2,6,8,8,7,8,7
"38649",6,5,0,7,7,6,3,5,5
"38650",7,4,4,4,5,4,5,5,5
"38651",10,2,10,0,0,3,0,0,0
"38652",5,5,2,6,7,7,6,4,5
"38653",4,9,8,7,5,9,6,8,6
"38654",3,8,6,4,5,0,2,0,0
"38655",5,7,3,7,3,5,1,7,1
