"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H","cand_I"
"37094",6,0,3,10,8,1,8,5,1
"37095",8,0,5,5,5,4,6,5,1
"37096",5,0,1,8,7,4,7,6,6
"37097",9,2,7,7,2,3,7,6,1
"37099",8,0,8,8,8,4,4,8,4
"37100",8,5,9,7,4,5,4,7,9
"37101",6,0,7,8,3,5,5,8,2
"37102",2,0,3,6,10,5,8,8,6
"37103",7,7,7,7,7,7,7,7,7
"37104",4,0,9,6,7,7,6,6,8
"37105",6,4,5,5,5,4,3,6,4
"37106",5,5,7,5,7,5,5,7,5
"37107",5,1,3,9,9,10,6,1,10
"37108",4,7,5,5,2,7,2,5,4
"37109",2,2,6,5,2,10,2,2,0
"37110",6,1,5,8,8,7,7,5,6
"37111",0,8,8,1,2,8,0,8,10
"37113",6,8,2,2,2,2,2,2,2
"37114",3,7,8,6,6,6,1,6,4
"37115",4,4,4,4,4,5,4,4,5
"37116",8,8,7,8,9,8,5,6,9
"37117",6,0,1,6,8,4,7,8,8
"37118",4,1,5,9,8,4,5,6,7
"37119",2,2,5,9,9,9,5,4,9
"37120",5,0,6,9,7,7,6,0,9
"37122",4,0,5,6,10,10,5,6,10
"37123",9,0,10,7,3,5,6,7,1
"37125",0,0,0,4,6,4,0,0,0
"37126",7,5,7,7,7,7,7,7,7
"37127",7,1,7,8,5,5,6,6,2
"37128",6,1,7,7,7,6,7,8,6
"37129",6,1,9,9,9,3,8,6,10
"37130",7,0,8,8,5,2,6,8,1
"37131",8,4,8,6,1,1,1,5,1
"37132",10,0,10,6,6,6,6,10,8
"37133",5,5,5,5,5,5,5,5,5
"37134",7,0,6,8,8,8,7,7,8
"37135",8,0,6,7,7,5,9,5,7
"37136",5,0,9,7,8,8,3,7,0
"37137",6,1,7,8,8,7,5,8,8
"37138",2,0,2,2,2,8,2,1,6
"37139",6,0,5,8,8,7,8,4,9
"37140",2,0,5,6,7,7,8,8,3
"37141",8,0,8,8,6,3,8,8,8
"37142",7,2,9,7,7,2,6,9,3
"37143",5,6,8,6,6,8,3,5,4
"37144",4,0,4,6,6,7,8,6,7
"37145",2,0,5,7,9,7,6,9,8
"37146",0,8,6,2,0,6,0,5,10
"37147",7,4,7,5,6,9,7,10,7
"37148",6,7,7,4,3,4,4,4,4
"37149",5,0,4,7,7,8,5,2,2
"37150",7,0,8,7,7,5,5,5,2
"37151",7,0,2,9,7,6,7,7,8
"37152",6,5,8,0,1,8,1,7,8
"37153",9,8,8,8,1,1,1,5,9
"37154",8,0,6,7,6,5,6,7,2
"37155",10,6,8,7,3,0,4,8,0
"37156",8,0,3,7,3,6,5,0,0
"37157",9,2,6,7,3,0,3,7,4
"37158",2,0,4,9,9,7,9,5,7
"37159",5,0,6,6,9,9,9,8,7
"37160",10,0,6,9,6,8,10,2,6
"37161",7,2,6,9,8,8,9,5,7
"37162",10,4,8,9,10,9,8,8,5
"37163",7,0,7,8,9,4,7,6,4
"37164",7,0,6,6,8,3,9,6,6
"37165",8,0,3,8,4,3,4,4,2
"37166",6,0,6,8,10,8,6,6,4
"37167",5,0,7,7,9,7,4,8,10
"37168",7,0,5,7,7,5,7,5,6
"37171",3,0,9,4,4,2,2,6,2
"37172",2,0,7,8,6,8,7,6,7
"37173",0,5,3,4,6,8,7,2,1
"37174",1,0,5,7,9,7,10,7,7
"37175",7,2,4,8,9,3,5,7,7
"37176",6,3,5,5,3,3,3,3,6
"37177",8,2,6,2,3,7,8,0,8
"37178",6,4,6,9,8,8,7,5,8
"37180",0,1,2,2,9,4,3,4,5
"37181",5,0,4,6,4,4,8,4,4
"37182",9,4,8,6,3,0,4,6,2
"37185",2,0,4,6,8,6,6,8,10
"37186",3,2,6,5,5,8,6,6,4
"37187",2,0,1,4,7,1,9,4,3
"37188",5,0,6,9,9,7,3,9,7
"37189",4,0,9,9,5,3,5,7,6
"37190",3,0,8,6,0,0,8,10,0
"37191",2,0,3,7,9,7,9,6,8
"37192",6,0,4,7,10,3,9,7,8
"37193",8,10,8,8,0,2,4,8,5
"37194",0,10,0,5,5,8,0,0,0
"37195",6,0,2,9,5,1,5,6,2
"37197",8,0,5,7,1,0,5,3,3
"37198",7,2,4,9,10,8,8,4,8
"37199",7,0,0,7,10,0,2,9,10
"37200",8,0,5,7,7,4,6,5,5
"37201",8,8,8,8,4,8,8,2,8
"37204",6,6,6,6,6,6,6,6,6
"37205",8,2,6,6,7,6,5,4,6
"37207",4,0,5,6,6,6,8,6,6
"37208",7,0,7,7,8,7,8,6,7
"37209",7,2,7,7,7,4,5,6,1
"37210",1,9,7,5,6,8,2,6,7
"37211",8,2,4,6,5,5,4,3,3
"37213",8,1,6,6,6,2,5,3,7
"37214",4,0,9,9,5,4,6,8,6
"37215",8,2,7,7,6,0,6,6,0
"37216",6,0,5,5,5,3,5,4,1
"37218",6,0,5,5,6,4,4,9,2
"37219",7,0,10,5,7,7,2,10,7
"37220",7,2,9,7,6,5,7,9,4
"37221",3,0,5,5,8,2,8,7,0
"37222",8,0,5,8,7,6,5,3,6
"37223",3,1,7,3,5,8,5,4,4
"37224",8,0,7,8,9,7,7,7,7
"37227",1,0,4,6,8,9,8,4,9
"37229",1,0,6,6,9,8,6,8,8
"37230",8,1,6,7,5,3,4,6,3
"37231",5,2,4,8,7,6,8,5,6
"37232",8,0,4,9,0,9,8,0,0
"37233",8,1,3,8,7,4,6,2,6
"37234",9,7,5,7,8,4,5,6,9
"37235",3,0,7,7,5,8,7,9,8
"37236",8,0,8,7,2,2,6,7,3
"37237",6,0,7,1,2,2,1,1,2
"37238",6,0,3,6,8,7,7,3,6
"37239",7,4,8,7,7,6,4,1,5
"37240",9,0,8,8,4,4,5,8,4
"37241",5,3,7,5,7,5,6,10,5
"37242",0,0,1,6,3,8,5,4,3
"37243",7,0,9,7,8,4,6,8,5
"37244",8,0,9,9,9,6,1,9,6
"37246",9,8,7,6,1,1,1,5,10
"37247",5,0,6,9,9,8,7,7,9
"37249",2,3,9,4,2,9,6,6,10
"37250",6,0,6,8,5,2,4,6,3
"37251",6,4,7,3,7,6,4,6,5
"37252",4,0,5,6,7,7,7,5,6
"37253",1,0,1,10,1,1,2,1,1
"37254",0,10,5,5,7,9,0,4,4
"37255",0,0,4,7,6,6,4,4,9
"37256",8,0,5,8,8,6,3,8,6
"37257",7,0,8,7,8,1,7,10,4
"37258",8,3,8,7,6,4,6,7,4
"37259",7,0,10,1,8,3,2,10,0
"37260",6,0,3,6,9,2,8,5,2
"37262",0,0,2,2,10,10,0,6,6
"37263",0,0,4,4,9,10,0,3,6
"37264",7,0,8,7,7,9,6,7,6
"37265",0,0,5,5,9,10,3,5,9
"37266",4,1,5,5,7,9,4,5,3
"37267",7,0,7,7,8,6,5,6,5
"37269",8,7,7,6,5,6,6,5,6
"37270",1,0,5,5,8,7,7,4,9
"37271",2,0,4,6,8,8,7,6,8
"37273",8,0,6,10,7,1,3,5,7
"37274",8,0,9,9,9,8,9,10,7
"37275",6,1,7,7,8,7,6,4,8
"37276",0,0,3,4,8,6,2,7,10
"37277",6,3,10,6,6,3,6,7,4
"37278",0,9,2,5,6,7,1,4,8
"37279",6,8,9,3,4,10,1,8,7
"37280",9,6,5,5,6,3,2,2,9
"37281",8,2,8,7,6,7,4,7,6
"37282",2,0,1,8,10,2,3,6,9
"37283",3,5,6,5,5,6,4,5,7
"37284",6,0,6,7,4,6,6,4,8
"37285",6,5,6,5,3,6,4,5,5
"37286",0,0,5,0,7,7,1,7,6
"37287",10,0,8,6,0,0,7,8,6
"37288",6,0,7,9,9,8,7,6,9
"37289",8,0,7,10,8,2,7,7,5
"37290",5,5,5,1,1,0,5,5,2
"37291",8,1,5,5,4,1,5,5,1
"37292",8,2,9,10,8,9,4,7,1
"37293",7,6,9,9,5,4,3,1,5
"37294",5,0,7,3,1,2,2,6,7
"37295",6,1,6,6,6,6,6,2,6
"37296",0,10,8,5,0,5,0,10,9
"37297",5,0,5,7,10,10,10,6,7
"37298",6,0,7,6,7,3,10,5,1
"37300",9,7,7,7,6,9,8,6,6
"37301",8,9,5,6,2,3,1,4,3
"37302",7,1,8,6,7,1,8,10,6
"37303",4,0,4,6,8,10,6,2,8
"37304",8,0,6,8,9,1,5,7,9
"37305",4,2,4,6,8,7,6,4,9
"37306",5,1,9,6,7,2,4,7,3
"37307",4,8,7,5,7,5,3,5,0
"37308",9,3,5,6,6,3,4,2,5
"37310",2,10,1,8,0,8,0,8,7
"37311",8,1,6,6,6,5,5,6,5
"37312",6,0,8,5,8,4,7,6,3
"37313",1,0,3,2,5,10,0,4,9
"37314",4,8,3,2,2,2,1,2,3
"37315",0,0,5,5,9,8,5,3,5
"37316",8,1,7,9,10,9,8,6,7
"37317",7,0,4,9,9,7,9,2,7
"37318",6,0,8,8,8,6,7,5,3
"37319",7,1,8,7,1,2,5,8,0
"37320",3,0,2,6,7,7,8,5,8
"37321",7,3,8,6,6,6,5,5,6
"37322",0,6,0,0,2,6,0,0,4
"37323",8,0,5,10,3,5,4,3,3
"37324",8,0,3,8,6,5,7,3,3
"37325",3,7,6,2,1,6,3,2,6
"37326",8,0,4,7,6,3,4,6,3
"37327",8,5,7,4,3,4,5,7,5
"37328",0,0,0,0,1,0,8,3,0
"37329",6,6,8,6,6,7,3,8,0
"37331",5,4,5,5,8,5,6,5,3
"37332",7,1,9,6,6,5,7,9,2
"37333",7,0,7,8,8,7,8,7,8
"37334",8,1,9,9,8,5,5,9,6
"37335",9,0,8,8,5,5,5,8,4
"37336",8,8,6,8,8,8,7,7,8
"37337",10,0,10,10,3,5,5,10,3
"37338",7,0,4,6,10,8,7,9,9
"37339",10,5,7,8,6,4,6,6,3
"37340",8,0,7,9,8,6,7,2,9
"37341",7,8,7,5,1,5,0,7,6
"37342",3,0,3,4,5,2,9,2,6
"37343",7,0,5,8,8,6,8,5,8
"37346",5,3,5,7,8,5,5,1,8
"37347",10,6,9,5,5,6,0,9,8
"37348",8,0,5,7,7,5,10,3,7
"37349",3,0,2,6,9,8,8,6,6
"37350",5,4,5,6,5,7,5,5,5
"37351",6,6,6,5,6,7,5,5,7
"37353",8,2,7,6,1,2,2,3,1
"37354",8,5,2,0,0,1,0,2,3
"37355",7,1,9,6,5,1,6,8,1
"37356",7,2,7,6,5,6,5,7,6
"37358",8,10,4,3,2,0,0,5,5
"37359",8,0,7,8,6,3,8,9,8
"37360",0,0,0,10,10,4,10,0,10
"37361",0,7,0,0,0,0,0,0,0
"37362",5,8,5,5,5,8,3,5,7
"37364",2,0,3,8,10,3,7,7,8
"37365",8,7,6,5,3,8,7,6,6
"37367",8,0,5,6,6,5,6,5,7
"37369",4,5,7,3,1,9,1,4,7
"37371",8,0,6,6,4,8,4,6,6
"37372",0,7,3,3,2,5,2,4,6
"37373",8,4,5,6,1,4,1,5,1
"37374",5,0,5,6,8,4,7,8,6
"37375",7,5,9,7,7,6,6,8,5
"37378",8,1,6,10,2,3,3,4,2
"37379",6,1,7,6,8,8,7,7,8
"37380",5,0,6,5,7,5,4,8,8
"37381",8,0,6,7,6,1,6,6,5
"37382",6,0,7,7,8,9,6,3,4
"37383",4,1,6,4,9,6,5,3,7
"37384",5,0,5,7,9,7,6,8,7
"37385",6,1,8,7,8,8,9,7,6
"37386",3,0,9,5,5,4,4,5,4
"37387",6,10,0,0,0,0,0,0,0
"37388",4,3,9,8,2,9,5,9,8
"37389",8,10,8,6,0,0,5,5,1
"37390",8,0,6,10,10,6,7,6,10
"37391",5,0,5,5,5,5,5,5,6
"37392",0,0,0,0,8,6,7,0,0
"37393",0,0,9,0,0,7,0,9,9
"37394",6,0,10,9,6,6,6,6,6
"37395",5,2,8,5,1,2,4,6,4
"37396",8,0,6,7,5,0,1,5,7
"37397",7,1,6,6,3,2,6,3,1
"37398",8,0,3,8,3,3,3,0,3
"37399",3,2,9,7,7,9,6,6,6
"37400",8,1,8,8,7,9,6,1,2
"37401",0,0,4,6,6,10,6,0,7
"37402",8,0,6,9,6,6,8,8,6
"37403",5,10,5,5,4,8,6,7,7
"37404",8,1,6,7,8,8,6,8,9
"37405",6,1,4,6,4,9,6,6,6
"37407",5,0,5,5,5,5,5,5,1
"37409",7,6,8,5,5,7,6,6,8
"37410",4,1,5,5,5,9,7,2,2
"37411",9,8,6,1,3,2,3,1,4
"37412",8,1,6,1,1,0,4,5,0
"37413",4,0,8,3,7,10,5,6,9
"37414",2,2,4,3,4,7,7,3,1
"37415",8,0,4,8,8,2,3,2,7
"37416",3,0,6,1,9,10,5,7,8
"37417",9,0,10,7,2,2,2,7,0
"37418",0,0,9,9,9,6,0,3,7
"37419",8,2,5,5,4,2,5,6,4
"37420",8,0,6,9,7,5,4,7,6
"37422",1,0,2,7,10,6,6,6,10
"37423",7,1,8,8,6,5,6,9,3
"37424",9,1,6,6,1,1,1,6,1
"37426",4,7,7,1,1,3,2,6,1
"37427",10,8,7,5,0,1,2,6,2
"37428",7,0,6,7,8,6,9,7,7
"37429",4,1,4,6,7,6,6,3,2
"37430",7,0,8,7,3,1,7,10,7
"37431",9,3,9,4,1,1,3,7,0
"37432",1,0,5,6,8,9,4,5,5
"37433",8,8,4,4,4,7,4,4,4
"37435",6,6,6,6,0,6,6,6,0
"37436",3,8,5,4,3,7,4,4,2
"37437",6,4,3,6,2,10,8,8,10
"37438",8,1,9,7,8,7,7,8,6
"37439",5,0,2,5,2,3,9,2,0
"37442",10,0,9,9,5,4,6,3,5
"37443",6,1,3,8,9,3,7,8,8
"37445",3,0,1,6,8,4,8,7,8
"37446",7,0,6,6,7,6,7,7,7
"37447",2,4,6,6,6,5,3,6,2
"37448",4,4,6,1,5,8,1,7,3
"37449",8,7,6,7,7,5,6,7,5
"37450",3,3,10,9,7,5,6,10,6
"37451",9,0,6,7,5,2,4,3,5
"37452",6,4,6,7,8,6,6,6,7
"37453",3,0,8,9,8,7,8,8,8
"37454",8,0,6,9,6,5,6,3,3
"37455",4,5,6,9,8,7,2,6,5
"37456",1,1,7,1,2,9,2,1,0
"37457",7,2,5,5,2,2,3,4,2
"37459",3,0,9,8,7,6,7,9,7
"37460",8,3,9,8,8,7,7,9,5
"37461",7,1,5,4,9,8,1,4,9
"37462",10,0,7,8,9,7,7,7,5
"37464",8,5,7,7,7,7,9,7,6
"37465",4,7,8,0,0,0,0,7,0
"37467",4,0,6,6,7,8,7,6,7
"37468",8,0,5,8,9,3,6,2,4
"37469",10,10,7,3,1,1,1,8,1
"37470",0,7,0,3,9,10,9,2,3
"37471",3,1,8,8,8,10,8,8,8
"37472",1,0,4,8,10,5,6,6,8
"37473",7,0,6,8,8,6,8,7,7
"37474",9,7,3,4,2,3,1,5,2
"37475",5,0,4,8,9,7,7,7,7
"37476",3,0,5,7,8,9,7,3,8
"37477",0,10,0,6,9,7,1,4,9
"37478",0,10,4,2,7,5,3,2,9
"37479",0,10,7,0,4,9,3,7,3
"37480",9,9,5,2,2,3,2,4,5
"37481",2,0,2,6,8,3,9,4,5
"37482",10,0,6,3,0,0,7,8,1
"37483",7,0,5,8,7,3,6,5,5
"37484",6,0,3,9,8,2,6,2,5
"37485",1,6,6,1,8,6,6,5,1
"37487",5,0,6,4,6,8,4,7,8
"37488",6,0,9,8,7,6,5,8,1
"37490",4,0,4,5,10,9,6,4,9
"37491",0,0,2,10,9,9,10,1,10
"37492",6,0,5,5,6,7,7,7,5
"37493",4,0,8,8,8,9,1,2,6
"37494",1,0,5,6,6,5,5,5,6
"37495",7,1,8,8,7,6,5,7,7
"37496",0,0,0,1,1,1,0,2,3
"37497",7,0,8,9,5,4,3,8,2
"37498",8,5,8,8,2,8,5,8,8
"37499",8,2,6,8,8,3,7,7,8
"37500",2,0,3,7,8,5,7,8,2
"37501",1,0,7,4,8,10,8,7,10
"37503",2,0,7,8,9,10,8,8,9
"37504",8,8,10,8,10,8,7,9,4
"37505",8,0,6,5,8,4,6,5,7
"37506",10,0,10,10,10,8,1,10,10
"37507",7,4,8,8,7,4,8,7,6
"37508",1,0,6,7,8,10,1,5,9
"37509",9,2,6,6,8,1,2,6,3
"37510",2,7,9,4,6,8,0,6,3
"37511",6,1,6,6,9,10,6,6,6
"37512",8,0,9,4,1,1,3,6,0
"37513",4,1,9,1,1,2,1,9,2
"37514",8,9,7,0,0,6,3,7,9
"37515",7,0,7,0,0,0,1,7,0
"37516",2,0,7,2,9,7,10,9,2
"37517",7,0,6,3,1,0,4,10,1
"37518",8,5,8,8,8,8,8,8,8
"37519",7,4,7,6,6,8,8,8,4
"37520",8,1,8,8,6,3,5,8,6
"37521",6,0,10,8,2,6,7,9,1
"37522",7,0,3,10,8,5,5,1,6
"37523",2,0,3,8,8,8,8,5,8
"37524",9,1,6,7,6,4,2,1,4
"37525",3,0,8,4,5,7,4,5,2
"37526",4,1,3,8,10,10,9,6,7
"37527",6,0,6,7,7,6,7,7,2
"37528",0,4,3,4,6,9,3,2,5
"37529",1,10,8,7,0,0,0,10,9
"37530",5,0,3,9,10,7,7,8,9
"37531",10,0,5,7,7,2,4,2,6
"37532",5,0,6,6,7,8,7,6,7
"37533",7,0,5,8,6,6,4,6,1
"37534",3,0,9,9,9,3,0,9,6
"37535",7,0,6,2,3,6,2,0,1
"37536",7,0,5,8,4,3,7,5,1
"37537",7,0,5,8,7,5,8,5,4
"37538",9,9,6,5,4,5,1,4,3
"37540",8,2,7,6,5,2,3,5,7
"37542",5,8,6,2,3,7,1,3,3
"37543",7,1,7,6,5,9,1,7,5
"37544",5,6,7,6,6,6,5,8,3
"37545",8,4,8,9,5,7,4,8,5
"37547",8,2,7,8,8,8,9,4,6
"37548",4,6,5,7,5,6,3,4,2
"37549",0,0,3,3,3,8,8,4,2
"37550",2,0,0,7,9,9,10,8,9
"37551",7,0,0,9,9,2,4,1,8
"37552",7,2,3,7,5,5,7,2,2
"37553",3,1,6,6,6,6,6,6,2
"37554",4,5,4,4,6,5,5,6,5
"37555",8,0,8,8,4,6,8,7,6
"37557",5,0,5,8,9,3,9,8,5
"37558",7,0,3,8,9,8,10,8,8
"37559",5,0,7,6,8,5,7,7,5
"37560",10,0,6,5,0,0,0,6,4
"37561",7,0,4,8,9,5,7,2,5
"37562",4,1,6,6,8,8,9,9,9
"37564",7,0,3,6,6,9,6,5,7
"37565",7,0,6,7,10,7,7,5,7
"37566",7,0,7,8,10,4,9,4,6
"37567",0,10,0,6,6,6,0,0,9
"37568",8,1,3,9,3,1,2,3,4
"37569",4,0,4,9,7,4,6,9,4
"37570",10,0,7,7,7,7,7,7,10
"37571",6,0,6,6,7,7,7,4,4
"37572",8,0,5,4,7,1,6,3,3
"37573",2,0,9,8,5,8,8,8,7
"37574",8,8,8,8,8,8,2,5,8
"37575",8,1,5,9,7,9,2,2,8
"37576",8,0,8,8,3,5,5,8,6
"37577",3,0,6,8,10,6,10,5,4
"37579",4,0,7,8,8,3,8,8,3
"37580",10,7,9,6,2,1,3,7,3
"37581",7,6,8,7,8,7,6,6,7
"37582",9,1,8,6,4,3,6,3,3
"37583",8,0,3,8,9,3,7,7,8
"37584",5,1,6,6,8,7,3,5,9
"37585",7,0,9,9,7,8,8,3,4
"37586",9,1,8,2,0,0,1,4,1
"37587",4,0,5,9,10,7,7,7,8
"37588",7,0,8,8,2,3,4,8,3
"37589",9,1,8,2,0,4,1,2,0
"37590",8,6,7,7,5,8,7,4,8
"37591",3,3,3,8,8,8,8,6,6
"37592",5,0,4,5,5,4,10,5,6
"37593",4,8,5,7,7,8,6,3,8
"37594",8,0,6,8,8,6,9,7,4
"37595",1,0,5,5,9,6,10,5,9
"37596",0,5,0,0,7,7,2,0,0
"37598",7,1,8,4,8,3,3,4,8
"37599",9,9,8,0,0,0,0,7,0
"37600",4,0,3,7,7,1,9,1,2
"37601",4,0,5,9,10,3,6,7,10
"37602",8,0,8,8,7,1,7,7,3
"37603",4,0,3,6,7,5,8,3,4
"37604",5,0,4,9,9,3,7,4,7
"37605",4,0,4,5,7,5,8,3,7
"37606",8,0,7,6,5,2,8,7,7
"37607",9,0,6,9,7,6,8,8,4
"37608",6,0,9,6,7,7,7,8,8
"37609",7,0,8,6,9,5,7,7,5
"37610",8,3,6,7,8,3,8,6,10
"37611",7,0,4,4,8,5,8,2,5
"37612",3,10,9,1,1,9,4,7,9
"37613",5,2,8,7,6,5,7,7,6
"37614",2,6,6,6,6,7,2,6,6
"37615",8,1,2,9,7,1,4,0,2
"37616",5,5,5,5,5,5,5,5,5
"37618",5,1,5,6,7,7,6,7,7
"37619",10,6,10,10,10,8,7,5,10
"37620",7,8,7,7,5,7,6,5,5
"37621",6,1,5,8,6,6,7,5,7
"37622",4,7,4,0,2,7,2,5,7
"37623",1,0,2,6,6,2,4,2,6
"37624",8,0,7,9,10,10,5,6,9
"37626",8,9,10,4,3,8,1,10,9
"37627",5,0,6,10,8,6,4,8,8
"37628",5,0,9,9,5,6,5,9,2
"37630",8,1,7,9,9,4,6,7,2
"37631",8,1,9,6,2,2,2,4,0
"37632",5,0,8,8,9,7,8,7,8
"37633",0,7,9,1,10,10,4,9,10
"37634",4,0,7,2,4,6,8,9,0
"37635",9,0,4,8,2,3,6,5,2
"37636",7,0,0,9,2,0,7,9,0
"37637",0,5,1,1,3,4,0,0,0
"37638",7,2,7,7,7,7,7,6,7
"37639",0,8,7,1,1,6,0,5,0
"37640",6,4,7,5,5,8,4,5,7
"37641",8,2,8,8,7,2,6,7,5
"37643",5,1,7,5,6,6,7,5,7
"37644",2,0,6,8,8,6,1,7,10
"37645",8,0,10,10,8,7,4,7,8
"37646",1,3,9,5,2,4,1,3,0
"37647",0,0,3,3,4,8,1,2,2
"37648",8,0,6,5,5,4,7,4,3
"37650",8,1,7,9,10,6,8,7,7
"37651",7,0,7,5,6,5,7,5,4
"37653",5,5,3,8,8,8,8,3,5
"37654",6,0,4,4,4,2,4,5,0
"37655",9,0,2,10,8,4,1,3,0
"37656",1,0,4,5,9,10,5,1,5
"37657",7,3,9,7,4,6,6,6,6
"37659",1,8,4,6,8,6,3,4,1
"37660",7,1,6,8,7,6,7,6,7
"37662",7,9,9,7,0,0,0,5,5
"37663",8,4,7,3,3,5,3,7,5
"37664",8,0,6,7,5,1,3,5,4
"37665",7,5,9,7,4,6,2,4,4
"37666",8,3,5,5,4,3,5,2,4
"37667",9,9,6,5,3,2,0,5,1
"37668",6,4,7,7,7,4,9,7,6
"37669",1,0,6,8,8,4,8,0,9
"37670",6,9,7,5,3,6,2,3,3
"37671",4,0,4,7,10,8,8,6,7
"37673",10,3,6,6,1,3,5,5,2
"37674",0,6,3,4,5,8,8,1,2
"37675",0,8,2,2,2,2,2,2,2
"37676",0,10,7,5,7,7,1,7,8
"37677",5,1,5,8,7,6,7,5,5
"37678",7,4,8,8,8,4,7,6,6
"37679",8,0,6,6,0,1,0,6,0
"37680",5,1,7,1,6,4,4,9,7
"37681",7,0,7,9,9,8,7,6,5
"37682",8,2,9,7,7,8,8,9,7
"37683",9,5,10,8,7,5,6,7,6
"37684",7,4,10,6,8,7,6,10,9
"37685",9,0,5,7,6,1,3,8,3
"37686",7,1,7,6,8,8,7,7,7
"37687",7,6,8,7,7,7,5,7,7
"37688",5,1,6,4,6,5,6,7,1
"37689",7,1,6,7,6,6,7,8,5
"37690",9,8,6,3,0,1,4,3,2
"37691",6,1,3,8,5,2,4,7,2
"37692",8,1,6,8,1,1,8,6,2
"37694",6,4,5,6,5,5,6,5,5
"37696",9,6,6,6,7,9,3,6,4
"37697",7,0,7,9,8,7,7,7,8
"37698",8,6,7,8,8,8,9,8,9
"37699",8,0,8,8,8,8,8,8,8
"37700",3,0,3,5,9,9,3,5,5
"37701",10,1,7,4,4,1,3,4,2
"37702",9,0,7,7,5,6,5,5,1
"37703",4,0,1,6,7,0,0,7,9
"37705",9,6,7,5,3,7,3,6,3
"37706",4,0,8,5,7,8,8,2,2
"37708",5,0,5,7,7,7,10,7,5
"37709",6,5,7,8,8,8,6,6,7
"37710",4,0,5,6,9,7,8,7,7
"37711",1,0,5,8,9,7,6,5,9
"37712",8,0,6,7,7,6,7,5,6
"37713",6,0,3,7,6,3,5,3,5
"37714",7,2,5,9,9,5,9,8,8
"37715",9,0,8,8,8,0,4,8,8
"37716",7,0,5,8,9,8,7,8,8
"37717",4,0,6,8,8,8,10,2,2
"37718",2,0,5,9,9,6,2,1,1
"37719",7,0,5,5,0,0,10,3,5
"37720",7,2,6,7,3,2,7,6,1
"37721",9,2,6,7,4,2,7,8,2
"37722",9,0,7,8,2,2,3,7,5
"37723",5,0,7,7,7,8,6,3,3
"37724",5,3,4,5,5,5,4,4,5
"37725",4,0,2,6,9,8,7,8,9
"37726",8,0,7,6,5,4,6,8,2
"37727",7,0,1,9,9,2,5,7,8
"37728",8,6,4,7,1,3,2,8,1
"37729",2,8,3,6,6,5,0,0,8
"37730",6,7,5,8,7,9,8,5,7
"37731",8,0,4,7,4,0,8,7,2
"37732",9,3,10,8,3,8,4,6,9
"37733",7,0,7,9,7,8,8,8,6
"37734",3,2,5,6,7,6,7,4,6
"37738",3,9,5,4,3,7,4,5,4
"37739",4,0,4,10,9,5,4,6,5
"37740",9,0,8,9,7,8,4,9,8
"37741",6,3,3,6,6,6,6,0,6
"37742",2,0,6,9,10,6,8,9,7
"37744",7,0,7,9,5,4,3,0,5
"37745",7,1,6,7,4,5,4,5,4
"37746",9,8,2,0,0,2,2,0,0
"37747",8,8,4,10,3,3,8,2,4
"37748",10,0,8,9,4,5,4,7,7
"37749",5,2,8,8,7,2,5,7,7
"37750",8,4,5,6,7,7,8,5,7
"37751",4,4,8,8,6,7,6,3,8
"37752",5,3,3,4,6,6,1,1,5
"37754",5,0,7,7,8,8,9,6,7
"37755",1,0,3,7,10,9,5,3,8
"37756",0,1,7,2,7,7,8,6,7
"37757",7,0,8,8,7,7,7,7,4
"37758",9,2,5,9,9,8,9,5,8
"37759",4,0,4,10,8,0,4,6,6
"37761",9,0,7,8,3,4,8,8,5
"37762",8,0,7,4,5,1,1,9,2
"37763",10,0,9,9,10,9,9,9,6
"37765",9,0,9,8,7,8,6,7,3
"37766",7,1,8,5,5,2,7,7,0
"37767",6,0,7,8,8,4,7,8,6
"37768",8,0,7,7,8,9,7,6,8
"37769",8,7,7,6,2,5,3,7,3
"37770",8,4,10,8,7,7,6,9,8
"37771",2,0,5,6,7,7,0,5,6
"37773",6,2,5,1,5,2,3,6,7
"37774",10,0,8,8,7,4,5,6,8
"37775",7,10,4,4,3,8,4,3,5
"37776",9,7,6,0,0,0,2,7,6
"37777",0,0,3,3,1,8,1,4,4
"37778",2,8,7,0,0,9,2,4,7
"37779",0,7,7,2,6,7,2,7,7
"37780",7,4,7,6,5,6,7,7,1
"37781",9,0,6,7,5,1,6,6,3
"37782",5,0,5,8,9,4,6,4,8
"37783",2,0,8,7,7,6,6,7,5
"37785",8,7,7,7,3,1,2,7,6
"37786",5,0,8,8,1,1,8,1,1
"37787",4,0,8,5,8,6,4,3,1
"37788",8,3,6,7,4,5,1,4,7
"37789",5,9,0,0,0,5,5,0,5
"37790",7,0,6,8,8,6,7,5,6
"37791",2,9,7,7,9,3,5,1,5
"37792",6,8,8,2,0,5,2,5,8
"37793",10,4,8,4,4,3,3,7,7
"37794",6,0,2,3,5,3,9,6,2
"37795",5,0,5,8,9,7,6,6,7
"37796",4,0,7,0,0,0,0,7,3
"37797",8,2,8,8,4,8,2,6,6
"37798",6,9,3,0,5,8,7,5,6
"37799",7,5,9,8,4,4,2,8,9
"37800",2,2,7,7,2,2,10,7,2
"37801",9,8,9,7,6,9,9,8,7
"37802",7,1,6,7,8,7,8,7,5
"37803",4,6,9,6,7,9,7,9,9
"37804",8,0,1,10,6,3,5,4,2
"37805",7,0,2,10,8,1,8,6,4
"37806",1,4,5,1,1,6,1,0,6
