"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F"
"31984",8,1,4,4,0,4
"31985",4,5,1,4,5,3
"31986",8,0,0,0,0,0
"31987",5,5,1,5,5,2
"31989",8,4,4,5,3,4
"31990",7,5,6,6,4,5
"31991",5,5,5,5,5,5
"31992",5,4,5,3,3,5
"31993",0,0,8,2,2,5
"31994",0,0,0,0,0,0
"31995",7,6,7,5,5,6
"31996",5,0,10,0,0,5
"31997",6,3,4,5,2,3
"31998",6,5,5,5,5,5
"31999",2,4,1,0,3,2
"32000",3,5,3,3,5,4
"32001",6,7,3,5,5,5
"32002",5,5,5,5,5,5
"32003",9,5,5,5,5,5
"32004",8,5,5,7,4,5
"32005",7,3,5,4,3,4
"32007",8,5,5,5,5,5
"32008",7,6,2,0,0,6
"32009",5,3,6,3,3,4
"32010",2,2,0,2,2,2
"32011",5,7,5,3,1,5
"32012",5,5,5,5,5,5
"32013",6,5,5,7,5,5
"32014",7,5,2,6,2,5
"32015",5,2,4,5,3,4
"32016",7,5,5,6,5,5
"32017",8,5,5,6,4,3
"32018",5,5,5,5,5,5
"32019",5,5,5,5,5,5
"32020",5,5,5,10,5,5
"32021",5,5,5,5,5,5
"32022",5,5,5,5,5,5
"32023",5,5,5,5,5,7
"32024",0,5,3,5,0,3
"32025",4,5,4,4,4,5
"32026",9,3,0,8,0,1
"32027",6,5,5,5,3,5
"32028",3,4,5,4,3,3
"32029",7,5,5,5,5,5
"32030",8,5,5,5,0,5
"32031",5,5,5,5,5,5
"32032",6,5,8,5,5,5
"32033",2,9,2,3,8,3
"32034",3,4,3,3,4,4
"32035",7,0,0,1,0,5
"32036",4,4,5,4,2,4
"32037",5,5,5,5,5,5
"32038",7,2,3,5,2,4
"32039",5,5,5,5,5,5
"32040",6,0,2,2,0,5
"32041",7,1,4,4,1,5
"32042",8,0,0,0,0,8
"32043",7,0,2,2,0,3
"32044",5,5,5,5,5,5
"32045",5,5,5,5,5,5
"32046",5,5,5,2,7,8
"32047",5,5,5,6,5,7
"32048",8,0,0,0,0,8
"32049",8,5,5,5,4,5
"32050",3,3,3,3,3,3
"32051",2,0,1,10,0,0
"32052",4,4,4,4,4,4
"32053",8,8,10,5,5,10
"32054",5,5,5,5,5,5
"32055",5,2,4,10,4,2
"32056",5,5,5,0,7,2
"32057",6,5,5,4,4,6
"32058",5,5,5,5,2,5
"32061",3,5,3,0,0,9
"32062",6,2,1,0,3,2
"32063",5,7,5,5,0,5
"32064",7,4,5,5,4,6
"32065",5,3,3,3,3,5
"32066",5,1,2,5,3,5
"32067",2,5,2,3,4,0
"32068",4,5,5,4,6,6
"32069",7,0,2,3,1,6
"32070",7,5,5,5,5,6
"32072",5,5,3,2,2,5
"32073",5,5,5,5,5,7
"32074",5,3,4,5,3,5
"32075",8,4,8,7,3,3
"32076",3,3,3,5,3,3
"32077",5,5,5,4,6,5
"32078",5,5,5,5,5,5
"32079",4,5,3,4,4,7
"32080",5,5,5,5,5,5
"32081",10,7,6,4,2,9
"32082",2,8,3,1,4,6
"32083",2,3,2,2,2,3
"32084",8,4,6,4,4,9
"32085",6,5,4,3,4,4
"32086",10,0,0,0,0,0
"32087",6,4,5,5,5,6
"32088",7,0,0,3,0,1
"32089",4,4,4,1,1,7
"32090",6,2,6,3,2,5
"32091",7,5,5,5,5,6
"32092",5,1,4,0,0,3
"32093",5,5,3,1,0,6
"32094",10,0,0,0,0,10
"32095",0,7,2,5,9,3
"32096",7,1,3,5,0,2
"32097",9,5,2,7,5,9
"32100",7,0,1,5,5,5
"32102",5,7,1,1,0,10
"32103",5,5,5,5,5,5
"32104",8,3,3,2,2,3
"32105",8,3,2,1,1,5
"32106",6,4,6,5,3,8
"32107",5,3,4,5,3,5
"32108",5,0,3,10,0,3
"32109",10,2,3,5,0,6
"32110",5,1,3,3,3,5
"32111",5,3,5,5,3,7
"32112",2,7,5,4,4,6
"32113",7,0,2,5,3,6
"32114",6,5,2,5,0,7
"32115",5,4,3,4,3,5
"32116",5,5,5,5,5,5
"32117",10,2,6,8,3,3
"32118",3,2,3,0,1,4
"32119",2,3,6,7,8,8
"32120",5,3,2,1,2,5
"32121",5,5,5,5,0,0
"32122",3,10,8,8,9,5
"32123",0,0,3,0,8,0
"32124",6,5,7,7,5,6
"32125",5,7,5,4,10,5
"32126",10,5,5,5,5,3
"32127",6,2,3,5,3,2
"32128",5,5,0,5,5,4
"32130",8,2,3,4,1,7
"32131",8,5,3,3,3,2
"32132",8,2,3,5,4,7
"32133",0,8,0,0,10,0
"32134",5,5,7,4,8,7
"32135",5,5,5,5,5,6
"32136",7,5,5,8,5,7
"32137",1,5,5,5,0,5
"32138",2,1,1,0,5,5
"32139",7,5,5,9,6,5
"32140",5,5,5,4,5,5
"32142",6,5,6,6,2,8
"32143",5,3,3,5,5,1
"32144",7,2,5,3,1,1
"32145",7,5,5,5,5,5
"32146",9,0,2,1,0,6
"32147",5,3,5,5,3,3
"32148",6,6,2,2,3,6
"32149",10,5,5,9,8,5
"32151",3,8,5,3,3,5
"32153",9,0,5,4,0,10
"32154",5,0,0,0,0,0
"32155",0,3,5,0,5,3
"32156",5,1,2,1,0,5
"32157",5,0,5,0,0,5
"32158",8,5,5,5,5,5
"32159",8,0,3,0,0,5
"32160",8,3,5,5,2,5
"32161",5,4,5,4,3,5
"32162",8,4,2,4,1,4
"32163",5,8,3,2,1,0
"32164",3,6,2,1,1,4
"32165",6,2,2,2,2,2
"32167",3,8,4,4,5,5
"32168",5,6,2,4,5,6
"32169",8,3,5,6,2,6
"32170",3,7,2,3,5,4
"32171",6,5,4,5,5,5
"32172",8,7,1,3,2,2
"32173",8,2,5,4,2,6
"32174",7,5,5,5,3,5
"32175",8,2,3,2,1,2
"32176",3,9,3,1,8,5
"32177",7,3,4,1,0,7
"32178",6,6,1,5,6,6
"32179",8,0,0,0,0,3
"32180",8,4,2,5,2,8
"32181",4,4,2,1,4,8
"32182",7,0,7,4,6,6
"32183",6,5,5,4,3,4
"32184",8,3,5,6,1,6
"32185",5,5,5,5,5,5
"32186",0,8,0,3,0,7
"32187",7,5,5,5,3,6
"32188",9,0,6,8,0,9
"32189",5,0,1,0,0,6
"32190",2,4,2,4,4,4
"32191",5,5,5,5,5,5
"32192",3,3,3,0,0,5
"32193",7,5,3,5,3,5
"32194",3,5,2,4,7,4
"32195",6,5,5,5,5,5
"32196",5,5,5,5,5,2
"32197",10,0,5,8,0,8
"32198",3,6,7,5,4,7
"32199",3,5,5,3,5,3
"32200",3,9,7,9,9,3
"32201",9,0,0,0,0,10
"32203",7,5,7,3,4,7
"32204",4,5,4,0,7,4
"32205",5,6,3,5,5,6
"32206",10,5,5,2,7,8
"32207",5,9,2,1,1,2
"32208",5,5,5,5,5,5
"32209",7,3,4,1,1,3
"32210",8,5,5,2,4,5
"32211",4,0,0,3,2,4
"32212",3,2,1,1,1,1
"32213",7,5,7,6,0,5
"32214",10,0,0,0,0,3
"32215",5,3,3,8,0,3
"32216",3,6,5,8,8,5
"32217",10,0,0,5,0,7
"32218",9,1,3,5,1,3
"32219",0,5,0,0,2,5
"32220",7,4,3,6,4,6
"32221",7,5,5,5,5,6
"32222",1,0,0,0,0,0
"32223",8,5,4,5,3,5
"32224",4,4,4,4,6,5
"32226",5,3,4,1,5,4
"32228",8,7,5,3,0,5
"32230",6,2,4,3,0,7
"32231",5,7,3,3,3,7
"32232",8,3,3,5,5,3
"32235",8,5,1,5,5,3
"32236",5,2,2,2,2,0
"32237",8,3,3,5,1,5
"32238",6,5,5,5,5,5
"32239",5,5,5,2,3,5
"32240",5,5,5,2,2,8
"32241",5,5,5,5,5,4
"32242",7,4,5,4,5,6
"32243",5,0,3,1,1,4
"32244",2,4,4,0,6,5
"32245",0,4,0,0,4,1
"32246",4,4,4,4,4,4
"32247",8,0,5,0,0,5
"32248",5,5,5,5,5,5
"32249",7,6,3,4,2,5
"32250",6,5,4,5,5,6
"32251",7,5,6,6,5,6
"32255",7,3,2,2,1,4
"32256",5,5,4,6,2,7
"32257",2,2,2,1,4,4
"32258",5,7,2,1,0,9
"32259",3,3,3,3,3,3
"32260",9,0,5,0,0,7
"32261",3,3,1,5,5,7
"32262",0,9,3,1,6,3
"32263",6,5,5,4,3,5
"32264",1,8,5,1,5,7
"32265",6,1,2,5,4,0
"32266",8,5,5,5,5,6
"32267",3,8,5,5,5,7
"32268",7,5,2,3,3,3
"32270",8,3,3,5,0,7
"32271",5,5,5,5,5,5
"32273",5,5,5,5,5,5
"32274",7,5,0,0,5,5
"32275",7,4,6,6,4,6
"32276",2,5,0,0,5,0
"32277",5,3,3,3,3,3
"32278",7,6,8,7,6,6
"32279",0,2,1,2,1,2
"32280",6,5,5,2,4,6
"32281",7,5,3,4,1,4
"32282",2,7,3,2,6,2
"32284",7,5,6,3,3,5
"32285",7,2,6,3,3,6
"32286",5,5,5,5,5,5
"32287",5,2,2,2,1,4
"32288",3,2,2,2,2,3
"32289",5,5,5,5,4,6
"32290",8,5,5,6,3,5
"32291",5,4,1,1,1,1
"32292",5,3,1,1,3,3
"32294",6,5,5,5,4,5
"32295",5,5,5,5,5,5
"32296",5,5,5,5,5,5
"32297",7,5,3,3,3,5
"32299",5,5,5,5,5,5
"32301",5,5,6,0,3,5
"32302",8,7,4,2,2,0
"32303",6,7,4,0,0,6
"32304",5,5,5,5,5,5
"32305",0,9,2,2,10,3
"32308",10,3,5,8,0,3
"32309",10,0,0,0,0,0
"32310",4,1,3,1,1,3
"32311",3,7,6,3,3,5
"32312",8,0,0,0,0,5
"32313",5,5,5,5,5,5
"32314",2,5,5,3,0,3
"32315",3,1,1,1,1,4
"32316",5,5,4,4,4,5
"32317",6,0,6,0,0,0
"32318",5,9,5,2,8,3
"32319",7,10,6,4,6,7
"32320",5,5,5,5,5,5
"32321",5,5,5,5,5,5
"32322",7,7,5,5,7,7
"32323",6,2,1,2,0,2
"32324",2,9,7,1,8,5
"32325",2,2,2,2,4,3
"32326",3,5,0,3,7,0
"32327",6,4,7,5,5,6
"32328",7,1,8,3,1,1
"32329",6,5,2,5,2,6
"32330",4,4,3,4,4,4
"32331",5,3,4,1,1,3
"32332",6,5,5,5,1,5
"32333",8,3,5,3,3,5
"32334",5,5,5,5,5,5
"32335",6,8,0,3,6,3
"32336",7,5,1,1,1,5
"32338",8,2,0,4,2,7
"32339",5,5,4,1,5,2
"32340",0,6,1,0,0,4
"32341",5,5,5,5,5,3
"32342",5,5,5,5,5,8
"32343",6,6,3,0,7,5
"32344",3,6,4,5,3,6
"32346",6,0,0,0,0,3
"32347",5,3,2,1,5,1
"32348",5,6,4,5,5,5
"32349",7,5,4,7,5,5
"32350",3,7,5,1,5,6
"32351",6,4,4,4,4,6
"32352",6,5,0,1,5,1
"32353",4,2,4,3,3,2
"32354",3,5,4,5,5,5
"32355",5,5,5,5,5,5
"32356",8,6,5,6,3,6
"32357",0,5,0,0,5,0
"32359",3,7,0,5,5,0
"32360",7,1,0,1,0,1
"32361",8,1,6,5,3,5
"32362",5,5,5,5,5,5
"32363",7,5,5,5,4,6
"32364",3,7,1,3,3,4
"32365",2,3,5,5,5,3
"32366",5,5,1,1,6,2
"32367",7,3,5,10,0,6
"32370",5,3,3,4,2,4
"32371",5,4,5,6,5,5
"32372",8,4,3,4,4,4
"32373",10,0,0,5,0,5
"32374",5,5,5,5,5,5
"32375",7,10,5,6,4,3
"32377",6,5,5,5,5,5
"32378",5,5,5,5,5,5
"32379",5,1,4,4,1,2
"32380",10,3,5,2,0,9
"32381",4,5,5,4,4,4
"32382",8,0,1,2,0,7
"32383",7,7,5,6,6,5
"32384",6,5,4,4,3,5
"32385",3,7,5,5,3,5
"32386",3,7,6,4,6,6
"32387",5,5,6,5,5,5
"32388",9,0,3,0,0,0
"32389",10,0,5,5,0,5
"32391",3,4,5,4,4,6
"32392",3,3,3,3,3,3
"32394",8,4,1,7,5,4
"32395",8,3,1,1,1,5
"32396",8,1,1,6,0,3
"32397",2,7,2,0,5,2
"32398",5,3,3,5,5,3
"32399",9,2,1,7,5,1
"32400",2,2,2,2,2,2
"32401",5,0,0,2,0,0
"32403",7,5,5,5,5,5
"32404",5,5,5,5,5,5
"32405",1,5,5,5,5,5
"32408",7,4,3,3,2,4
"32409",3,7,3,2,7,0
"32410",0,10,0,3,5,1
"32411",5,5,5,5,5,5
"32412",6,0,0,5,5,3
"32413",5,4,5,4,3,4
"32414",5,5,5,4,4,5
"32415",5,5,5,4,4,5
"32416",0,7,5,0,5,0
"32417",10,2,5,5,2,2
"32419",0,5,0,0,5,0
"32420",5,5,10,5,10,5
"32421",7,3,2,1,0,3
"32422",5,4,2,1,5,5
"32423",5,5,5,2,4,5
"32424",6,5,5,3,1,3
"32427",7,8,2,0,7,5
"32428",9,3,6,3,3,5
"32429",5,5,5,5,5,5
"32430",5,5,5,5,5,5
"32431",5,5,5,5,5,5
"32432",3,4,2,1,3,1
"32433",0,0,0,0,0,0
"32434",3,8,2,2,4,5
"32435",3,7,9,5,8,5
"32436",7,4,7,8,5,7
"32437",5,8,3,3,8,3
"32438",6,2,3,3,3,2
"32439",8,6,8,8,6,6
"32440",5,8,1,3,2,2
"32441",7,5,5,5,5,5
"32442",5,5,5,0,5,5
"32443",7,3,4,7,1,2
"32444",5,5,7,5,5,4
"32445",0,10,0,0,10,0
"32446",8,5,3,5,0,6
"32447",2,3,3,2,0,2
"32448",5,2,2,2,2,2
"32450",9,3,2,0,3,3
"32451",5,2,2,5,2,2
"32453",5,5,5,7,5,5
"32454",0,5,3,0,10,5
"32455",9,6,1,9,5,4
"32456",9,0,0,8,0,5
"32457",6,5,5,0,2,5
"32458",10,0,0,0,1,5
"32459",8,3,0,5,3,5
"32460",4,3,4,3,3,3
"32461",4,4,4,4,4,4
"32462",8,0,0,0,0,0
"32463",8,2,2,6,3,3
"32464",7,5,5,5,5,5
"32465",7,1,2,1,1,4
"32467",5,4,1,3,2,3
"32469",4,3,10,6,3,9
"32470",6,2,3,4,6,3
"32471",5,5,5,5,5,5
"32472",6,6,3,5,2,3
"32473",4,8,3,0,6,5
"32474",8,7,5,5,4,6
"32475",5,5,5,8,7,5
"32476",0,7,3,4,9,3
"32477",5,5,5,5,5,5
"32478",2,0,0,0,0,0
"32479",7,8,4,7,2,5
"32480",8,6,0,8,3,5
"32481",5,5,7,5,5,7
"32482",6,5,6,6,5,5
"32483",7,4,4,5,3,6
"32484",7,5,3,3,1,5
"32485",5,0,0,5,2,0
"32486",5,5,5,3,3,5
"32487",5,3,2,1,0,2
"32488",6,5,5,5,3,6
"32490",5,5,5,5,5,2
"32491",5,5,5,0,7,5
"32492",8,3,5,10,2,2
"32493",10,2,0,7,2,4
"32494",3,8,4,0,2,7
"32495",5,5,5,2,2,5
"32496",8,3,2,2,0,3
"32497",8,3,0,3,0,9
"32498",6,3,4,4,1,4
"32499",5,9,2,0,2,5
"32501",5,1,1,1,1,1
"32502",5,7,3,0,0,4
"32503",5,8,4,4,6,6
"32504",7,6,5,7,3,7
"32505",5,5,3,5,0,7
"32506",5,3,2,5,5,2
"32507",5,5,5,1,10,3
"32508",6,4,4,4,3,4
"32509",6,9,2,0,5,5
"32510",5,0,5,9,0,5
"32511",5,5,5,5,5,5
"32512",6,5,5,5,5,5
"32513",7,5,5,4,4,7
"32514",7,7,2,2,1,5
"32515",5,4,2,2,2,4
"32516",7,7,6,8,4,6
"32518",5,5,5,5,5,5
"32519",7,1,3,5,1,3
"32520",5,5,5,5,4,5
"32522",6,3,5,5,2,3
"32523",0,1,0,1,1,1
"32524",2,7,2,2,2,3
"32525",7,4,5,4,3,4
"32526",5,4,5,3,3,4
"32527",7,6,5,5,2,1
"32528",5,5,5,5,0,5
"32529",1,6,6,6,3,6
"32530",0,3,3,0,3,3
"32531",0,8,0,0,7,0
"32532",0,5,8,2,0,5
"32533",3,4,3,3,5,3
"32534",8,3,2,10,3,3
"32535",7,4,7,7,0,6
"32537",7,3,2,5,1,2
"32538",4,6,5,5,5,5
"32539",5,2,3,5,0,6
"32540",5,5,5,5,5,5
"32541",8,2,3,6,0,2
"32542",5,5,3,3,3,3
"32543",8,9,0,2,0,5
"32544",3,5,5,5,5,5
"32545",7,5,5,5,5,5
"32547",7,5,5,5,3,5
"32548",5,5,3,5,3,3
"32549",3,6,5,4,3,5
"32550",4,8,6,5,7,4
"32551",7,5,3,5,7,7
"32552",5,5,5,5,5,5
"32553",7,5,5,7,1,5
"32554",0,1,0,1,0,3
"32555",10,0,0,8,0,5
"32556",8,3,3,3,3,3
"32557",5,5,5,5,5,5
"32558",5,5,5,5,5,5
"32559",6,5,5,5,5,5
"32560",8,5,8,5,5,8
"32561",7,6,2,5,5,1
"32562",8,7,5,8,7,7
"32563",7,6,6,6,6,6
"32564",7,4,5,6,4,5
"32565",2,7,8,3,5,5
"32566",5,5,5,7,5,5
"32567",7,5,1,3,3,5
"32568",5,5,5,0,0,5
"32570",5,5,2,10,5,2
"32571",3,2,2,2,2,1
"32572",8,2,7,5,2,7
"32573",1,8,2,0,7,1
"32574",5,0,0,0,0,2
"32575",7,0,3,0,0,5
"32576",0,5,7,0,0,5
"32577",5,5,5,5,5,5
"32578",10,1,7,9,0,7
"32579",8,5,2,5,3,5
"32580",5,5,5,5,5,5
"32581",7,6,5,4,4,5
"32582",5,2,5,5,2,2
"32583",6,4,5,5,4,6
"32584",8,0,2,0,0,2
"32585",5,3,5,5,0,3
"32586",3,4,5,3,5,4
"32587",10,6,5,7,1,3
"32588",5,5,5,5,5,5
"32589",5,5,3,6,3,2
"32590",6,5,3,3,5,5
"32591",7,9,5,10,9,3
"32592",5,8,6,4,4,9
"32594",6,5,6,5,5,8
"32595",0,2,0,2,5,0
"32596",1,9,1,3,3,0
"32597",6,3,5,2,2,2
"32598",5,0,0,5,5,0
"32599",5,2,5,4,2,2
"32600",5,4,7,7,5,5
"32601",5,0,5,0,0,3
"32602",5,5,5,5,5,5
"32603",2,4,5,2,2,2
"32604",7,9,0,4,4,3
"32605",0,10,3,5,5,5
"32606",5,4,4,1,1,4
"32608",3,4,5,2,3,3
"32609",10,0,0,0,0,0
"32610",5,6,7,7,5,6
"32611",8,0,0,0,0,0
"32612",6,5,5,5,5,5
"32613",5,8,5,5,5,5
"32614",5,5,5,5,0,7
"32615",5,4,5,1,2,4
"32616",8,2,2,0,0,1
"32617",7,2,2,5,2,3
"32618",5,5,5,5,8,5
"32620",6,4,4,4,4,4
"32621",8,1,1,4,0,0
"32622",8,2,7,7,2,2
"32623",3,8,5,2,3,5
"32624",5,5,5,3,4,7
"32625",6,5,5,5,5,5
"32628",5,5,1,5,5,5
"32630",2,2,2,2,2,2
"32631",3,8,3,5,4,4
"32632",8,1,0,5,0,3
"32634",7,3,5,7,3,3
"32636",5,6,2,5,5,5
"32637",6,6,3,6,5,6
"32638",5,3,3,5,3,3
"32640",5,5,5,5,5,5
"32641",5,5,5,5,3,5
"32642",3,1,1,5,1,3
"32643",7,5,3,6,2,4
"32644",5,5,5,5,5,5
"32645",6,5,5,5,5,6
"32646",6,7,0,5,2,2
"32647",8,6,6,6,6,6
"32648",0,9,0,0,10,0
"32649",10,1,1,1,1,1
"32650",5,5,5,5,5,5
"32651",0,0,0,0,0,0
"32654",5,5,3,3,5,5
"32655",8,0,4,6,0,7
"32656",7,3,2,4,3,3
"32658",6,5,3,5,2,5
"32660",3,7,5,3,3,5
"32661",5,2,5,3,0,4
"32662",7,2,7,2,2,3
"32663",4,3,3,3,4,3
"32664",7,4,4,3,2,4
"32665",5,2,2,10,0,2
"32666",9,0,0,0,2,0
"32667",5,5,5,6,6,5
"32668",5,0,3,10,0,0
"32669",4,3,3,3,4,2
"32670",5,4,4,7,4,5
"32671",8,5,5,3,8,5
"32672",5,5,5,5,4,5
"32673",6,5,5,2,5,2
"32674",5,5,5,5,5,5
"32675",5,1,1,1,0,2
"32676",5,5,5,1,5,5
"32677",2,5,5,3,8,5
"32679",8,4,6,7,4,7
"32680",9,0,0,0,0,1
"32681",7,0,2,2,2,5
"32682",9,8,0,0,0,0
"32683",5,5,5,5,5,5
"32684",5,5,5,5,5,5
"32685",5,5,5,10,5,5
"32686",5,5,5,5,5,5
"32687",5,5,5,8,1,5
"32688",2,0,0,2,2,2
