"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F"
"13083",6,2,8,4,3,7
"13084",0,3,8,8,0,5
"13086",5,1,7,6,6,5
"13087",0,0,0,0,0,0
"13089",10,0,0,0,0,0
"13090",8,5,5,4,2,5
"13092",2,3,3,2,2,1
"13094",5,4,8,5,3,3
"13095",5,5,1,5,3,1
"13096",6,4,6,6,6,3
"13099",5,10,8,3,3,8
"13100",0,4,1,3,1,1
"13104",0,3,4,1,0,0
"13107",4,1,3,3,1,1
"13108",7,0,5,6,4,2
"13110",5,0,0,2,0,0
"13112",0,0,10,10,0,0
"13114",2,7,5,6,4,4
"13115",5,5,5,5,5,5
"13117",4,7,7,3,7,7
"13118",0,10,8,0,0,0
"13119",0,2,0,1,1,1
"13120",1,5,5,4,3,5
"13121",3,2,3,4,3,2
"13122",8,10,5,2,3,1
"13123",0,2,8,3,0,2
"13124",0,5,10,0,0,0
"13125",0,0,5,5,0,0
"13127",0,10,0,10,0,0
"13128",0,0,8,6,0,0
"13129",4,6,4,4,4,2
"13130",7,1,8,5,2,6
"13131",2,3,3,4,5,2
"13132",1,5,10,1,1,1
"13133",8,5,3,1,5,2
"13134",4,3,4,3,2,2
"13135",7,7,5,5,4,5
"13136",1,8,0,1,2,1
"13137",4,4,4,5,3,2
"13139",4,10,0,5,3,7
"13142",10,10,0,10,0,0
"13143",6,5,4,8,3,0
"13144",0,1,1,0,1,0
"13145",10,6,7,7,5,5
"13147",0,0,6,0,0,0
"13150",2,5,2,3,4,3
"13151",5,5,2,6,5,7
"13152",7,0,0,0,0,0
"13153",5,5,5,5,5,5
"13155",10,9,3,3,1,1
"13158",0,0,0,0,0,0
"13159",5,0,0,0,0,0
