"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G"
"13958",9,9,5,6,2,8,6
"13959",4,9,0,0,5,8,2
"13960",7,8,0,6,9,8,3
"13961",8,7,0,6,3,5,5
"13962",7,5,0,10,7,5,6
"13963",7,3,0,9,0,6,8
"13964",0,0,0,2,0,3,0
"13965",6,9,0,5,7,8,3
"13966",2,8,0,5,9,7,2
"13967",7,6,0,5,5,4,3
"13968",8,7,0,9,2,7,2
"13969",6,9,0,5,5,8,1
"13970",7,8,0,5,3,10,7
"13971",8,5,7,8,8,5,9
"13972",8,7,0,9,6,8,3
"13973",6,8,0,5,5,10,5
"13974",8,8,9,5,7,4,8
"13975",7,8,0,5,3,6,5
"13976",10,8,2,9,2,8,9
"13977",9,7,0,9,2,4,9
"13978",8,8,0,8,2,5,8
"13979",7,9,0,1,9,9,0
"13980",7,7,6,8,6,3,8
"13981",7,5,5,9,1,5,7
"13983",10,5,0,7,0,0,8
"13984",7,8,0,7,8,8,6
"13985",7,5,3,8,4,6,5
"13988",9,6,3,8,0,0,9
"13989",4,7,0,5,4,8,3
"13990",8,8,10,9,7,8,8
"13991",4,5,0,3,2,7,1
"13992",7,3,5,6,0,0,10
"13993",10,3,0,9,0,1,10
"13994",8,7,1,8,7,7,8
"13995",8,7,0,5,6,5,8
"13996",6,8,0,3,7,9,6
"13997",3,5,3,1,5,4,1
"13998",5,7,8,7,2,8,8
"13999",7,8,0,5,6,0,8
"14000",9,7,2,8,3,8,9
"14001",9,8,1,6,1,3,7
"14002",10,8,0,9,0,0,10
"14003",9,8,0,8,5,8,8
"14004",10,9,2,9,5,5,9
"14005",8,8,1,9,7,8,7
"14006",10,8,0,5,0,0,9
"14008",9,5,2,9,2,8,9
"14009",9,7,0,7,0,6,9
"14010",9,7,1,8,4,8,8
"14011",6,10,0,5,7,8,5
"14012",5,5,0,8,5,5,4
"14013",7,8,0,6,7,9,1
"14015",8,9,0,8,7,8,6
"14016",2,2,0,10,7,7,2
"14017",2,8,0,0,2,6,2
"14018",8,2,0,6,1,6,7
"14019",6,8,0,1,5,8,2
"14020",8,7,0,6,1,1,0
"14021",4,10,0,4,4,8,6
"14022",7,6,2,7,6,5,4
"14023",6,7,0,4,6,2,4
"14024",9,5,7,5,2,1,7
"14027",4,9,1,2,4,9,2
"14028",5,5,8,4,5,5,6
"14029",10,6,0,7,0,4,9
"14030",6,8,7,7,4,9,6
"14031",0,2,9,5,2,3,1
"14032",10,8,0,7,2,6,7
"14033",6,4,2,8,6,5,6
"14034",5,6,10,6,5,6,5
"14035",7,6,0,9,4,8,4
"14036",8,8,0,8,6,7,7
"14037",8,7,0,6,6,7,7
"14038",10,10,2,7,4,9,8
"14039",10,7,0,8,1,6,9
"14040",3,3,2,5,1,3,2
"14041",8,9,0,10,4,8,7
"14042",2,7,0,1,9,9,1
"14043",6,4,1,4,7,5,4
"14044",5,6,0,2,9,10,3
"14045",8,7,0,6,8,8,6
"14046",10,8,0,9,0,4,9
"14047",7,5,0,8,7,9,2
"14048",6,9,0,3,9,8,2
"14049",5,8,0,4,2,6,5
"14050",1,1,10,3,1,0,1
"14051",8,8,0,9,0,9,8
"14052",8,8,0,1,9,8,0
"14053",9,8,0,6,6,7,7
"14054",1,8,0,2,10,9,3
"14055",7,9,0,7,4,7,2
"14056",7,9,0,7,7,3,5
"14057",8,7,5,10,2,2,8
"14058",7,7,0,6,4,9,4
"14059",3,9,0,5,9,10,1
"14060",9,6,7,5,1,7,9
"14061",8,8,1,7,5,8,7
"14062",7,7,0,8,3,8,7
"14063",5,2,2,7,5,4,3
"14064",10,7,0,8,0,5,7
"14065",6,3,3,7,2,5,3
"14066",7,5,4,6,2,4,7
"14067",2,5,1,3,8,4,2
"14068",3,8,0,2,9,5,1
"14069",2,0,0,0,0,10,2
"14070",7,7,0,3,8,10,3
"14071",3,1,1,3,7,5,1
"14072",10,5,1,9,0,2,9
"14073",9,7,1,7,3,6,9
"14074",5,5,3,5,5,5,5
"14075",10,1,0,0,1,1,9
"14076",7,8,0,4,6,7,5
"14077",9,3,0,9,1,5,3
"14078",5,5,7,5,5,5,5
"14079",7,7,2,8,5,4,3
"14080",10,5,0,1,1,4,9
"14081",9,6,2,6,2,6,8
"14082",6,7,0,5,4,10,0
"14083",7,7,0,6,6,7,6
"14084",4,9,1,3,2,0,10
"14085",5,8,5,5,5,6,6
"14086",6,6,0,5,1,2,6
"14087",8,7,0,8,5,8,7
"14088",9,7,1,5,5,7,9
"14089",9,8,0,7,0,8,9
"14090",9,8,1,8,3,6,8
"14091",3,5,7,2,5,3,5
"14092",10,5,0,8,0,0,9
"14093",6,6,6,6,5,5,6
"14094",8,3,5,2,5,8,8
"14095",10,7,0,7,6,8,9
"14096",4,8,0,3,5,9,1
"14097",8,8,1,7,1,5,5
"14098",7,8,1,8,3,9,7
"14099",9,8,0,7,5,8,9
"14100",5,5,5,5,5,5,5
"14101",6,7,0,2,5,9,3
"14102",7,3,7,6,0,8,5
"14104",7,7,0,7,5,8,5
"14105",9,7,0,7,2,8,3
"14106",10,5,0,10,0,6,7
"14107",7,6,0,4,8,9,1
"14108",10,2,0,7,0,0,9
"14109",4,9,0,3,6,7,3
"14110",8,8,2,7,5,5,5
"14111",7,7,0,2,1,7,8
"14112",2,5,0,4,4,7,1
"14113",6,5,0,6,5,3,5
"14114",8,7,0,6,2,9,2
"14115",7,6,0,1,5,8,5
"14116",2,6,7,0,0,2,4
"14117",4,10,4,4,7,7,4
"14118",1,3,0,1,6,7,0
"14119",9,3,5,7,6,7,9
"14120",5,6,0,6,7,8,0
"14121",9,4,0,4,3,8,6
"14122",4,5,10,0,0,0,8
"14123",0,0,10,0,5,0,0
"14124",8,7,0,7,4,6,8
"14125",7,6,0,8,2,5,8
"14126",9,8,0,9,7,9,9
"14127",10,8,0,8,1,7,9
"14128",8,8,0,8,5,7,8
"14129",8,3,0,4,4,6,5
"14130",10,7,0,8,2,8,8
"14131",6,7,1,3,1,6,3
"14133",7,8,0,5,1,7,4
"14134",0,0,0,0,0,0,0
"14136",7,5,0,5,2,4,6
"14137",10,8,0,9,9,6,8
"14138",3,8,0,4,3,3,3
"14139",7,9,0,3,5,10,5
"14140",5,4,6,10,0,0,4
"14141",3,6,0,1,2,3,1
"14142",7,8,0,4,8,9,3
"14143",8,0,5,5,5,2,9
"14144",8,2,0,2,0,7,6
"14145",1,2,0,1,2,3,0
"14146",0,1,7,2,6,2,1
"14147",8,7,0,0,7,7,8
"14148",3,5,0,2,6,9,1
"14149",6,6,6,5,6,6,6
"14150",7,7,0,6,8,9,6
"14151",5,5,7,5,3,6,5
"14153",5,4,0,5,0,8,2
"14154",1,7,10,4,9,0,1
"14155",3,6,0,1,3,8,0
"14156",8,7,1,7,5,6,5
"14158",7,9,0,6,3,7,3
"14159",6,4,3,7,3,3,8
"14160",10,6,5,6,2,7,8
"14161",5,9,0,2,0,10,3
"14162",3,0,3,4,1,0,2
"14163",5,8,0,3,9,8,3
"14164",5,7,0,7,6,8,5
"14165",1,1,9,3,0,0,3
"14166",10,0,0,1,0,7,10
"14167",4,9,0,6,5,8,3
"14168",9,5,5,9,0,7,9
"14169",7,7,1,5,4,6,5
"14170",6,5,2,7,6,6,2
"14171",8,7,1,6,6,8,4
"14172",7,6,0,7,5,3,7
"14173",8,3,8,1,0,3,8
"14174",10,6,0,8,2,9,10
"14175",2,5,0,2,9,8,2
"14176",4,8,0,6,2,10,4
"14177",5,6,0,3,6,8,3
"14178",7,8,0,8,4,9,6
"14179",8,5,0,9,0,7,8
"14180",9,6,0,7,4,9,9
"14181",5,7,0,2,6,9,5
"14182",8,5,0,9,3,5,6
"14183",9,7,0,9,7,9,8
"14184",9,7,0,8,4,7,10
"14185",9,8,2,8,4,7,9
"14186",9,6,8,6,4,2,10
"14187",8,9,0,8,1,8,6
"14188",9,7,0,7,4,8,7
"14189",3,3,0,1,7,5,3
"14190",6,7,0,2,7,5,5
"14191",4,6,0,2,3,4,8
"14192",9,8,0,7,3,6,10
"14193",9,7,0,8,5,6,9
"14194",8,6,1,7,2,7,8
"14195",7,3,0,4,1,5,10
"14196",7,6,1,6,1,4,10
"14197",9,6,0,9,1,1,8
"14198",10,6,1,6,4,6,9
"14199",8,7,5,10,0,0,8
"14200",9,6,0,6,5,6,9
"14201",10,8,0,8,0,9,10
"14202",9,8,0,10,4,6,9
"14203",8,6,0,6,5,4,8
"14204",0,5,8,7,5,8,0
"14205",4,3,0,3,3,1,3
"14206",3,5,0,5,1,5,4
"14207",4,4,7,6,6,6,3
"14208",1,2,1,0,8,1,2
"14210",8,9,0,8,9,9,8
"14211",8,7,0,6,2,5,9
"14212",7,8,7,5,0,0,7
"14213",10,6,0,7,5,7,10
"14214",8,9,0,7,7,8,8
"14215",6,5,0,5,4,7,4
"14216",9,4,0,8,2,6,10
"14217",10,8,0,7,2,10,7
"14218",5,5,5,5,5,5,5
"14219",7,7,0,6,3,0,7
"14221",9,8,0,9,5,10,6
"14222",7,7,3,8,1,8,7
"14223",4,7,2,5,5,6,6
"14224",3,10,0,1,7,10,2
"14225",8,8,5,5,5,7,9
"14226",3,3,5,7,5,3,5
"14228",5,6,0,1,6,8,3
"14229",8,9,0,5,7,8,4
"14230",7,2,3,8,4,9,0
"14231",8,6,0,7,9,8,7
"14232",9,7,4,8,2,2,9
"14233",1,5,0,5,5,6,6
"14234",4,1,10,7,0,0,4
"14235",9,8,0,7,5,7,4
"14236",8,4,0,5,0,5,3
"14237",6,7,1,2,2,8,8
"14238",7,8,0,6,3,6,5
"14239",8,3,0,1,0,9,7
"14240",8,8,3,5,7,5,8
"14241",7,4,1,8,0,1,7
"14242",7,4,0,10,0,10,5
"14243",5,6,0,6,3,8,1
"14244",10,8,0,4,0,6,7
"14245",8,6,0,7,5,7,8
"14246",7,5,0,7,5,8,2
"14247",6,6,0,5,7,7,6
"14248",7,7,0,8,7,9,4
"14249",9,9,0,7,3,9,7
"14250",0,6,0,5,6,5,4
"14251",6,7,0,8,0,6,5
"14252",0,8,0,2,5,10,0
"14253",8,7,9,8,2,1,8
"14254",2,5,0,0,8,6,0
"14255",8,7,0,7,0,7,6
"14256",8,8,0,7,7,8,6
"14257",9,8,0,9,1,8,10
"14259",8,7,5,6,5,5,8
"14260",8,7,0,7,4,8,8
"14261",9,9,0,7,4,10,3
"14262",7,9,0,6,8,10,2
"14263",5,6,0,4,9,7,5
"14264",8,7,1,7,0,6,8
"14265",10,9,0,8,3,7,10
"14266",9,2,1,8,0,2,9
"14267",1,7,0,3,5,7,0
"14268",2,3,2,2,5,4,2
"14269",6,4,9,5,1,2,6
"14270",8,8,0,8,6,7,8
"14272",9,8,0,7,0,6,9
"14273",9,8,1,8,4,7,8
"14274",10,6,0,8,0,6,10
"14275",9,8,0,10,6,8,9
"14276",5,1,6,4,5,1,6
"14277",7,7,0,5,7,7,7
"14278",7,5,9,9,0,0,7
"14279",9,8,0,7,6,6,9
"14280",7,5,0,5,10,9,7
"14281",7,7,0,5,4,7,5
"14282",3,7,0,7,3,2,7
"14283",8,7,0,8,3,4,8
"14284",3,1,7,7,0,0,7
"14285",8,5,0,7,2,6,9
"14286",8,9,0,7,4,6,7
"14287",0,2,7,5,3,6,0
"14288",9,8,0,6,5,9,9
"14289",8,6,5,7,4,4,8
"14290",9,6,0,9,4,7,9
"14291",5,7,10,6,8,8,8
"14292",9,7,0,8,1,5,9
"14294",8,8,0,5,4,7,7
"14295",7,7,5,6,5,7,8
"14297",8,7,0,7,5,8,8
"14298",6,6,1,2,2,2,7
"14299",7,7,0,6,0,7,7
"14300",7,9,5,7,5,4,7
"14301",8,8,0,8,0,8,9
"14302",9,4,0,6,6,10,6
"14303",8,7,0,7,5,7,9
"14304",0,9,6,2,6,8,0
"14305",3,9,6,9,6,5,1
"14306",8,7,2,6,0,7,5
"14307",9,9,0,8,5,5,7
"14309",4,7,2,2,4,4,4
"14311",9,7,3,5,5,5,9
"14312",5,5,0,6,7,5,5
"14313",8,4,0,7,3,3,9
"14314",6,6,0,9,3,9,7
"14315",8,8,0,1,0,0,9
"14316",8,6,0,6,0,7,5
"14317",10,7,3,7,2,8,10
"14318",9,9,0,9,7,9,9
"14319",7,8,0,4,4,2,6
"14320",6,7,0,4,5,8,3
"14321",8,6,2,7,4,8,8
"14322",7,9,0,5,3,3,7
"14323",10,7,0,6,1,8,5
"14324",9,7,0,8,8,10,9
"14325",3,7,0,2,0,7,2
"14326",2,2,2,0,7,0,6
"14327",8,8,0,7,5,7,7
"14328",8,5,6,7,0,2,10
"14329",8,7,0,8,1,5,6
"14330",7,8,0,8,9,9,7
"14331",5,6,0,4,6,6,3
"14332",4,7,0,4,8,9,2
"14333",9,6,8,5,5,6,10
"14334",5,9,1,5,7,7,2
"14335",2,7,0,8,3,4,2
"14336",8,7,0,7,9,9,8
"14337",5,2,5,0,0,0,6
"14338",8,3,0,9,1,5,8
"14339",3,3,7,5,0,0,5
"14340",8,6,3,8,2,1,8
"14341",4,3,0,10,0,5,4
"14342",6,8,9,0,5,0,8
"14343",8,4,1,9,2,3,9
"14344",4,4,0,6,8,5,6
"14345",7,8,9,6,5,7,6
"14346",8,10,0,10,1,7,7
"14347",10,5,0,7,5,7,10
"14348",0,7,0,2,9,5,1
"14349",6,9,0,5,6,9,4
"14350",7,9,0,5,6,6,7
"14351",0,0,8,0,0,0,0
"14352",4,8,0,5,10,9,4
"14353",8,6,0,8,4,8,4
"14354",0,0,0,0,0,1,0
"14355",8,7,7,7,2,6,8
"14356",5,3,5,7,1,5,6
"14357",3,3,5,0,1,1,3
"14358",7,8,0,7,5,6,7
"14359",0,0,0,0,0,0,0
"14360",7,10,0,5,7,8,2
"14361",8,3,7,1,0,6,8
"14362",2,8,0,0,0,10,0
"14363",10,5,0,7,0,5,10
"14364",9,7,1,10,0,0,8
"14365",4,7,3,4,5,7,5
"14366",3,8,0,7,6,9,3
"14367",5,4,10,5,0,0,6
"14368",6,7,0,5,7,4,6
"14369",9,3,0,7,2,3,7
"14370",8,6,1,6,5,6,8
"14371",8,7,0,5,6,9,8
"14372",10,9,0,7,3,0,10
"14373",10,7,0,0,0,10,10
"14374",7,9,5,4,5,6,6
"14375",7,8,0,5,5,9,2
"14376",3,4,6,4,3,5,5
"14377",9,7,0,7,4,8,8
"14378",9,8,0,7,8,8,9
"14379",2,9,2,6,1,3,3
"14380",7,7,2,8,9,8,4
"14382",9,7,0,8,1,6,9
"14383",8,9,0,8,6,8,5
"14384",3,6,0,3,6,7,0
"14385",5,9,7,3,0,6,5
"14386",8,7,0,7,1,7,8
"14387",7,8,0,6,5,8,6
"14388",5,8,0,3,6,8,5
"14389",5,8,1,8,6,9,8
"14390",8,6,0,8,7,5,6
"14391",9,6,0,7,7,8,9
"14392",7,7,5,7,6,7,6
"14393",7,9,2,2,6,9,1
"14394",8,8,0,7,0,7,8
"14395",3,8,0,5,2,7,1
"14396",9,6,1,8,3,6,9
"14397",9,5,1,8,6,9,9
"14398",8,5,0,7,3,8,7
"14399",7,7,5,7,6,5,7
"14400",9,8,0,7,4,7,8
"14401",7,7,0,8,6,6,7
"14402",1,5,0,9,0,0,10
"14403",7,7,1,5,4,7,9
"14404",10,8,6,8,2,6,10
"14405",8,5,0,6,3,6,0
"14406",7,8,0,5,4,7,4
"14407",7,6,0,5,4,6,6
"14408",8,10,1,7,6,7,8
"14409",8,10,0,6,0,4,5
"14410",7,7,0,6,2,6,7
"14411",8,6,0,5,4,7,8
"14413",7,2,8,8,3,2,8
"14414",8,7,7,0,5,2,10
"14415",6,3,1,2,6,5,4
"14416",9,6,0,8,7,8,10
"14417",8,9,0,9,10,6,8
"14418",6,5,0,5,2,6,4
"14419",8,6,0,7,4,7,9
"14420",6,6,0,7,5,7,6
"14421",7,3,0,8,5,5,9
"14422",9,5,0,8,1,7,8
"14423",7,5,1,7,3,5,7
"14424",7,7,1,6,4,7,7
"14425",9,8,0,3,1,7,9
"14426",7,8,0,3,5,8,8
"14427",7,9,0,6,5,5,7
"14428",8,8,5,9,5,8,9
"14429",9,8,0,5,5,9,3
"14430",9,6,0,8,5,5,9
"14431",5,5,8,6,3,3,6
"14432",3,6,8,5,7,0,9
"14433",5,6,1,3,5,3,5
"14434",8,3,0,10,3,0,8
"14435",4,3,9,6,0,1,7
"14436",9,3,0,10,0,8,9
"14437",7,7,4,9,6,7,7
"14439",8,8,2,8,3,6,8
"14440",8,7,0,9,8,5,6
"14441",9,8,0,8,5,8,9
"14442",6,3,0,4,1,9,4
"14443",6,8,0,4,1,9,2
"14444",9,10,5,6,5,9,10
"14445",8,3,0,7,3,8,8
"14446",9,7,4,8,5,8,9
"14447",7,9,5,5,5,6,7
"14448",9,5,0,3,5,8,8
"14449",5,5,0,5,5,5,5
"14450",10,9,0,10,3,5,9
"14451",8,7,10,6,6,6,8
"14453",9,4,0,8,2,3,10
"14454",7,8,1,3,6,4,8
"14455",5,2,0,8,0,3,8
"14456",7,8,0,3,7,8,2
"14457",3,8,6,7,5,1,3
"14458",8,8,0,5,5,7,8
"14459",8,6,0,5,0,3,10
"14461",9,5,1,9,5,7,8
"14462",7,5,0,6,3,8,7
"14464",7,9,5,8,2,4,6
"14465",5,3,0,7,2,4,6
"14466",10,8,0,8,8,9,10
"14467",5,5,5,5,5,7,5
"14468",6,10,1,9,4,7,6
"14469",5,3,0,7,0,5,5
"14470",8,8,0,8,5,7,9
"14471",4,3,7,5,3,5,6
"14472",8,10,0,5,8,10,0
"14473",8,8,3,5,4,5,8
"14474",7,8,0,6,6,7,4
"14476",10,8,0,8,0,8,10
"14477",7,10,0,1,1,5,6
"14478",7,7,0,7,6,7,0
"14479",7,8,0,2,8,9,3
"14481",5,5,0,8,4,7,5
"14482",8,7,0,7,9,5,3
"14483",7,9,0,5,0,6,6
"14484",3,5,0,1,8,7,1
"14485",6,5,0,7,7,7,3
"14486",5,9,0,2,2,2,0
"14487",9,10,0,5,7,9,8
"14489",8,8,0,8,6,7,8
"14490",1,8,0,1,7,8,0
"14491",10,6,2,9,0,5,9
"14492",9,8,0,6,5,7,0
"14493",3,6,1,2,7,9,2
"14494",5,8,0,4,9,10,4
"14495",2,6,0,1,8,6,1
"14496",10,8,1,6,0,6,8
"14497",5,2,5,10,6,0,5
"14498",5,6,5,4,8,6,4
"14499",5,6,5,6,6,6,5
"14500",2,9,0,2,7,8,1
"14501",7,8,0,6,7,9,6
"14502",9,9,0,7,6,8,6
"14504",9,7,0,8,1,8,8
"14505",9,3,6,9,3,5,5
"14506",4,9,0,1,9,10,1
"14507",8,9,0,6,5,7,5
"14508",3,7,0,3,9,8,2
"14509",5,5,0,3,7,8,1
"14510",5,6,0,3,6,8,3
"14511",5,4,0,5,6,3,5
"14514",5,8,0,2,6,9,1
"14515",0,0,8,0,0,0,0
"14516",2,6,8,3,2,5,10
"14517",6,10,5,5,4,5,5
"14518",8,7,2,6,2,4,6
"14519",8,5,0,7,6,5,5
"14520",10,6,0,8,6,7,10
"14521",9,9,2,6,5,8,9
"14522",8,7,0,6,6,7,6
"14523",4,8,0,3,7,10,2
"14524",3,6,0,2,7,4,1
"14525",3,7,1,5,8,8,2
"14526",3,5,1,2,10,8,3
"14527",7,8,0,6,6,6,5
"14528",9,8,5,5,7,4,10
"14530",10,8,0,6,5,5,7
"14531",5,5,0,2,8,7,3
"14532",5,2,3,7,0,5,6
"14533",2,4,0,1,6,3,0
"14534",6,8,1,4,7,10,3
"14535",9,9,3,7,7,7,7
"14536",7,9,0,3,9,10,2
"14537",4,6,0,1,7,6,0
"14538",2,8,0,0,6,6,0
"14539",3,7,0,7,8,7,2
"14540",2,6,0,3,8,7,1
"14541",5,8,0,1,10,10,2
"14542",7,10,0,7,8,9,6
"14543",3,5,0,2,7,2,2
"14544",4,4,0,2,10,8,0
"14545",8,7,0,2,9,2,2
"14546",8,8,3,5,2,3,8
"14548",6,8,0,5,10,9,4
"14549",7,8,0,4,6,9,2
"14550",3,5,0,2,7,4,6
"14551",6,7,0,8,6,8,7
"14552",8,7,0,4,7,4,8
"14553",0,0,0,0,0,0,0
"14554",6,8,0,6,9,7,6
"14555",9,8,7,8,0,6,8
"14556",8,8,5,6,7,8,8
"14557",2,5,0,0,7,5,0
"14559",1,5,0,0,7,7,0
"14560",6,9,0,4,5,9,1
"14561",0,0,10,5,0,0,6
"14562",8,8,0,6,8,7,5
"14563",9,8,0,6,10,7,6
"14564",1,0,0,0,7,0,1
"14565",9,10,0,8,10,10,3
"14566",5,5,2,6,6,5,2
"14567",8,8,0,6,6,9,3
"14569",5,6,0,4,8,7,0
"14570",6,7,1,7,7,8,7
"14571",10,5,0,7,7,6,6
"14572",8,10,2,4,5,6,5
"14573",8,4,0,9,5,7,5
"14574",6,5,7,6,2,3,6
"14575",9,7,4,7,2,6,9
"14576",7,9,2,6,7,6,7
"14577",4,3,7,9,0,1,7
"14579",4,6,0,2,5,5,3
"14580",3,6,0,3,9,6,1
"14581",4,10,0,2,5,6,2
"14582",5,4,7,6,7,0,5
"14583",6,8,0,6,8,8,3
"14585",7,8,0,5,10,6,5
"14586",2,4,0,1,6,6,1
"14587",6,8,2,4,5,5,5
"14588",9,8,0,7,5,6,8
"14589",10,8,0,6,6,7,3
"14590",8,7,0,5,9,9,2
"14591",9,5,0,5,5,5,6
"14592",10,3,0,7,5,3,10
"14593",6,7,2,6,9,5,5
"14594",6,5,0,5,8,3,1
"14595",5,7,0,5,8,8,1
"14596",0,0,0,0,0,0,0
"14597",5,5,0,7,7,7,5
"14598",9,8,0,7,3,0,7
"14599",10,7,0,10,7,7,5
"14600",0,7,9,7,8,5,4
"14601",9,10,5,8,7,7,8
"14602",8,8,0,3,5,2,8
"14603",9,7,2,8,6,6,8
"14604",6,5,0,7,7,5,6
"14605",4,5,6,2,5,4,5
"14606",9,9,0,7,3,8,9
"14607",10,8,7,7,7,6,10
"14608",9,7,0,7,5,8,9
"14609",8,4,7,5,0,0,6
"14610",8,8,0,5,6,9,5
"14611",0,2,9,2,6,1,4
"14612",9,8,0,1,1,5,8
"14613",5,6,0,1,1,3,4
"14614",6,8,0,5,6,6,4
"14615",9,10,0,6,8,5,8
"14616",5,7,0,3,9,8,4
"14617",9,9,0,10,8,8,8
"14618",9,9,0,7,7,6,0
"14619",8,7,0,9,9,9,8
"14620",2,8,0,3,6,8,0
"14621",7,4,0,5,4,5,2
"14623",9,0,0,7,5,0,4
"14624",9,3,2,9,0,2,7
"14625",0,0,5,5,5,5,8
"14626",7,7,7,7,7,7,7
"14627",10,5,0,7,1,1,8
"14628",5,4,0,6,9,7,4
"14629",5,9,5,5,5,5,7
"14630",7,8,0,7,8,7,5
"14631",4,8,0,5,6,5,1
"14633",6,6,0,8,7,8,5
"14634",10,8,0,7,9,8,1
"14635",9,8,1,7,10,6,8
"14636",10,9,0,8,8,8,10
"14637",8,8,0,5,5,8,3
"14638",6,6,8,8,6,5,6
"14639",8,5,0,5,4,6,7
"14640",5,7,2,9,7,6,5
"14641",10,9,0,9,9,8,5
"14642",7,7,5,6,6,7,7
"14643",10,8,0,0,6,7,8
"14645",0,5,10,5,8,0,3
"14646",5,8,0,8,7,0,5
"14647",0,0,9,4,9,0,3
"14648",0,0,8,4,9,1,1
"14649",0,10,5,3,5,0,0
"14650",0,2,7,4,7,1,2
"14651",0,1,5,5,5,1,1
"14652",0,1,10,5,10,0,0
"14654",4,7,2,4,7,0,6
"14655",0,0,9,5,8,0,1
"14656",3,4,7,5,8,1,3
"14657",1,1,10,8,6,0,6
"14658",5,5,0,5,5,5,2
"14659",6,7,5,7,6,5,5
"14660",8,8,1,0,8,5,8
"14661",7,7,0,5,10,1,5
"14662",2,2,0,2,7,0,2
"14663",7,9,0,5,8,0,7
"14664",5,0,5,5,0,0,5
"14665",9,8,1,10,0,0,9
"14666",1,3,0,0,10,10,2
"14667",7,8,8,8,0,0,10
"14668",10,7,0,3,8,7,9
"14669",1,9,0,0,9,2,0
"14670",8,8,8,5,5,5,6
"14671",8,7,0,5,6,9,5
"14672",10,5,5,8,5,5,5
"14673",8,7,3,7,7,7,2
"14674",8,3,0,8,3,5,5
"14675",8,7,0,4,9,8,4
"14676",5,5,7,5,9,5,5
"14677",7,2,5,4,6,0,9
"14678",4,8,0,3,6,6,2
"14679",3,7,0,3,6,9,1
"14680",7,5,7,5,5,3,7
"14681",3,8,0,2,6,7,1
"14682",7,9,0,1,9,8,4
"14683",7,8,0,5,7,7,4
"14684",7,6,2,5,6,6,6
"14685",0,1,10,0,6,0,0
"14686",5,5,5,5,5,5,5
"14687",3,3,7,2,3,3,1
"14688",8,8,0,6,8,7,7
"14689",5,9,0,7,5,7,5
"14690",5,9,0,1,9,5,1
"14691",3,3,0,4,3,0,3
"14692",6,5,10,8,5,5,8
"14693",10,8,0,8,0,8,10
"14694",4,6,0,6,8,6,2
"14696",8,8,0,6,8,2,8
"14697",5,9,0,7,1,8,5
"14698",8,6,5,4,7,0,5
"14699",7,0,0,0,0,0,0
"14700",5,5,5,2,2,6,5
"14701",9,7,0,7,5,7,9
"14702",5,8,0,1,7,3,1
"14703",7,7,1,7,8,4,5
"14704",6,8,0,7,10,8,6
"14705",6,9,5,7,6,5,6
"14706",5,7,0,3,8,7,5
"14707",0,7,0,6,2,4,8
"14708",4,8,1,5,8,7,3
"14709",10,1,0,7,4,0,7
"14710",8,8,0,7,2,2,5
"14711",8,7,5,8,7,6,6
"14712",4,7,0,3,8,7,1
"14713",7,5,0,5,3,4,5
"14714",7,5,0,5,7,8,3
"14715",8,8,0,6,6,7,3
"14716",7,9,0,6,6,8,7
"14717",9,5,2,8,6,8,10
"14718",8,3,5,2,5,5,8
"14719",6,8,0,8,6,6,1
"14720",7,6,0,6,3,5,9
"14721",8,7,0,5,5,7,6
"14722",9,9,0,7,8,8,7
"14723",10,8,0,5,8,5,10
"14724",8,2,10,3,0,0,9
"14725",0,1,0,2,0,0,0
"14726",10,6,0,0,1,5,8
"14727",2,10,0,7,7,3,2
"14728",10,8,0,7,7,8,7
"14729",8,9,2,7,9,7,8
"14730",8,10,0,9,8,6,6
"14732",6,5,2,5,3,5,5
"14733",7,8,0,5,5,5,5
"14734",9,7,3,5,7,7,3
"14735",10,6,0,6,2,2,7
"14736",6,7,2,8,8,6,6
"14737",5,7,5,6,7,2,5
"14738",8,7,3,5,5,5,8
"14740",9,8,0,7,5,7,10
"14741",7,7,0,3,5,8,0
"14742",8,8,0,5,7,7,8
"14743",7,7,0,6,8,8,5
"14744",7,7,0,7,8,8,0
"14745",9,6,3,8,7,7,7
"14746",0,5,0,3,10,6,6
"14747",9,8,0,0,7,8,0
"14748",9,8,0,5,8,8,5
"14749",6,6,0,6,5,7,3
"14750",9,5,8,8,9,8,1
"14751",0,1,8,0,5,0,2
"14752",7,8,0,6,9,7,5
"14753",9,7,0,5,5,7,9
"14754",3,8,0,5,6,5,4
"14755",2,1,10,5,0,0,1
"14756",2,3,0,6,7,4,0
"14757",3,5,6,5,5,4,5
"14758",8,8,2,5,8,4,8
"14759",4,9,5,0,2,3,4
"14760",8,3,0,1,6,7,2
"14761",9,6,10,9,0,5,10
"14762",0,8,0,0,0,0,0
"14763",8,7,0,8,7,8,7
"14764",10,9,0,9,8,9,9
"14765",6,5,0,3,7,7,3
"14766",2,4,8,4,3,2,1
"14767",4,9,3,4,7,7,3
"14768",3,8,9,7,8,7,7
"14769",5,7,0,6,5,5,2
"14770",1,9,0,3,8,6,0
"14771",7,8,9,8,5,7,0
"14772",8,7,9,6,4,8,2
"14773",9,7,0,3,3,4,8
"14774",9,8,2,7,1,9,5
"14775",9,6,0,3,5,2,3
"14776",8,9,2,6,9,10,8
"14777",9,4,5,7,7,6,2
"14778",8,5,7,3,0,0,3
