"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G"
"45751",5,0,1,0,10,9,8
"45752",7,1,5,0,7,8,10
"45753",3,7,5,5,5,5,5
"45754",9,10,7,0,7,8,8
"45755",7,0,10,2,3,7,6
"45756",4,0,3,0,10,10,8
"45757",7,5,2,2,5,5,4
"45758",2,0,4,0,2,2,6
"45759",0,10,0,3,1,0,0
"45760",7,5,5,5,5,5,5
"45761",1,7,4,1,1,1,1
"45762",8,1,4,0,6,7,7
"45763",9,0,4,0,2,6,4
"45764",1,1,1,3,0,0,0
"45765",6,6,5,4,6,4,5
"45766",4,1,4,4,1,4,4
"45767",2,3,0,0,0,4,6
"45768",9,0,5,0,10,9,8
"45769",0,10,0,7,0,0,0
"45770",3,0,1,0,3,3,0
"45771",2,0,0,0,8,1,1
"45773",7,2,6,0,6,8,6
"45774",0,2,0,5,0,0,0
"45775",2,5,2,4,2,5,2
"45776",10,0,6,0,7,8,8
"45777",9,1,5,9,9,9,9
"45780",0,10,10,0,0,0,0
"45781",10,0,10,2,6,8,8
"45782",8,3,5,3,6,6,6
"45783",0,7,1,7,0,1,0
"45784",7,0,6,0,0,6,6
"45785",6,5,10,5,5,5,0
"45786",10,0,3,0,0,6,4
"45787",2,9,9,7,2,5,4
"45788",0,0,0,0,0,0,0
"45790",5,10,5,6,6,5,5
"45791",2,2,2,2,1,0,0
"45792",2,0,2,0,0,2,2
"45793",3,0,3,2,1,3,1
"45794",6,3,7,5,1,5,3
"45795",4,8,5,4,1,4,5
"45796",7,1,10,2,2,6,6
"45797",2,1,2,1,2,2,2
"45798",0,2,0,9,0,0,0
"45799",2,0,1,0,2,8,0
"45800",0,0,0,0,0,0,0
"45801",3,3,8,8,3,3,3
"45802",1,2,1,8,2,2,2
"45803",1,9,5,1,0,1,0
"45804",8,0,7,0,0,4,3
"45805",1,3,4,1,0,0,1
"45806",1,1,5,10,0,2,0
"45807",3,3,6,0,0,5,3
"45808",10,0,6,0,4,7,7
"45809",4,4,2,0,2,2,2
"45810",2,10,8,1,0,0,0
"45811",0,0,5,4,1,1,0
"45812",5,0,1,0,9,10,8
"45813",4,0,1,0,9,10,9
"45814",5,5,5,5,5,5,5
"45815",0,8,2,2,0,0,0
"45817",3,5,8,5,5,3,5
"45818",6,4,5,2,4,7,5
"45819",4,0,1,0,0,0,9
"45820",4,2,7,2,3,2,2
"45821",0,4,0,5,0,0,0
"45822",0,9,0,6,0,0,0
"45823",2,6,5,0,2,2,1
"45824",2,0,4,1,2,2,1
"45825",5,8,8,5,5,5,5
"45826",0,0,0,0,0,0,0
"45827",3,0,1,0,0,10,0
"45828",0,0,0,10,0,0,0
"45829",2,10,4,4,0,0,0
"45830",6,2,9,2,3,4,2
"45831",6,1,10,3,1,7,6
"45832",5,3,5,4,3,4,3
"45833",4,3,0,6,0,0,0
"45834",5,5,5,0,5,5,5
"45835",5,5,5,5,5,5,5
"45836",3,0,5,0,1,3,9
"45837",0,0,0,0,0,0,0
"45838",9,3,7,4,2,5,3
"45839",10,1,9,3,4,7,6
"45840",2,2,2,1,1,1,2
"45841",0,10,0,4,0,0,0
"45842",1,8,1,3,1,2,2
"45843",3,5,4,6,1,3,1
"45844",0,7,0,4,0,0,0
"45845",0,0,0,0,10,0,0
"45846",6,3,4,3,3,3,1
"45847",4,4,8,4,1,3,1
"45848",7,3,4,2,5,5,3
"45849",7,1,4,1,2,2,4
"45850",2,2,5,2,1,1,1
"45851",1,3,1,3,8,1,2
"45852",2,0,0,6,1,2,0
"45853",2,2,2,2,0,1,0
"45854",1,6,1,0,1,0,0
"45855",0,7,0,2,2,0,1
"45856",0,4,0,3,1,0,0
"45857",3,1,4,3,6,2,0
"45858",6,1,4,4,0,1,0
"45859",1,3,3,7,1,1,1
"45860",1,6,1,4,0,1,1
"45861",5,0,0,0,0,2,5
"45862",0,4,7,4,0,0,0
"45863",6,4,5,4,1,2,0
"45864",1,2,4,9,1,2,1
"45865",6,1,6,1,3,9,3
"45866",5,8,6,3,4,1,4
"45867",8,4,5,2,3,3,6
"45868",8,4,2,4,1,2,3
"45869",6,2,3,3,1,1,3
"45870",6,6,10,0,3,3,4
"45871",9,2,2,1,1,1,2
"45873",10,0,10,2,0,0,0
"45874",0,6,0,0,0,0,0
"45875",0,9,0,6,0,0,0
"45876",0,10,0,5,0,0,0
"45877",0,9,4,7,1,0,0
"45878",0,9,7,0,0,0,0
"45879",0,10,5,8,0,2,0
"45880",10,0,9,8,0,5,0
"45881",2,6,4,6,0,2,0
"45882",0,10,5,5,0,0,0
"45883",10,1,5,3,8,7,6
"45884",0,10,2,2,0,0,0
