,AP_T05,AP_T07,AP_T0GE,BALD,BLAC,BORD,BUCK_I,BUCK_R,CAIR,COOM,COPE,HARE,KIMR,L4DV,L6DV,MJ,MMIN,NANS,PLU1,PLU2,RV,SCHU,STAR,VETO,WOOD,YOUN,AP_K2,AP_K3,AP_KRP,DODG_C,COND
MJ,27.272728,36.363636,85.71429,27.272728,27.272728,9.090909,27.272728,18.181818,27.272728,27.272728,27.272728,27.272728,45.454544,18.181818,18.181818,0.0,27.272728,27.272728,45.454544,36.363636,0.0,27.272728,9.090909,54.545456,27.272728,27.272728,9.090909,18.181818,9.090909,27.272728,85.71429
MMIN,45.454544,36.363636,85.71429,0.0,0.0,27.272728,0.0,9.090909,18.181818,0.0,0.0,18.181818,18.181818,36.363636,36.363636,27.272728,0.0,0.0,45.454544,18.181818,27.272728,0.0,18.181818,72.72727,18.181818,0.0,36.363636,9.090909,18.181818,0.0,85.71429
NANS,45.454544,36.363636,85.71429,0.0,0.0,27.272728,0.0,9.090909,18.181818,0.0,0.0,18.181818,18.181818,36.363636,36.363636,27.272728,0.0,0.0,45.454544,18.181818,27.272728,0.0,18.181818,72.72727,18.181818,0.0,36.363636,9.090909,18.181818,0.0,85.71429
PLU1,45.454544,36.363636,85.71429,45.454544,45.454544,54.545456,45.454544,54.545456,36.363636,45.454544,45.454544,36.363636,63.636364,54.545456,54.545456,45.454544,45.454544,45.454544,0.0,45.454544,45.454544,45.454544,54.545456,90.90909,36.363636,45.454544,36.363636,54.545456,36.363636,45.454544,85.71429
PLU2,36.363636,27.272728,85.71429,18.181818,18.181818,27.272728,18.181818,27.272728,9.090909,18.181818,18.181818,9.090909,36.363636,18.181818,18.181818,36.363636,18.181818,18.181818,45.454544,0.0,36.363636,18.181818,36.363636,72.72727,9.090909,18.181818,36.363636,27.272728,27.272728,18.181818,85.71429
RV,27.272728,36.363636,85.71429,27.272728,27.272728,9.090909,27.272728,18.181818,27.272728,27.272728,27.272728,27.272728,45.454544,18.181818,18.181818,0.0,27.272728,27.272728,45.454544,36.363636,0.0,27.272728,9.090909,54.545456,27.272728,27.272728,9.090909,18.181818,9.090909,27.272728,85.71429
SCHU,45.454544,36.363636,85.71429,0.0,0.0,27.272728,0.0,9.090909,18.181818,0.0,0.0,18.181818,18.181818,36.363636,36.363636,27.272728,0.0,0.0,45.454544,18.181818,27.272728,0.0,18.181818,72.72727,18.181818,0.0,36.363636,9.090909,18.181818,0.0,85.71429
STAR,36.363636,45.454544,85.71429,18.181818,18.181818,9.090909,18.181818,9.090909,36.363636,18.181818,18.181818,36.363636,36.363636,18.181818,18.181818,9.090909,18.181818,18.181818,54.545456,36.363636,9.090909,18.181818,0.0,54.545456,36.363636,18.181818,18.181818,9.090909,18.181818,18.181818,85.71429
VETO,63.636364,90.90909,85.71429,72.72727,72.72727,45.454544,72.72727,63.636364,81.818184,72.72727,72.72727,81.818184,54.545456,54.545456,54.545456,54.545456,72.72727,72.72727,90.90909,72.72727,54.545456,72.72727,54.545456,0.0,81.818184,72.72727,63.636364,63.636364,63.636364,72.72727,85.71429
WOOD,27.272728,18.181818,85.71429,18.181818,18.181818,36.363636,18.181818,27.272728,0.0,18.181818,18.181818,0.0,36.363636,27.272728,27.272728,27.272728,18.181818,18.181818,36.363636,9.090909,27.272728,18.181818,36.363636,81.818184,0.0,18.181818,27.272728,27.272728,18.181818,18.181818,85.71429
YOUN,45.454544,36.363636,85.71429,0.0,0.0,27.272728,0.0,9.090909,18.181818,0.0,0.0,18.181818,18.181818,36.363636,36.363636,27.272728,0.0,0.0,45.454544,18.181818,27.272728,0.0,18.181818,72.72727,18.181818,0.0,36.363636,9.090909,18.181818,0.0,85.71429
AP_K2,27.272728,36.363636,85.71429,36.363636,36.363636,18.181818,36.363636,27.272728,27.272728,36.363636,36.363636,27.272728,54.545456,18.181818,18.181818,9.090909,36.363636,36.363636,36.363636,36.363636,9.090909,36.363636,18.181818,63.636364,27.272728,36.363636,0.0,27.272728,18.181818,36.363636,85.71429
AP_K3,36.363636,45.454544,85.71429,9.090909,9.090909,18.181818,9.090909,0.0,27.272728,9.090909,9.090909,27.272728,27.272728,27.272728,27.272728,18.181818,9.090909,9.090909,54.545456,27.272728,18.181818,9.090909,9.090909,63.636364,27.272728,9.090909,27.272728,0.0,27.272728,9.090909,85.71429
AP_KRP,36.363636,27.272728,85.71429,18.181818,18.181818,18.181818,18.181818,27.272728,18.181818,18.181818,18.181818,18.181818,36.363636,27.272728,27.272728,9.090909,18.181818,18.181818,36.363636,27.272728,9.090909,18.181818,18.181818,63.636364,18.181818,18.181818,18.181818,27.272728,0.0,18.181818,85.71429
DODG_C,45.454544,36.363636,85.71429,0.0,0.0,27.272728,0.0,9.090909,18.181818,0.0,0.0,18.181818,18.181818,36.363636,36.363636,27.272728,0.0,0.0,45.454544,18.181818,27.272728,0.0,18.181818,72.72727,18.181818,0.0,36.363636,9.090909,18.181818,0.0,85.71429
COND,85.71429,85.71429,0.0,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,0.0
