rule,social_acceptability_mean,utility_mean_mean,utility_median_mean,utility_var_mean,rank_mean_mean,rank_median_mean,rank_var_mean,freq_first_mean,freq_last_mean,has_tie_mean,n_cowinners_mean
AP_T05,0.506512025866215,0.5389390697166577,0.55,0.09216463242151487,3.216052898767135,2.6,4.723845525901748,0.3115402953326606,0.058851733200050306,0.0,1.0
AP_T07,0.506512025866215,0.5389390697166577,0.55,0.09216463242151487,3.216052898767135,2.6,4.723845525901748,0.3115402953326606,0.058851733200050306,0.0,1.0
AP_T0GE,0.8664606799825926,0.38433116833501835,0.38,0.08678951088085722,4.5,4.5,5.25,1.0,1.0,1.0,8.0
BALD,0.5042159055178382,0.5389073990911629,0.55,0.0884625256227995,3.201801117294451,2.7,4.483818669813145,0.2994262810808791,0.05140913620875972,0.0,1.0
BLAC,0.5042159055178382,0.5389073990911629,0.55,0.0884625256227995,3.201801117294451,2.7,4.483818669813145,0.2994262810808791,0.05140913620875972,0.0,1.0
BORD,0.5027363580852883,0.53977772111031,0.55,0.08611495279108676,3.1804782278253465,2.8,4.253366791652168,0.28463080675537866,0.04757971932451255,0.0,1.0
BUCK_I,0.5042159055178382,0.5389073990911629,0.55,0.0884625256227995,3.201801117294451,2.7,4.483818669813145,0.2994262810808791,0.05140913620875972,0.0,1.0
BUCK_R,0.506512025866215,0.5389390697166577,0.55,0.09216463242151487,3.216052898767135,2.6,4.723845525901748,0.3115402953326606,0.058851733200050306,0.0,1.0
COOM,0.5042159055178382,0.5389073990911629,0.55,0.0884625256227995,3.201801117294451,2.7,4.483818669813145,0.2994262810808791,0.05140913620875972,0.0,1.0
COPE,0.5042159055178382,0.5389073990911629,0.55,0.0884625256227995,3.201801117294451,2.7,4.483818669813145,0.2994262810808791,0.05140913620875972,0.0,1.0
HARE,0.506512025866215,0.5389390697166577,0.55,0.09216463242151487,3.216052898767135,2.6,4.723845525901748,0.3115402953326606,0.058851733200050306,0.0,1.0
KIMR,0.5027363580852883,0.53977772111031,0.55,0.08611495279108676,3.1804782278253465,2.8,4.253366791652168,0.28463080675537866,0.04757971932451255,0.0,1.0
L4DV,0.505032478433665,0.5398093917358049,0.55,0.08981705958980213,3.194730009298031,2.7,4.4933936477407705,0.29674482100716015,0.055022316315803135,0.0,1.0
L6DV,0.505032478433665,0.5398093917358049,0.55,0.08981705958980213,3.194730009298031,2.7,4.4933936477407705,0.29674482100716015,0.055022316315803135,0.0,1.0
MJ,0.506512025866215,0.5389390697166577,0.55,0.09216463242151487,3.216052898767135,2.6,4.723845525901748,0.3115402953326606,0.058851733200050306,0.0,1.0
MMIN,0.5042159055178382,0.5389073990911629,0.55,0.0884625256227995,3.201801117294451,2.7,4.483818669813145,0.2994262810808791,0.05140913620875972,0.0,1.0
NANS,0.5042159055178382,0.5389073990911629,0.55,0.0884625256227995,3.201801117294451,2.7,4.483818669813145,0.2994262810808791,0.05140913620875972,0.0,1.0
PLU1,0.4791533794390913,0.5169363635252092,0.5000000000000001,0.09849331704952276,3.4349167181593017,3.1,5.39105923309341,0.3246702028649934,0.08782309820232542,0.0,1.0
PLU2,0.506512025866215,0.5389390697166577,0.55,0.09216463242151487,3.216052898767135,2.6,4.723845525901748,0.3115402953326606,0.058851733200050306,0.0,1.0
RV,0.505032478433665,0.5398093917358049,0.55,0.08981705958980213,3.194730009298031,2.7,4.4933936477407705,0.29674482100716015,0.055022316315803135,0.0,1.0
SCHU,0.5042159055178382,0.5389073990911629,0.55,0.0884625256227995,3.201801117294451,2.7,4.483818669813145,0.2994262810808791,0.05140913620875972,0.0,1.0
STAR,0.5042159055178382,0.5389073990911629,0.55,0.0884625256227995,3.201801117294451,2.7,4.483818669813145,0.2994262810808791,0.05140913620875972,0.0,1.0
VETO,0.4558957223177553,0.5092596364633655,0.53,0.07713795617501518,3.4012788157963625,3.1,3.894586997288697,0.2491167107438767,0.04693974557571269,0.1,1.1
WOOD,0.506512025866215,0.5389390697166577,0.55,0.09216463242151487,3.216052898767135,2.6,4.723845525901748,0.3115402953326606,0.058851733200050306,0.0,1.0
YOUN,0.5042159055178382,0.5389073990911629,0.55,0.0884625256227995,3.201801117294451,2.7,4.483818669813145,0.2994262810808791,0.05140913620875972,0.0,1.0
AP_K2,0.506512025866215,0.5389390697166577,0.55,0.09216463242151487,3.216052898767135,2.6,4.723845525901748,0.3115402953326606,0.058851733200050306,0.0,1.0
AP_K3,0.505032478433665,0.5398093917358049,0.55,0.08981705958980213,3.194730009298031,2.7,4.4933936477407705,0.29674482100716015,0.055022316315803135,0.0,1.0
AP_KRP,0.506512025866215,0.5389390697166577,0.55,0.09216463242151487,3.216052898767135,2.6,4.723845525901748,0.3115402953326606,0.058851733200050306,0.0,1.0
COND,0.7835376503924362,0.45063775909326925,0.4600000000000001,0.08170203723460093,3.953209242719062,3.85,4.7144028743883295,0.8139807881838692,0.7076799910712168,0.7,5.9
