rule,social_acceptability_mean,utility_mean_mean,utility_median_mean,utility_var_mean,rank_mean_mean,rank_median_mean,rank_var_mean,freq_first_mean,freq_last_mean,has_tie_mean,n_cowinners_mean
AP_T05,0.40519073995532623,0.46806809200049887,0.4333333333333333,0.09676164051885024,2.7894757316907843,2.3333333333333335,2.901366831358864,0.3403520892276892,0.10109632818857749,0.0,1.0
AP_T07,0.4026556168505828,0.4651096755927153,0.425,0.09779170911256631,2.812524834486723,2.3333333333333335,2.9418671072472944,0.3427237681816467,0.10251786726834443,0.0,1.0
AP_T0GE,0.7546844485166805,0.34696685707398633,0.30833333333333335,0.08497698003220099,3.5,3.5,2.9166666666666665,1.0,1.0,1.0,6.0
BALD,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
BLAC,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
BORD,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
BUCK_I,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
BUCK_R,0.4115951899739066,0.467978963888273,0.4416666666666666,0.094039046517439,2.7793668037829438,2.3333333333333335,2.845069244273216,0.35343969606529607,0.10323888671700558,0.08333333333333333,1.0833333333333333
COOM,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
COPE,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
HARE,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
KIMR,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
L4DV,0.40519073995532623,0.46806809200049887,0.4333333333333333,0.09676164051885024,2.7894757316907843,2.3333333333333335,2.901366831358864,0.3403520892276892,0.10109632818857749,0.0,1.0
L6DV,0.4000625348271211,0.46488127881368563,0.425,0.09768554262407103,2.8147504569655104,2.3333333333333335,2.9273101554340557,0.3387037375793376,0.10622453331678261,0.0,1.0
MJ,0.40010251598123264,0.4679303146208737,0.4416666666666666,0.0929186793551494,2.7744789832701233,2.3333333333333335,2.8213988404916344,0.3328963505219505,0.09403559001370887,0.0,1.0
MMIN,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
NANS,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
PLU1,0.40491601468060096,0.46848017991258684,0.4333333333333333,0.09637356842610782,2.7817834239984767,2.3333333333333335,2.90850405311147,0.34438139325699324,0.0999058519981013,0.0,1.0
PLU2,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
RV,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
SCHU,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
STAR,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
VETO,0.38028539812485396,0.4564968449225455,0.425,0.08722110603379835,2.8338684794925197,2.5,2.6768903277343803,0.2975955241475254,0.08806233752583224,0.0,1.0
WOOD,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
YOUN,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
AP_K2,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
AP_K3,0.4244456572636263,0.4670735900564973,0.4416666666666666,0.09352593197140875,2.7858893894527257,2.4166666666666665,2.816766531336133,0.36570605120548305,0.10577003936498065,0.16666666666666666,1.1666666666666667
AP_KRP,0.4037082852120019,0.4688517889798481,0.4416666666666666,0.09437817480427825,2.768870008911149,2.3333333333333335,2.882825327999853,0.3422446411202411,0.09684007719319604,0.0,1.0
COND,0.6910236863051938,0.3791640052420148,0.3499999999999999,0.08822005841104946,3.3357316454941253,3.1666666666666665,2.899605519772313,0.9051365778016341,0.843433530148506,0.8333333333333334,5.166666666666667
