,AP_T05,AP_T07,AP_T0GE,BALD,BLAC,BORD,BUCK_I,BUCK_R,CAIR,COOM,COPE,HARE,KIMR,L4DV,L6DV,MJ,MMIN,NANS,PLU1,PLU2,RV,SCHU,STAR,VETO,WOOD,YOUN,AP_K2,AP_K3,AP_KRP,DODG_C,COND
MMIN,36.363636,45.454544,85.71429,0.0,9.090909,9.090909,9.090909,0.0,27.272728,9.090909,6.0606065,27.272728,9.090909,27.272728,27.272728,18.181818,0.0,0.0,54.545456,27.272728,18.181818,0.0,9.090909,54.545456,27.272728,9.090909,27.272728,0.0,27.272728,9.090909,85.71429
NANS,36.363636,45.454544,85.71429,0.0,9.090909,9.090909,9.090909,0.0,27.272728,9.090909,6.0606065,27.272728,9.090909,27.272728,27.272728,18.181818,0.0,0.0,54.545456,27.272728,18.181818,0.0,9.090909,54.545456,27.272728,9.090909,27.272728,0.0,27.272728,9.090909,85.71429
PLU1,45.454544,36.363636,85.71429,54.545456,54.545456,54.545456,63.636364,54.545456,36.363636,63.636364,51.515152,36.363636,63.636364,54.545456,54.545456,45.454544,54.545456,54.545456,0.0,36.363636,45.454544,54.545456,54.545456,90.90909,36.363636,54.545456,36.363636,54.545456,36.363636,54.545456,85.71429
PLU2,9.090909,18.181818,85.71429,27.272728,27.272728,27.272728,36.363636,27.272728,0.0,36.363636,24.242424,0.0,36.363636,18.181818,18.181818,18.181818,27.272728,27.272728,36.363636,0.0,18.181818,27.272728,27.272728,63.636364,0.0,27.272728,18.181818,27.272728,27.272728,27.272728,85.71429
RV,27.272728,36.363636,85.71429,18.181818,9.090909,9.090909,27.272728,18.181818,18.181818,27.272728,15.151516,18.181818,27.272728,18.181818,18.181818,0.0,18.181818,18.181818,45.454544,18.181818,0.0,18.181818,9.090909,45.454544,18.181818,9.090909,9.090909,18.181818,9.090909,18.181818,85.71429
SCHU,36.363636,45.454544,85.71429,0.0,9.090909,9.090909,9.090909,0.0,27.272728,9.090909,6.0606065,27.272728,9.090909,27.272728,27.272728,18.181818,0.0,0.0,54.545456,27.272728,18.181818,0.0,9.090909,54.545456,27.272728,9.090909,27.272728,0.0,27.272728,9.090909,85.71429
STAR,36.363636,45.454544,85.71429,9.090909,0.0,0.0,18.181818,9.090909,27.272728,18.181818,6.0606065,27.272728,18.181818,18.181818,18.181818,9.090909,9.090909,9.090909,54.545456,27.272728,9.090909,9.090909,0.0,45.454544,27.272728,0.0,18.181818,9.090909,18.181818,9.090909,85.71429
VETO,54.545456,81.818184,85.71429,54.545456,45.454544,45.454544,45.454544,54.545456,63.636364,45.454544,51.515152,63.636364,45.454544,45.454544,45.454544,45.454544,54.545456,54.545456,90.90909,63.636364,45.454544,54.545456,45.454544,0.0,63.636364,45.454544,54.545456,54.545456,54.545456,54.545456,85.71429
WOOD,9.090909,18.181818,85.71429,27.272728,27.272728,27.272728,36.363636,27.272728,0.0,36.363636,24.242424,0.0,36.363636,18.181818,18.181818,18.181818,27.272728,27.272728,36.363636,0.0,18.181818,27.272728,27.272728,63.636364,0.0,27.272728,18.181818,27.272728,27.272728,27.272728,85.71429
YOUN,36.363636,45.454544,85.71429,9.090909,0.0,0.0,18.181818,9.090909,27.272728,18.181818,6.0606065,27.272728,18.181818,18.181818,18.181818,9.090909,9.090909,9.090909,54.545456,27.272728,9.090909,9.090909,0.0,45.454544,27.272728,0.0,18.181818,9.090909,18.181818,9.090909,85.71429
AP_K2,27.272728,36.363636,85.71429,27.272728,18.181818,18.181818,36.363636,27.272728,18.181818,36.363636,24.242424,18.181818,36.363636,18.181818,18.181818,9.090909,27.272728,27.272728,36.363636,18.181818,9.090909,27.272728,18.181818,54.545456,18.181818,18.181818,0.0,27.272728,18.181818,27.272728,85.71429
AP_K3,36.363636,45.454544,85.71429,0.0,9.090909,9.090909,9.090909,0.0,27.272728,9.090909,6.0606065,27.272728,9.090909,27.272728,27.272728,18.181818,0.0,0.0,54.545456,27.272728,18.181818,0.0,9.090909,54.545456,27.272728,9.090909,27.272728,0.0,27.272728,9.090909,85.71429
AP_KRP,36.363636,27.272728,85.71429,27.272728,18.181818,18.181818,36.363636,27.272728,27.272728,36.363636,24.242424,27.272728,36.363636,27.272728,27.272728,9.090909,27.272728,27.272728,36.363636,27.272728,9.090909,27.272728,18.181818,54.545456,27.272728,18.181818,18.181818,27.272728,0.0,27.272728,85.71429
DODG_C,36.363636,45.454544,87.012985,9.090909,9.090909,9.090909,18.181818,9.090909,27.272728,18.181818,9.090909,27.272728,18.181818,27.272728,27.272728,18.181818,9.090909,9.090909,54.545456,27.272728,18.181818,9.090909,9.090909,54.545456,27.272728,9.090909,27.272728,9.090909,27.272728,0.0,87.012985
COND,85.71429,85.71429,0.0,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,83.11688,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,85.71429,87.012985,0.0
