rule,social_acceptability_mean,utility_mean_mean,utility_median_mean,utility_var_mean,rank_mean_mean,rank_median_mean,rank_var_mean,freq_first_mean,freq_last_mean,has_tie_mean,n_cowinners_mean
AP_T05,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
AP_T07,0.4742372219775179,0.51059589153065,0.4666666666666666,0.09227513151669008,3.829586005512344,3.4166666666666665,6.363960498336552,0.262305764911387,0.06257180584215624,0.0,1.0
AP_T0GE,0.8247470369141771,0.3794354048980794,0.3666666666666667,0.08639015829815329,5.0,5.0,6.666666666666667,1.0,1.0,1.0,9.0
BALD,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
BLAC,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
BORD,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
BUCK_I,0.46356070277753486,0.5084704171145352,0.4916666666666667,0.08524766987664605,3.804712854148398,3.3333333333333335,5.903947107165858,0.24239492934071225,0.05163490979377458,0.0,1.0
BUCK_R,0.4673923973987031,0.5106682193123374,0.4916666666666667,0.08732909914720198,3.783963866294147,3.3333333333333335,6.024342936742915,0.25362492741281556,0.051948193001794624,0.0,1.0
COOM,0.44686949021003364,0.49852932727653804,0.48333333333333334,0.07778587146826153,3.8555228688759375,3.5,5.5179087721804665,0.2178490285061516,0.0446393280559248,0.0,1.0
COPE,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
HARE,0.47091198604760215,0.5113776631252295,0.48333333333333334,0.09133965360198819,3.796498864820524,3.3333333333333335,6.22134375317394,0.2595562566200068,0.05506648275801542,0.0,1.0
KIMR,0.44018599796849317,0.4934068744816232,0.47500000000000003,0.07745474149150823,3.8781906572475964,3.5833333333333335,5.413930871593223,0.20929602794529908,0.045293655967684004,0.0,1.0
L4DV,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
L6DV,0.47141124931716033,0.509314345789325,0.4583333333333333,0.09348015820700774,3.8467390023577703,3.4166666666666665,6.458111609818072,0.2636858910943523,0.06487201614709841,0.0,1.0
MJ,0.4673923973987031,0.5106682193123374,0.4916666666666667,0.08732909914720198,3.783963866294147,3.3333333333333335,6.024342936742915,0.25362492741281556,0.051948193001794624,0.0,1.0
MMIN,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
NANS,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
PLU1,0.4543993919786815,0.4996410968993296,0.45,0.09782449768513034,3.9541471342897414,3.5,6.911390921554436,0.27041427490399467,0.06720780512470863,0.0,1.0
PLU2,0.46808601338724465,0.5100961173839046,0.47500000000000003,0.09254468029230585,3.81365186166595,3.3333333333333335,6.315494864655462,0.2609363828029721,0.05736669306295759,0.0,1.0
RV,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
SCHU,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
STAR,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
VETO,0.40370826795203923,0.4723133633978507,0.45,0.07210745982456328,4.068849931005177,3.8333333333333335,5.290189779435886,0.1781173432870409,0.04056876418888699,0.0,1.0
WOOD,0.47091198604760215,0.5113776631252295,0.48333333333333334,0.09133965360198819,3.796498864820524,3.3333333333333335,6.22134375317394,0.2595562566200068,0.05506648275801542,0.0,1.0
YOUN,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
AP_K2,0.4543993919786815,0.4996410968993296,0.45,0.09782449768513034,3.9541471342897414,3.5,6.911390921554436,0.27041427490399467,0.06720780512470863,0.0,1.0
AP_K3,0.47476050821508986,0.5129375974437845,0.48333333333333334,0.09016901531099997,3.782490244130869,3.3333333333333335,6.135233069676403,0.2581194750108114,0.053937582922219035,0.0,1.0
AP_KRP,0.4673923973987031,0.5106682193123374,0.4916666666666667,0.08732909914720198,3.783963866294147,3.3333333333333335,6.024342936742915,0.25362492741281556,0.051948193001794624,0.0,1.0
COND,0.7388048682296154,0.4277520873004159,0.4083333333333334,0.08236860177599466,4.560016863544455,4.416666666666667,6.18625230027937,0.826406796172139,0.7562486595119395,0.75,7.0
